,year,회사명,거래소코드,회계년도,시가총액(백만원),유동자산(백만원),부채(백만원),당기순이익(백만원)
8234,2012,현대모비스(주),012330,2011/12,28035032.544,10063527.0,8781092.0,3026845.0
8235,2012,기아(주),000270,2011/12,22903029.1055,11075187.0,16745469.0,3519236.0
8236,2012,(주)엘지화학,051910,2011/12,21869463.0,7256212.0,5577875.0,2169670.0
8237,2012,한국전력공사(주),015760,2011/12,19547806.14465,14125902.0,82663900.0,-3292997.0
8240,2012,에이치디한국조선해양(주),009540,2011/12,18392000.0,23076370.0,30824297.0,2743436.0
8241,2012,에스케이하이닉스(주),000660,2011/12,17874433.776,4936850.0,9362877.0,-55971.0
8242,2012,SK이노베이션(주),096770,2011/12,16089008.136,19886932.0,20195271.0,3175844.0
8244,2012,에스케이텔레콤(주),017670,2011/12,12313720.9275,6117479.0,11633327.0,1582073.0
8245,2012,엘지전자(주),066570,2011/12,12044479.1104,15783126.0,19510209.0,-432805.0
8246,2012,에쓰-오일(주),010950,2011/12,11708610.368,8824353.0,7977417.0,1190976.0
8247,2012,(주)엘지,003550,2011/12,11250724.9412,3043089.0,4200204.0,1029832.0
8248,2012,엘지디스플레이(주),034220,2011/12,11110177.485,7858065.0,15031903.0,-787895.0
8249,2012,(주)케이티앤지,033780,2011/12,11093233.7576,3383486.0,1309087.0,806463.0
8250,2012,롯데쇼핑(주),023530,2011/12,10949351.998,12728160.0,18382115.0,1012600.0
8251,2012,네이버(주),035420,2011/12,10924988.808,1431170.0,794843.0,452128.0
8253,2012,(주)엘지생활건강,051900,2011/12,10261155.429,766503.0,1308326.0,271518.0
8254,2012,삼성물산(주),000830,2011/12,9779232.0264,8146285.0,11436905.0,409080.0
8256,2012,(주)케이티,030200,2011/12,9269469.184,9790659.0,19547600.0,1452019.0
8257,2012,삼성중공업(주),010140,2011/12,8900246.1303,9616563.0,11769950.0,851115.0
8259,2012,에스케이(주),003600,2011/12,8406164.348,41758952.0,58391432.0,5103133.0
8260,2012,현대글로비스(주),086280,2011/12,8306250.0,2529496.0,2334843.0,358807.0
8261,2012,롯데케미칼(주),011170,2011/12,7821630.0,4888630.0,4588833.0,1132554.0
8262,2012,현대건설(주),000720,2011/12,7794903.55,8711303.0,7508415.0,685139.0
8263,2012,고려아연(주),010130,2011/12,7642350.0,2438545.0,1095768.0,713726.0
8264,2012,현대제철(주),004020,2011/12,7490610.905,6618772.0,12657846.0,747140.0
8265,2012,삼성전기(주),009150,2011/12,7409614.6432,3696727.0,3453074.0,392382.0
8266,2012,(주)아모레퍼시픽,090430,2011/12,7096860.686,753684.0,677125.0,327269.0
8267,2012,삼성SDI(주),006400,2011/12,6879309.491,2364109.0,2212884.0,351055.0
8269,2012,(주)지에스,078930,2011/12,6689907.216,1991645.0,3635551.0,810143.0
8270,2012,(주)이마트,139480,2011/12,6634444.922,1059377.0,5534991.0,315070.0
8271,2012,삼성엔지니어링(주),028050,2011/12,6620000.0,4156825.0,3875258.0,514526.0
8272,2012,(주)오리온홀딩스,001800,2011/12,6557612.11,899168.0,1310258.0,110497.0
8274,2012,(주)강원랜드,035250,2011/12,6257759.625,1163791.0,454039.0,381175.0
8275,2012,한국가스공사(주),036460,2011/12,5804066.701,11982501.0,27966599.0,174707.0
8276,2012,한화오션(주),042660,2011/12,5196259.0797,7488987.0,12262362.0,559293.0
8277,2012,에스케이(주),034730,2011/12,5150000.0,973077.0,2363893.0,438250.0
8278,2012,제일모직(주),001300,2011/12,4939626.7242,1434658.0,1714055.0,259121.0
8280,2012,두산에너빌리티(주),034020,2011/12,4784703.2684,5263651.0,8792241.0,261695.0
8281,2012,씨제이제일제당(주),097950,2011/12,4651729.2315,3325034.0,6643046.0,314023.0
8282,2012,(주)포스코인터내셔널,047050,2011/12,4515194.93815,5460448.0,6993855.0,210718.0
8283,2012,현대위아(주),011210,2011/12,4451310.587,2695142.0,2757406.0,240884.0
8285,2012,(주)대우건설,047040,2011/12,4135445.2481,6196612.0,6056387.0,173554.0
8287,2012,금호석유화학(주),011780,2011/12,3976033.6755,2058131.0,3157155.0,543769.0
8288,2012,오씨아이홀딩스(주),010060,2011/12,3947070.9005,1985702.0,3484875.0,864738.0
8290,2012,(주)아모레퍼시픽그룹,002790,2011/12,3730228.315,1341182.0,897273.0,376119.0
8291,2012,(주)현대백화점,069960,2011/12,3720988.119,848666.0,1827670.0,394510.0
8292,2012,현대하이스코(주),010520,2011/12,3645090.0,2726313.0,3087008.0,297785.0
8293,2012,씨제이(주),001040,2011/12,3438291.957,5923000.0,12092042.0,736149.0
8294,2012,(주)엘지유플러스,032640,2011/12,3405568.6158,2623232.0,7189151.0,84663.0
8295,2012,에이치엠엠(주),011200,2011/12,3381248.2044,2340425.0,7052976.0,-534314.0
8296,2012,코웨이(주),021240,2011/12,3358784.8658,572596.0,886816.0,167054.0
8297,2012,(주)엔씨소프트,036570,2011/12,3295586.091,638973.0,244968.0,117676.0
8298,2012,(주)대한항공,003490,2011/12,3260314.8843,3350151.0,19619390.0,-199751.0
8300,2012,한화에어로스페이스(주),012450,2011/12,3171861.0,1244245.0,1568425.0,229961.0
8301,2012,(주)케이씨씨,002380,2011/12,3124440.0,2438882.0,2316789.0,327044.0
8302,2012,(주)엘에스,006260,2011/12,3036460.0,4860946.0,7171760.0,121205.0
8303,2012,디엘(주),000210,2011/12,3027600.0,7158838.0,6127245.0,379838.0
8305,2012,지에스건설(주),006360,2011/12,2922300.0,7782408.0,7140506.0,427412.0
8306,2012,에이치디현대인프라코어(주),042670,2011/12,2867186.578,4232530.0,9418474.0,310810.0
8308,2012,(주)두산,000150,2011/12,2690787.909,1763198.0,2807172.0,352411.0
8310,2012,(주)에스원,012750,2011/12,2656142.5422,608098.0,296645.0,134921.0
8311,2012,(주)효성,004800,2011/12,2584644.688,5116605.0,10662828.0,-93795.0
8312,2012,한화솔루션(주),009830,2011/12,2574202.42685,3671563.0,7055753.0,166696.0
8313,2012,(주)한화,000880,2011/12,2563588.737,4274814.0,9970896.0,93520.0
8315,2012,(주)현대미포조선,010620,2011/12,2540000.0,4133477.0,4415983.0,202354.0
8316,2012,한온시스템(주),018880,2011/12,2530212.0,1176780.0,764655.0,233642.0
8317,2012,한국항공우주산업(주),047810,2011/12,2519731.51595,1074325.0,909908.0,73230.0
8318,2012,(주)제일기획,030000,2011/12,2479138.39875,1585691.0,1092774.0,95731.0
8321,2012,에이치엘홀딩스(주),060980,2011/12,2340503.2405,1800247.0,2024586.0,225060.0
8322,2012,롯데지주(주),004990,2011/12,2316882.0,740884.0,1286275.0,100361.0
8323,2012,(주)지에스리테일,007070,2011/12,2306150.0,993504.0,1559427.0,93408.0
8324,2012,씨제이대한통운(주),000120,2011/12,2292640.572,812463.0,1330471.0,80994.0
8325,2012,(주)신세계,004170,2011/12,2151172.0485,506720.0,1965054.0,3522095.0
8326,2012,하이트진로(주),000080,2011/12,2112122.5056,1030883.0,2150023.0,70243.0
8327,2012,에스케이네트웍스(주),001740,2011/12,2097185.61715,5203188.0,7836369.0,141755.0
8328,2012,(주)영풍,000670,2011/12,2053874.6,463764.0,704280.0,231970.0
8329,2012,LS일렉트릭(주),010120,2011/12,2013000.0,920907.0,992876.0,69721.0
8331,2012,(주)유한양행,000100,2011/12,1929390.458,613727.0,197343.0,94217.0
8332,2012,롯데칠성음료(주),005300,2011/12,1874362.545,679629.0,1455229.0,77128.0
8333,2012,(주)엘엑스인터내셔널,001120,2011/12,1874046.0,3113824.0,3586129.0,261782.0
8335,2012,(주)호텔신라,008770,2011/12,1724954.91795,582438.0,783848.0,56118.0
8336,2012,(주)현대지에프홀딩스,005440,2011/12,1660976.194,497693.0,436293.0,86474.0
8337,2012,LG이노텍(주),011070,2011/12,1660053.0542,1735939.0,3085126.0,-145375.0
8338,2012,(주)농심,004370,2011/12,1651437.303,922780.0,751042.0,83878.0
8339,2012,금호타이어(주),073240,2011/12,1641348.774,1879816.0,4355034.0,-26854.0
8340,2012,에이치디씨(주),012630,2011/12,1632067.497,5002486.0,4253463.0,224728.0
8341,2012,롯데하이마트(주),071840,2011/12,1624210.5856,573008.0,1340317.0,140720.0
8342,2012,(주)케이티스카이라이프,053210,2011/12,1598270.9712,237341.0,245117.0,26649.0
8343,2012,코오롱인더스트리(주),120110,2011/12,1596056.8806,2238492.0,3005780.0,338573.0
8344,2012,롯데정밀화학(주),004000,2011/12,1573800.0,581985.0,311728.0,73427.0
8347,2012,에스케이씨(주),011790,2011/12,1524654.1523,828997.0,2030314.0,78040.0
8348,2012,넥센타이어(주),002350,2011/12,1518724.16,731406.0,1337198.0,87765.0
8349,2012,(주)한진해운,117930,2011/12,1493750.0,2144305.0,9171777.0,-823862.0
8351,2012,(주)현대홈쇼핑,057050,2011/12,1452000.0,890960.0,270580.0,151906.0
8352,2012,(주)녹십자,006280,2011/12,1403141.9765,508274.0,230073.0,57601.0
8355,2012,(주)영원무역,111770,2011/12,1346778.444,511218.0,267718.0,128516.0
8357,2012,(주)락앤락,115390,2011/12,1273250.0,438641.0,158711.0,50565.0
8358,2012,에스케이디스커버리(주),006120,2011/12,1244329.9059,1812683.0,2414093.0,190930.0
8359,2012,동아쏘시오홀딩스(주),000640,2011/12,1213715.0,551791.0,630848.0,74883.0
8360,2012,현대엘리베이터(주),017800,2011/12,1212773.969,572636.0,817244.0,-261282.0
8361,2012,아시아나항공(주),020560,2011/12,1207677.44935,1094986.0,4886144.0,-29922.0
8362,2012,에스비에스미디어홀딩스(주),101060,2011/12,1203107.234,369672.0,177991.0,68157.0
8363,2012,(주)케이피케미칼,064420,2011/12,1189887.1622,1457439.0,784096.0,303826.0
8365,2012,(주)빙그레,005180,2011/12,1103338.992,261837.0,96921.0,42029.0
8366,2012,티케이지휴켐스(주),069260,2011/12,1058755.4292,331911.0,255639.0,51538.0
8367,2012,태광산업(주),003240,2011/12,1052163.0,1322696.0,1263516.0,366281.0
8370,2012,팬오션(주),028670,2011/12,970622.436155,1701788.0,4587581.0,-21984.0
8371,2012,(주)엘지헬로비전,037560,2011/12,966217.38525,216954.0,656816.0,77023.0
8372,2012,동원산업(주),006040,2011/12,960193.6,680031.0,809997.0,65725.0
8373,2012,한미약품(주),128940,2011/12,950416.758,363473.0,409529.0,5426.0
8374,2012,(주)풍산,103140,2011/12,941615.7408,1424824.0,1683353.0,40727.0
8375,2012,(주)엘에프,093050,2011/12,915212.0,604209.0,347806.0,93678.0
8376,2012,대상(주),001680,2011/12,901583.265,734064.0,1018521.0,54256.0
8378,2012,롯데푸드(주),002270,2011/12,858043.186,323567.0,333662.0,48115.0
8379,2012,한국지역난방공사,071320,2011/12,856827.056,549322.0,3201466.0,-7725.0
8380,2012,동국홀딩스(주),001230,2011/12,846992.773,4839160.0,7005177.0,6509.0
8381,2012,(주)에이블씨엔씨,078520,2011/12,815781.9738,140046.0,74483.0,28271.0
8382,2012,(주)영원무역홀딩스,009970,2011/12,814044.8424,797136.0,403719.0,210947.0
8383,2012,(주)에스비에스,034120,2011/12,773909.4768,466038.0,312079.0,59828.0
8384,2012,에스케이가스(주),018670,2011/12,759322.52,1098041.0,1217480.0,107803.0
8385,2012,(주)오뚜기,007310,2011/12,751640.0,415353.0,395876.0,70652.0
8386,2012,(주)엘지생명과학,068870,2011/12,746793.3995,220915.0,252533.0,5694.0
8387,2012,(주)한섬,020000,2011/12,725353.5,399164.0,90094.0,87368.0
8388,2012,(주)녹십자홀딩스,005250,2011/12,721883.0235,3812593.0,3707456.0,57069.0
8389,2012,(주)엘엑스하우시스,108670,2011/12,710239.464,1126669.0,1220207.0,46311.0
8390,2012,(주)하나투어,039130,2011/12,708587.285,237893.0,164815.0,21454.0
8391,2012,(주)다우기술,023590,2011/12,706649.21775,1521875.0,3157244.0,121306.0
8392,2012,엘브이엠씨홀딩스(주),900140,2011/12,706560.0,99161.0,16430.0,22844.0
8393,2012,남양유업(주),003920,2011/12,678240.0,679032.0,193104.0,47976.0
8394,2012,씨제이씨지브이(주),079160,2011/12,662851.2747,201229.0,625655.0,14967.0
8395,2012,한세실업(주),105630,2011/12,662000.0,382341.0,325327.0,49640.0
8397,2012,케이지모빌리티(주),003620,2011/12,651402.34371,651243.0,887504.0,-112802.0
8399,2012,(주)휠라홀딩스,081660,2011/12,636032.896,324277.0,540816.0,677.0
8400,2012,(주)신도리코,029530,2011/12,635041.827,777563.0,142212.0,65579.0
8402,2012,(주)HJ중공업,097230,2011/12,603605.8125,2391530.0,5169832.0,-96920.0
8403,2012,에이치에스디엔진(주),082740,2011/12,597700.0,993825.0,1476134.0,224776.0
8404,2012,STX조선해양(주),067250,2011/12,593439.7687,6682467.0,11733228.0,168613.0
8405,2012,코스맥스비티아이(주),044820,2011/12,588564.5162,100758.0,138197.0,11478.0
8406,2012,한국앤컴퍼니(주),000240,2011/12,560634.228,3776632.0,4219681.0,355221.0
8407,2012,(주)포스코플랜텍,051310,2011/12,559717.2185,456768.0,616482.0,-56175.0
8408,2012,(주)세아제강지주,003030,2011/12,556200.0,1139975.0,977435.0,98805.0
8409,2012,(주)삼양홀딩스,000070,2011/12,547054.787,655713.0,586791.0,168088.0
8410,2012,(주)대웅제약,069620,2011/12,538340.6736,242715.0,136044.0,50728.0
8411,2012,(주)대교,019680,2011/12,537863.0975,334482.0,214709.0,50428.0
8412,2012,대원강업(주),000430,2011/12,535060.0,379864.0,548557.0,42430.0
8413,2012,(주)대덕,008060,2011/12,522120.41,203407.0,131902.0,46295.0
8415,2012,(주)STX,011810,2011/12,506244.018,1430457.0,3318233.0,222363.0
8417,2012,(주)삼천리,004690,2011/12,504850.6125,927342.0,1303704.0,30635.0
8420,2012,(주)종근당홀딩스,001630,2011/12,482850.0,370912.0,316202.0,56540.0
8421,2012,에스엘(주),005850,2011/03,479191.0235,563716.0,515384.0,96508.0
8422,2012,(주)이원,017940,2011/12,474712.0,1124266.0,2141052.0,72965.0
8424,2012,현대코퍼레이션(주),011760,2011/12,462226.9014,1557566.0,1692870.0,41906.0
8425,2012,고려제강(주),002240,2011/12,462000.0,617573.0,551481.0,107293.0
8427,2012,(주)한샘,009240,2011/12,436554.3644,215208.0,192302.0,39312.0
8428,2012,두산건설(주),011160,2011/12,436269.552785,3592796.0,3822017.0,-294202.0
8430,2012,쌍용씨앤이(주),003410,2011/12,423324.67212,608549.0,2015827.0,-36409.0
8431,2012,(주)모토닉,009680,2011/12,417450.0,361710.0,69436.0,27032.0
8433,2012,(주)후성,093370,2011/12,412668.531345,90655.0,180063.0,14662.0
8434,2012,(주)코리아써키트,007810,2011/12,404661.528,131365.0,171324.0,13917.0
8435,2012,서울도시가스(주),017390,2011/12,401000.0,596648.0,652119.0,55416.0
8437,2012,한솔홀딩스(주),004150,2011/12,397855.1664,609622.0,1822125.0,-8991.0
8438,2012,(주)태영건설,009410,2011/12,397280.0,1261700.0,1784234.0,61386.0
8439,2012,(주)넥센,005720,2011/12,396356.5243,141143.0,202459.0,39246.0
8440,2012,대한전선(주),001440,2011/12,393736.885325,1880308.0,3198388.0,-308576.0
8441,2012,SNT다이내믹스(주),003570,2011/12,386433.9241,542978.0,411764.0,56601.0
8443,2012,신라교역(주),004970,2011/12,381600.0,167361.0,91380.0,29462.0
8444,2012,하이트진로홀딩스(주),000140,2011/12,380590.946,1053368.0,3352475.0,41469.0
8446,2012,(주)디엔오토모티브,007340,2011/12,374886.916,384535.0,234442.0,53052.0
8447,2012,한미사이언스(주),008930,2011/12,373965.36435,16967.0,33911.0,-14686.0
8449,2012,한일홀딩스(주),003300,2011/12,366702.2118,484428.0,824763.0,17548.0
8450,2012,대덕GDS(주),004130,2011/12,363159.56945,255698.0,131559.0,15614.0
8451,2012,(주)현대퓨처넷,126560,2011/12,361785.2294,200986.0,158659.0,44654.0
8452,2012,(주)무학,033920,2011/12,361760.0,100200.0,95142.0,41410.0
8454,2012,(주)휴비스,079980,2011/12,357075.0,433478.0,544754.0,69964.0
8455,2012,한올바이오파마(주),009420,2011/12,356384.325,71628.0,54755.0,-14526.0
8456,2012,롯데에너지머티리얼즈(주),020150,2011/12,352800.0,130245.0,115139.0,13541.0
8458,2012,(주)화신,010690,2011/12,350950.1205,578710.0,524666.0,37942.0
8460,2012,대한유화(주),006650,2011/12,343200.0,481115.0,502992.0,30196.0
8462,2012,(주)더존비즈온,012510,2011/12,341236.05,57602.0,102757.0,4939.0
8463,2012,SNT모티브(주),064960,2011/12,337759.4017,455993.0,416186.0,40654.0
8464,2012,도레이케미칼(주),008000,2011/12,336137.92265,354049.0,465461.0,8661.0
8465,2012,디와이(주),013570,2011/12,335652.2648,316860.0,253719.0,42140.0
8466,2012,(주)이수화학,005950,2011/12,333824.3,608802.0,733868.0,19278.0
8467,2012,(주)세아홀딩스,058650,2011/12,330800.0,1663280.0,1692488.0,234301.0
8468,2012,(주)엘에스네트웍스,000680,2011/12,330293.24496,210100.0,549800.0,20746.0
8469,2012,자화전자(주),033240,2011/12,324324.0,154200.0,85017.0,17895.0
8472,2012,광동제약(주),009290,2011/12,316621.94004,171369.0,72165.0,29894.0
8473,2012,(주)알앤엘바이오,003190,2011/12,313131.39408,86861.0,159682.0,-32813.0
8475,2012,(주)티비에이치글로벌,084870,2011/12,305552.39835,277475.0,243277.0,18679.0
8476,2012,한국단자공업(주),025540,2011/12,303076.5,244177.0,117356.0,36658.0
8477,2012,(주)크라운해태홀딩스,005740,2011/12,298388.61,315486.0,890340.0,22782.0
8478,2012,일동홀딩스(주),000230,2011/12,298309.9735,237030.0,201480.0,27167.0
8480,2012,세방(주),004360,2011/12,295680.0,323689.0,325125.0,54818.0
8481,2012,(주)퍼시스,016800,2011/12,292100.0,173321.0,54956.0,34056.0
8482,2012,진흥기업(주),002780,2011/12,291033.517752,608092.0,673566.0,-212788.0
8483,2012,코오롱글로벌(주),003070,2011/12,288057.4436,2126806.0,2314664.0,13708.0
8485,2012,(주)서연,007860,2011/12,287735.7269,659776.0,777547.0,65847.0
8486,2012,아세아(주),002030,2011/12,286705.2045,466199.0,530636.0,20287.0
8487,2012,송원산업(주),004430,2011/12,285600.0,366745.0,595147.0,10033.0
8488,2012,(주)동원에프앤비,049770,2011/12,285575.176,505709.0,524299.0,37840.0
8489,2012,(주)농심홀딩스,072710,2011/12,282441.411,160237.0,289626.0,42644.0
8490,2012,(주)DB하이텍,000990,2011/12,280848.37656,279726.0,890982.0,-97947.0
8492,2012,(주)한국카본,017960,2011/12,272179.21336,172096.0,90978.0,6015.0
8493,2012,(주)한솔케미칼,014680,2011/12,269955.1605,100320.0,169571.0,18658.0
8494,2012,(주)지에스글로벌,001250,2011/12,268151.7916,678388.0,807889.0,-15462.0
8495,2012,STX엔진(주),077970,2011/12,266121.01024,1782966.0,2490347.0,74938.0
8496,2012,금호건설(주),002990,2011/12,265112.194135,2806837.0,3560035.0,-49518.0
8497,2012,(주)대웅,003090,2011/12,263964.5892,137926.0,140853.0,44471.0
8498,2012,(주)경동인베스트,012320,2011/12,263799.36,610412.0,593628.0,30328.0
8500,2012,아이에스동서(주),010780,2011/12,256611.98655,464528.0,577284.0,15866.0
8501,2012,(주)유니드,014830,2011/12,251549.6358,441859.0,487749.0,66263.0
8502,2012,사조산업(주),007160,2011/12,251500.0,366096.0,798478.0,56448.0
8504,2012,국도화학(주),007690,2011/12,248694.3648,353245.0,251937.0,24928.0
8506,2012,케이피엑스케미칼(주),025000,2011/12,239338.0,319749.0,137657.0,51639.0
8507,2012,(주)시알홀딩스,000480,2011/12,239200.0,340488.0,531800.0,37922.0
8508,2012,세종공업(주),033530,2011/12,237644.9955,412666.0,362799.0,42057.0
8509,2012,무림피앤피(주),009580,2011/12,237311.47282,284694.0,670521.0,13268.0
8510,2012,(주)한진,002320,2011/12,236499.456,285368.0,1025956.0,-29593.0
8511,2012,대한제분(주),001130,2011/12,234910.0,431894.0,286328.0,5207.0
8512,2012,(주)한독,002390,2011/12,232580.0,197902.0,129876.0,16574.0
8513,2012,대상홀딩스(주),084690,2011/12,231760.2432,160214.0,161868.0,27267.0
8514,2012,한국유리공업(주),002000,2011/12,231328.197,296659.0,169987.0,31920.0
8518,2012,(주)SIMPAC,009160,2011/12,221627.1285,152885.0,141938.0,24977.0
8519,2012,한세예스24홀딩스(주),016450,2011/12,221603.26662,441702.0,409974.0,53426.0
8520,2012,(주)나이스홀딩스,034310,2011/12,219970.5852,98794.0,105277.0,33822.0
8521,2012,에이치엘디앤아이한라(주),014790,2011/12,218985.23786,1736945.0,2110383.0,21464.0
8522,2012,(주)한진중공업홀딩스,003480,2011/12,217930.01256,415798.0,679460.0,-9562.0
8523,2012,(주)에스피씨삼립,005610,2011/12,214862.3241,141327.0,203049.0,6159.0
8524,2012,(주)서흥,008490,2011/12,214607.04615,95450.0,225366.0,19608.0
8525,2012,신풍제약(주),019170,2011/12,214415.1793,201767.0,198639.0,24863.0
8526,2012,파미셀(주),005690,2011/12,213530.4006,15029.0,18333.0,-18186.0
8527,2012,(주)코오롱,002020,2011/12,212879.91525,2255124.0,2813981.0,88775.0
8528,2012,(주)삼양사,145990,2011/12,212242.2714,495648.0,521590.0,-1394.0
8531,2012,에스케이렌터카(주),068400,2011/12,207067.905,58315.0,497591.0,14168.0
8533,2012,KG스틸(주),016380,2011/12,200064.9404,1428799.0,3820993.0,-216896.0
8534,2012,대한제강(주),084010,2011/12,196927.40466,386570.0,465558.0,8951.0
8535,2012,대한제당(주),001790,2011/12,194851.284,824682.0,1182588.0,18992.0
8536,2012,미원홀딩스(주),107590,2011/12,194130.85,79359.0,28572.0,15996.0
8537,2012,(주)이수페타시스,007660,2011/12,191279.02473,212062.0,167741.0,8377.0
8538,2012,(주)동양,001520,2011/12,190566.453006,969304.0,3279787.0,-93849.0
8539,2012,(주)웅진씽크빅,095720,2011/12,189510.888,252884.0,342232.0,28439.0
8540,2012,(주)에스지세계물산,004060,2011/12,188862.48768,139431.0,95819.0,1999.0
8541,2012,사조동아원(주),008040,2011/12,188694.63046,257587.0,482010.0,-24008.0
8543,2012,(주)경방,000050,2011/12,186368.0,138673.0,722620.0,-1131.0
8544,2012,중국원양자원유한공사,900050,2011/12,185454.74077,66140.0,105013.0,66738.0
8546,2012,일신방직(주),003200,2011/12,185040.0,290491.0,150122.0,27766.0
8547,2012,기신정기(주),092440,2011/03,183960.0,115746.0,11504.0,14370.0
8548,2012,(주)풍산홀딩스,005810,2011/12,183734.66615,143202.0,104023.0,47375.0
8549,2012,삼양식품(주),003230,2011/12,183428.91525,128028.0,164273.0,9580.0
8550,2012,(주)풀무원,017810,2011/12,182836.56,398321.0,637631.0,17740.0
8551,2012,(주)비상교육,100220,2011/12,181581.4,96851.0,55455.0,13114.0
8553,2012,한솔로지스틱스(주),009180,2011/12,178259.63868,99306.0,84064.0,6215.0
8556,2012,삼영전자공업(주),005680,2011/12,173200.0,240620.0,41985.0,20070.0
8557,2012,(주)세원정공,021820,2011/06,172500.0,164978.0,100196.0,47564.0
8558,2012,(주)예스코홀딩스,015360,2011/12,171900.0,633131.0,690516.0,21964.0
8559,2012,한미반도체(주),042700,2011/12,171671.67675,102961.0,34584.0,16514.0
8560,2012,(주)휴스틸,005010,2011/12,171581.7016,235064.0,154830.0,35441.0
8561,2012,케이피엑스홀딩스(주),092230,2011/12,169197.0723,548636.0,284281.0,62735.0
8562,2012,한전산업개발(주),130660,2011/12,169194.0,82950.0,75027.0,11689.0
8564,2012,(주)삼양제넥스,003940,2011/12,168405.7188,455768.0,258935.0,26644.0
8565,2012,일진전기(주),103590,2011/12,168159.56865,284632.0,434931.0,-13642.0
8566,2012,한솔테크닉스(주),004710,2011/12,167743.1485,127684.0,299654.0,-20691.0
8567,2012,(주)세아특수강,019440,2011/12,166686.5,301702.0,267208.0,29176.0
8568,2012,에이케이홀딩스(주),006840,2011/12,165587.9574,368465.0,446214.0,44151.0
8571,2012,코오롱플라스틱(주),138490,2011/12,161530.0,79729.0,108794.0,11546.0
8572,2012,제이더블유중외제약(주),001060,2011/12,161082.6944,402830.0,496841.0,-9804.0
8574,2012,(주)동성케미컬,102260,2011/12,157700.6615,222438.0,336558.0,2103.0
8576,2012,삼영무역(주),002810,2011/12,155609.58735,120178.0,52647.0,15455.0
8580,2012,에이치디씨현대이피(주),089470,2011/12,152641.5,302527.0,271660.0,13896.0
8581,2012,현대비앤지스틸(주),004560,2011/12,152295.9911,331823.0,365654.0,15950.0
8583,2012,(주)팜스코,036580,2011/12,149902.0178,310712.0,295499.0,20151.0
8584,2012,(주)경동나비엔,009450,2011/12,149052.267,129513.0,95096.0,9467.0
8585,2012,금호전기(주),001210,2011/12,148349.29395,233045.0,279226.0,308.0
8587,2012,동양철관(주),008970,2011/12,146613.2832,97035.0,94404.0,2605.0
8588,2012,(주)SNT홀딩스,036530,2011/12,145204.90579,1041841.0,813821.0,87197.0
8589,2012,동원시스템즈(주),014820,2011/12,143509.7398,322014.0,360348.0,-26743.0
8591,2012,한국콜마홀딩스(주),024720,2011/03,142123.3014,119063.0,103316.0,11665.0
8592,2012,스틱인베스트먼트(주),026890,2011/12,140455.44975,99839.0,52672.0,9175.0
8593,2012,KISCO홀딩스(주),001940,2011/12,139681.4328,311021.0,96999.0,-26317.0
8594,2012,세원이앤씨(주),091090,2011/12,139455.44305,177179.0,265934.0,-24325.0
8595,2012,한국유나이티드제약(주),033270,2011/12,136886.72816,87950.0,57043.0,20197.0
8598,2012,(주)벽산,007210,2011/12,134720.4,185769.0,177082.0,16145.0
8599,2012,(주)대동,000490,2011/12,134301.6686,269000.0,333396.0,6289.0
8600,2012,롯데관광개발(주),032350,2011/12,133650.0,24754.0,134786.0,-10437.0
8601,2012,조광피혁(주),004700,2011/12,131652.9324,112874.0,42888.0,9498.0
8602,2012,대성홀딩스(주),016710,2011/12,130163.72331,350699.0,482945.0,39054.0
8603,2012,(주)대유플러스,000300,2011/12,129835.7243,144700.0,514577.0,-4626.0
8604,2012,(주)대유에이텍,002880,2011/12,129177.0279,111492.0,287609.0,7730.0
8605,2012,샘표(주),007540,2011/12,128876.0,107226.0,72116.0,3596.0
8606,2012,대원제약(주),003220,2011/12,128662.3036,68402.0,36471.0,9257.0
8608,2012,강남제비스코(주),000860,2011/12,127725.0,155025.0,78590.0,24747.0
8609,2012,(주)동아지질,028100,2011/12,127650.0,143420.0,76399.0,6845.0
8610,2012,신성통상(주),005390,2011/06,127469.34193,298085.0,318783.0,13122.0
8612,2012,백광산업(주),001340,2011/12,127123.4083,111564.0,217816.0,8113.0
8613,2012,중국고섬공고유한공사,950070,2011/12,124950.0,83603.0,60737.0,-37130.0
8615,2012,미원상사(주),002840,2011/12,123997.159,62447.0,64635.0,13492.0
8616,2012,(주)케이씨,029460,2011/12,123555.5208,139207.0,52426.0,13832.0
8617,2012,유니퀘스트(주),077500,2011/12,122964.48224,98068.0,56651.0,13352.0
8618,2012,디씨엠(주),024090,2011/12,122265.0,117149.0,29427.0,16556.0
8619,2012,케이지케미칼(주),001390,2011/12,121980.0,448147.0,574165.0,12316.0
8620,2012,(주)에스제이엠,123700,2011/12,121874.25338,103628.0,42884.0,20985.0
8622,2012,경남에너지(주),008020,2011/12,120380.9304,198947.0,263271.0,25963.0
8624,2012,유니온스틸(주),003640,2011/12,119016.0,1019923.0,1716559.0,-6855.0
8625,2012,(주)노루홀딩스,000320,2011/12,118787.499,255745.0,424350.0,16898.0
8626,2012,(주)대창,012800,2011/12,118026.946205,303944.0,304023.0,-7111.0
8629,2012,인터지스(주),129260,2011/12,117483.9099,121737.0,126086.0,14422.0
8630,2012,(주)삼영,003720,2011/12,116790.0,105206.0,82953.0,18735.0
8631,2012,STX중공업(주),071970,2011/12,116629.0,671913.0,772301.0,7350.0
8633,2012,(주)웅진,016880,2011/12,115723.23456,1304010.0,2704083.0,-161341.0
