티커,시가총액,year,weight
005930,26920709676000,2000,0.19686129206459368
017670,24695289590000,2000,0.18058760987756622
030200,21385676641500,2000,0.15638562229563158
015760,14914350410800,2000,0.10906318323367635
005490,7776338375000,2000,0.05686551500530297
023130,4644007901500,2000,0.03395992924594075
033780,3504701309950,2000,0.025628597331975887
004945,3416400000000,2000,0.024982882186388534
000660,3104429470680,2000,0.022701555942498234
027460,3059204639700,2000,0.022370843313920585
000270,2971839177550,2000,0.02173197168060691
005380,2863608775000,2000,0.020940522378449067
009150,2677769001600,2000,0.01958154416617962
015580,2638884163800,2000,0.019297193586155552
015585,2582775000000,2000,0.01888688781727832
006400,2266236352450,2000,0.01657215659752056
002610,1954487682000,2000,0.014292452726306528
016360,1890871451650,2000,0.013827250528678555
005935,1882802047600,2000,0.013768241931706445
003600,1599252523200,2000,0.011694748089623638
005930,40102012750000,2001,0.2481444739441289
017670,23268846870000,2001,0.14398368984216733
030200,15235343359200,2001,0.09427372852318644
060000,14685175638000,2001,0.09086938369368124
015760,13730163790200,2001,0.08495993186491382
005490,10622406547500,2001,0.065729655545782
005380,5707260687100,2001,0.035315564076330234
055550,4648272652800,2001,0.028762725187102645
033780,3781639560600,2001,0.023400146153796077
002610,3521180189000,2001,0.021788467604082873
000270,3270937476750,2001,0.02024000801486616
009150,3073645590400,2001,0.019019199182726793
016360,2966578066900,2001,0.018356683451632768
005935,2652170397000,2001,0.01641118195429621
000810,2604253942500,2001,0.01611468303616721
006400,2570102229800,2001,0.015903358012780883
010950,2533112820000,2001,0.015674473799573284
000010,2526170587800,2001,0.015631516440599652
000660,2062962639840,2001,0.012765263983651
007360,2045283052800,2001,0.012655865688534497
005930,54672849964000,2002,0.286802294668999
017670,21708675145000,2002,0.11387915299658814
030200,16875640181400,2002,0.08852606606790794
060000,15657939274500,2002,0.0821382627148835
015760,12161916644000,2002,0.06379886183670781
005490,11847024247500,2002,0.06214700242294966
005380,7065610639500,2002,0.037064710290036516
066570,6729021876600,2002,0.03529903629237435
005935,4205243152000,2002,0.022059822863246526
055550,4093052166000,2002,0.02147129250042175
000270,3919142823000,2002,0.020559000591922
009150,3891541561600,2002,0.020414210168329824
053000,3800680898850,2002,0.01993757420387937
006400,3700329937200,2002,0.01941115412348459
002860,3682110585950,2002,0.01931557923120586
000810,3571548264000,2002,0.018735592498118556
000010,3456712803610,2002,0.01813318977773889
033780,3320397695100,2002,0.017418109332061293
032710,3145000000000,2002,0.016498009840861236
051910,3124615604000,2002,0.016391077578283172
005930,66677118378000,2003,0.3103391196740676
017670,16784449044000,2003,0.07812081966409429
060000,14733405280800,2003,0.06857452955185553
005490,14145618645000,2003,0.06583876064720322
015760,13922194053000,2003,0.06479886280996111
030200,12704283240000,2003,0.059130270964026496
005380,10734454747800,2003,0.049961985725413875
066570,8097163254000,2003,0.03768708932287458
006400,6322171752000,2003,0.02942564501394682
005935,5890991890500,2003,0.027418779961973495
001740,5451763526550,2003,0.02537445430543614
055550,5355110051200,2003,0.024924594515702708
012330,5131488213500,2003,0.02388377862653535
053000,5064047062300,2003,0.023569883425267633
002860,4442224567500,2003,0.020675699478448533
004170,4205521500000,2003,0.019573998874417346
003600,4024087457400,2003,0.0187295400491246
033780,3872202184900,2003,0.018022611751895453
000270,3849115868500,2003,0.0179151597911272
010950,3445033435200,2003,0.016034415846628042
005930,64001561926500,2004,0.264829462166663
015760,17460398614250,2004,0.0722486738610794
005490,16739872320000,2004,0.06926723738922733
017670,16167373711500,2004,0.06689831866261353
060000,13152423435600,2004,0.05442287843909565
030200,12362463960000,2004,0.05115413722779741
034220,11841491480000,2004,0.048998426374357966
005380,11587300006000,2004,0.04794661780405964
032710,8791004674000,2004,0.03637594098709141
066570,8641627679700,2004,0.035757839992837985
003600,7747800731000,2004,0.032059309785620035
010950,7317881480000,2004,0.030280364388190876
055550,7000750108500,2004,0.028968119373811836
005935,6576026976000,2004,0.027210674783961237
053000,6460815400900,2004,0.026733945489383293
033780,5491350156100,2004,0.022722434650561854
012330,5327847530600,2004,0.02204588378101075
004940,5030273242800,2004,0.020814563228502926
004170,5009870250000,2004,0.020730138513743314
002860,4962718958400,2004,0.020535033100390565
005930,93387779658000,2005,0.265139126090535
060000,25463899081200,2005,0.07229506873353087
015760,24412520631300,2005,0.06931007900127924
005380,20920106041000,2005,0.0593946943994712
005490,18134861680000,2005,0.051487051038331816
053000,16241209101000,2005,0.04611074386244815
034220,14974587045000,2005,0.04251465167303429
017670,14974361402000,2005,0.04251401104544846
000660,14731720843000,2005,0.041825125347523334
055550,14043019764300,2005,0.03986982024429847
066570,12729361175700,2005,0.03614018568784724
030200,11935189860000,2005,0.03388543791054713
005935,10994295100500,2005,0.031214124648891447
086790,9314084680800,2005,0.026443805406278352
000270,9114799443750,2005,0.025878010676093268
004940,8802978174900,2005,0.024992712631508606
004170,8383492250000,2005,0.02380174169352745
010950,8128477582400,2005,0.023077724414657063
012330,7867768424000,2005,0.022337539792267304
033780,7667285858400,2005,0.021768345702481286
005930,90736391592000,2006,0.24603172237412513
005490,27463853025000,2006,0.0744682364398357
015760,27042079060800,2006,0.07332459635184
060000,25228433700000,2006,0.06840689702454156
017670,18918134663000,2006,0.05129652142408869
055550,18467872517600,2006,0.050075635633845324
053000,17812939014000,2006,0.04829978346357415
000660,16708400399600,2006,0.04530482705235269
005380,15033438467500,2006,0.04076316783673552
030200,13771649450000,2006,0.037341826963448566
005935,11188379230000,2006,0.030337289859502042
004170,10844787500000,2006,0.029405640896586278
023530,10804135128000,2006,0.02929541199144393
