Date,Adj Close,event,귀속년도,rtn
1997-06-24,753.7000122070312,else,1997,0.08631889311458973
1997-06-25,744.989990234375,else,1997,-1.1556351109974106
1997-06-26,744.3400268554688,else,1997,-0.08724457877639091
1997-06-27,738.4299926757812,else,1997,-0.7939965562049567
1997-06-30,745.4000244140625,else,1997,0.9438987862647075
1997-07-01,758.030029296875,else,1997,1.6943928721682822
1997-07-02,777.2899780273438,else,1997,2.5407896766746374
1997-07-03,775.260009765625,else,1997,-0.2611597111891961
1997-07-04,781.7000122070312,else,1997,0.8306893636050194
1997-07-07,773.510009765625,else,1997,-1.0477168112461466
1997-07-08,767.739990234375,else,1997,-0.745952794198268
1997-07-09,771.989990234375,else,1997,0.5535728311745869
1997-07-10,767.77001953125,else,1997,-0.5466354171048016
1997-07-11,768.2999877929688,else,1997,0.06902695445731855
1997-07-14,764.4500122070312,else,1997,-0.5011031689583945
1997-07-15,755.0499877929688,else,1997,-1.229645400478685
1997-07-16,739.719970703125,else,1997,-2.0303314135073136
1997-07-18,747.3699951171875,else,1997,1.0341784346840077
1997-07-21,740.9299926757812,else,1997,-0.8616886526728207
1997-07-22,725.97998046875,else,1997,-2.0177361363171498
1997-07-23,730.5800170898438,else,1997,0.6336313321096743
1997-07-24,739.0399780273438,else,1997,1.157978693586359
1997-07-25,733.6400146484375,else,1997,-0.730672702350954
1997-07-28,733.9199829101562,else,1997,0.03816153101365849
1997-07-29,732.6799926757812,else,1997,-0.16895441781789033
1997-07-30,726.8900146484375,else,1997,-0.7902465039612339
1997-07-31,726.1199951171875,else,1997,-0.10593343088121099
1997-08-01,731.4500122070312,else,1997,0.7340408094647755
1997-08-04,734.1900024414062,else,1997,0.3745970590809833
1997-08-05,740.8599853515625,else,1997,0.9084818491094326
1997-08-06,745.6500244140625,else,1997,0.6465511914814703
1997-08-07,745.3499755859375,else,1997,-0.04023990052984816
1997-08-08,752.010009765625,else,1997,0.893544562666948
1997-08-11,765.0700073242188,else,1997,1.7366786863201478
1997-08-12,762.02001953125,else,1997,-0.3986547327395451
1997-08-13,762.72998046875,else,1997,0.09316827895633484
1997-08-14,755.780029296875,else,1997,-0.9111941774733623
1997-08-18,747.2899780273438,else,1997,-1.1233495118189052
1997-08-19,741.2899780273438,else,1997,-0.8029011730946056
1997-08-20,746.22998046875,else,1997,0.666406209153414
1997-08-21,739.469970703125,else,1997,-0.905888257314269
1997-08-22,736.6199951171875,else,1997,-0.3854078865741628
1997-08-25,741.760009765625,else,1997,0.6977837531575215
1997-08-26,734.030029296875,else,1997,-1.0421134015019873
1997-08-27,730.280029296875,else,1997,-0.5108782815864021
1997-08-28,716.8599853515625,else,1997,-1.8376572557014192
1997-08-29,704.27001953125,else,1997,-1.756265669388446
1997-09-01,682.2000122070312,else,1997,-3.1337422738665133
1997-09-02,688.780029296875,else,1997,0.9645290196574896
1997-09-03,688.6300048828125,else,1997,-0.02178117943048008
1997-09-04,687.989990234375,else,1997,-0.09294027909028113
1997-09-05,700.9199829101562,else,1997,1.8793867438938294
1997-09-08,697.97998046875,else,1997,-0.4194490830750186
1997-09-09,688.969970703125,else,1997,-1.290869368427161
1997-09-10,691.6199951171875,else,1997,0.38463569193851743
1997-09-11,695.3699951171875,else,1997,0.5422052610501327
1997-09-12,699.3300170898438,else,1997,0.5694841595788036
1997-09-18,701.3900146484375,else,1997,0.29456730131021125
1997-09-19,689.1599731445312,else,1997,-1.743686287013424
1997-09-22,668.4500122070312,else,1997,-3.0051021162769587
1997-09-23,654.3699951171875,else,1997,-2.106367990533131
1997-09-24,655.75,else,1997,0.21089061129175857
1997-09-25,647.0,else,1997,-1.3343499809378545
1997-09-26,638.260009765625,else,1997,-1.3508485679095794
1997-09-29,625.0700073242188,else,1997,-2.066556299876865
1997-09-30,647.1099853515625,else,1997,3.526001530883205
1997-10-01,644.9199829101562,else,1997,-0.3384281638331488
1997-10-02,636.6500244140625,else,1997,-1.2823231897352794
1997-10-06,644.2100219726562,else,1997,1.1874652114482354
1997-10-07,630.030029296875,else,1997,-2.201144377164488
1997-10-08,610.4400024414062,else,1997,-3.1093798619935
1997-10-09,609.3599853515625,else,1997,-0.17692436365970288
1997-10-10,609.8400268554688,else,1997,0.07877798271072045
1997-10-13,613.0,else,1997,0.5181642734775949
1997-10-14,620.6799926757812,else,1997,1.2528536175825833
1997-10-15,604.739990234375,else,1997,-2.568151483776393
1997-10-16,579.25,else,1997,-4.215033013526359
1997-10-17,585.489990234375,else,1997,1.0772533853042665
1997-10-20,565.6400146484375,else,1997,-3.3903185224381738
1997-10-21,566.8499755859375,else,1997,0.21391006756337205
1997-10-22,601.3200073242188,else,1997,6.080979663560981
1997-10-23,604.0599975585938,else,1997,0.4556625758333821
1997-10-24,570.9099731445312,else,1997,-5.4878695076720385
1997-10-27,530.469970703125,else,1997,-7.083428971938533
1997-10-28,495.2799987792969,else,1997,-6.633734964711513
1997-10-29,506.6400146484375,else,1997,2.2936552853213055
1997-10-30,485.0799865722656,else,1997,-4.255492549504325
1997-10-31,470.7900085449219,else,1997,-2.9459013818156965
1997-11-03,511.6600036621094,else,1997,8.681151760952833
1997-11-04,542.1300048828125,else,1997,5.955126647113285
1997-11-05,555.739990234375,else,1997,2.5104652443106223
1997-11-06,553.8699951171875,else,1997,-0.33648741318739184
1997-11-07,515.6300048828125,else,1997,-6.904145480255563
1997-11-10,525.3200073242188,else,1997,1.879254959883192
1997-11-11,522.1099853515625,else,1997,-0.6110602923743325
1997-11-12,517.489990234375,else,1997,-0.8848700938130172
1997-11-13,519.469970703125,else,1997,0.3826123221926103
1997-11-14,520.010009765625,else,1997,0.10395963057672208
1997-11-17,496.9800109863281,else,1997,-4.428760667448839
1997-11-18,494.6600036621094,else,1997,-0.4668210537511097
1997-11-19,502.5899963378906,else,1997,1.6031198433415383
1997-11-20,488.4100036621094,else,1997,-2.8213837877998804
1997-11-21,506.07000732421875,else,1997,3.6158153047018304
1997-11-24,450.6400146484375,else,1997,-10.953028607417448
1997-11-25,439.5899963378906,else,1997,-2.452072153239082
1997-11-26,438.70001220703125,else,1997,-0.20245777617179384
1997-11-27,433.1000061035156,else,1997,-1.2765001020498934
1997-11-28,411.9100036621094,else,1997,-4.892634990252487
1997-12-01,393.1600036621094,else,1997,-4.551965194654672
1997-12-02,376.8699951171875,else,1997,-4.143353442157838
1997-12-03,379.30999755859375,else,1997,0.647438764831243
1997-12-04,405.80999755859375,else,1997,6.986370032576428
1997-12-05,434.1199951171875,else,1997,6.976170554917438
1997-12-08,414.8299865722656,else,1997,-4.443473869411307
1997-12-09,388.0,before,1997,-6.467706636629966
1997-12-10,399.8500061035156,before,1997,3.0541252844112465
1997-12-11,377.3699951171875,before,1997,-5.622110952402581
1997-12-12,350.67999267578125,before,1997,-7.072635023120477
1997-12-15,385.79998779296875,before,1997,10.014827150306637
1997-12-16,404.260009765625,before,1997,4.784868469866943
1997-12-17,418.489990234375,before,1997,3.5200069571561077
1997-12-19,397.0199890136719,santa,1997,-5.130350001604311
1997-12-22,396.05999755859375,santa,1997,-0.24179927500956877
1997-12-23,366.3599853515625,santa,1997,-7.498866936855286
1997-12-24,351.45001220703125,santa,1997,-4.0697602742350565
1997-12-26,375.1499938964844,santa,1997,6.743485806309213
1998-01-05,396.489990234375,santa,1997,5.688390426518031
1998-01-06,406.3399963378906,santa,1997,2.484301330707761
1998-01-07,409.4200134277344,after,1997,0.7579901357489316
1998-01-08,423.9599914550781,after,1997,3.551359862849046
1998-01-09,414.0,after,1997,-2.3492762656434407
1998-01-12,456.20001220703125,after,1997,10.193239663534115
1998-01-13,463.739990234375,after,1997,1.6527790060474556
1998-01-14,475.1300048828125,after,1997,2.456120862615485
1998-01-15,505.9800109863281,after,1997,6.492961039394807
1998-01-16,488.1000061035156,else,1998,-3.533737399617476
1998-01-19,528.77001953125,else,1998,8.33231159991199
1998-01-20,533.5499877929688,else,1998,0.9039786835789432
1998-01-21,506.6600036621094,else,1998,-5.039824711099683
1998-01-22,483.989990234375,else,1998,-4.474403596865118
1998-01-23,486.8599853515625,else,1998,0.5929864615170422
1998-01-26,518.6400146484375,else,1998,6.527550066355636
1998-01-30,558.3300170898438,else,1998,7.65270733464527
1998-02-02,543.6799926757812,else,1998,-2.6239005544466565
1998-02-03,550.2100219726562,else,1998,1.2010795660764906
1998-02-04,547.280029296875,else,1998,-0.5325225929684874
1998-02-05,528.0499877929688,else,1998,-3.5137480767592266
1998-02-06,540.4500122070312,else,1998,2.348267152867378
1998-02-09,554.239990234375,else,1998,2.551573265958451
1998-02-10,541.77001953125,else,1998,-2.2499225827879665
1998-02-11,520.1400146484375,else,1998,-3.9924698863047503
1998-02-12,512.489990234375,else,1998,-1.4707625252083578
1998-02-13,506.20001220703125,else,1998,-1.2273367572442129
1998-02-16,476.9800109863281,else,1998,-5.772422069549932
1998-02-17,471.7300109863281,else,1998,-1.1006750553642086
1998-02-18,487.7300109863281,else,1998,3.3917706373071344
1998-02-19,513.4500122070312,else,1998,5.273409599850121
1998-02-20,522.1300048828125,else,1998,1.6905234140458747
1998-02-23,543.0599975585938,else,1998,4.008578798393092
1998-02-24,540.8900146484375,else,1998,-0.39958437740060804
1998-02-25,516.3800048828125,else,1998,-4.531422119440642
1998-02-26,524.97998046875,else,1998,1.6654354360388535
1998-02-27,548.4199829101562,else,1998,4.464932628569351
1998-03-02,574.3499755859375,else,1998,4.7281268888462735
1998-03-03,570.8900146484375,else,1998,-0.6024133515406205
1998-03-04,572.760009765625,else,1998,0.3275578603943563
1998-03-05,535.6799926757812,else,1998,-6.473918649630761
1998-03-06,522.5499877929688,else,1998,-2.451091148136164
1998-03-09,507.7099914550781,else,1998,-2.839918990443102
1998-03-10,525.5599975585938,else,1998,3.5157878324115988
1998-03-11,531.0499877929688,else,1998,1.0445981923810521
1998-03-12,535.8400268554688,else,1998,0.9019940067049648
1998-03-13,536.1599731445312,else,1998,0.05970929251777335
1998-03-16,528.8800048828125,else,1998,-1.3577977891602755
1998-03-17,515.510009765625,else,1998,-2.5279827170153646
1998-03-18,518.0800170898438,else,1998,0.4985368422598002
1998-03-19,521.72998046875,else,1998,0.704517305919028
1998-03-20,525.9500122070312,else,1998,0.8088536017212933
1998-03-23,511.8999938964844,else,1998,-2.671360012254609
1998-03-24,508.42999267578125,else,1998,-0.6778670174012236
1998-03-25,510.1400146484375,else,1998,0.3363338113978376
1998-03-26,501.1300048828125,else,1998,-1.7661836960259358
1998-03-27,503.0799865722656,else,1998,0.3891169298292363
1998-03-30,482.3299865722656,else,1998,-4.124592620227263
1998-03-31,481.0400085449219,else,1998,-0.267447196578241
1998-04-01,468.2200012207031,else,1998,-2.6650605139887373
1998-04-02,453.6600036621094,else,1998,-3.109648780623253
1998-04-03,434.45001220703125,else,1998,-4.234446788345469
1998-04-06,435.9200134277344,else,1998,0.3383591159856092
1998-04-07,459.5799865722656,else,1998,5.427595066922408
1998-04-08,455.5299987792969,else,1998,-0.8812367621086392
1998-04-09,468.1099853515625,else,1998,2.7616153943706756
1998-04-10,468.2900085449219,else,1998,0.038457456365548204
1998-04-13,494.8900146484375,else,1998,5.680242076094588
1998-04-14,467.6300048828125,else,1998,-5.508296582825601
1998-04-15,467.8699951171875,else,1998,0.051320538004206995
1998-04-16,454.1499938964844,else,1998,-2.932438789383507
1998-04-17,450.2300109863281,else,1998,-0.8631471898796761
1998-04-20,435.7300109863281,else,1998,-3.220576071380621
1998-04-21,439.2099914550781,else,1998,0.7986552179118034
1998-04-22,431.80999755859375,else,1998,-1.6848418843953494
1998-04-23,416.5400085449219,else,1998,-3.536275005212175
1998-04-24,414.55999755859375,else,1998,-0.47534713249870464
1998-04-27,406.25,else,1998,-2.0045343514889513
1998-04-28,402.3900146484375,else,1998,-0.9501502403846174
1998-04-29,417.04998779296875,else,1998,3.643224884031837
1998-04-30,421.2200012207031,else,1998,0.9998833592591794
1998-05-04,391.79998779296875,else,1998,-6.984476839294107
1998-05-06,376.2300109863281,else,1998,-3.9739605134617717
1998-05-07,379.4700012207031,else,1998,0.861172724068715
1998-05-08,373.0400085449219,else,1998,-1.694466665374561
1998-05-11,361.5799865722656,else,1998,-3.0720624357041926
1998-05-12,351.8599853515625,else,1998,-2.6882022185042764
1998-05-13,356.5799865722656,else,1998,1.3414430219983897
1998-05-14,362.94000244140625,else,1998,1.7836154884288913
1998-05-15,352.8299865722656,else,1998,-2.7855887477635677
1998-05-18,359.0,else,1998,1.7487213849582073
1998-05-19,362.5299987792969,else,1998,0.9832865680492686
1998-05-20,369.1700134277344,else,1998,1.8315766062934502
1998-05-21,362.29998779296875,else,1998,-1.8609381544772874
1998-05-22,353.6700134277344,else,1998,-2.381996868894698
1998-05-25,331.8999938964844,else,1998,-6.1554609394947395
1998-05-26,311.989990234375,else,1998,-5.998796031409103
1998-05-27,313.4800109863281,else,1998,0.47758607602563785
1998-05-28,323.0899963378906,else,1998,3.0655815410130405
1998-05-29,336.6300048828125,else,1998,4.1907854462821525
1998-06-01,336.70001220703125,else,1998,0.02079651938426963
1998-06-02,324.1000061035156,else,1998,-3.7422054192763454
1998-06-03,332.4599914550781,else,1998,2.579446218489845
1998-06-05,341.5299987792969,else,1998,2.728150020254172
1998-06-08,345.8800048828125,else,1998,1.2736819954509038
1998-06-09,339.2200012207031,else,1998,-1.9255243344771689
1998-06-10,324.5400085449219,else,1998,-4.32757285034916
1998-06-11,328.70001220703125,else,1998,1.2818153548343147
1998-06-12,302.0899963378906,else,1998,-8.095532364136437
1998-06-15,288.2099914550781,else,1998,-4.5946588934006165
1998-06-16,280.0,else,1998,-2.8486144472745556
1998-06-17,303.80999755859375,else,1998,8.503570556640616
1998-06-18,325.489990234375,else,1998,7.1360366182814605
1998-06-19,313.260009765625,else,1998,-3.757406014219844
1998-06-22,311.2699890136719,else,1998,-0.63526166440524
1998-06-23,303.30999755859375,else,1998,-2.557262741680022
1998-06-24,301.7200012207031,else,1998,-0.5242149453327793
1998-06-25,300.57000732421875,else,1998,-0.3811460598673322
1998-06-26,298.5400085449219,else,1998,-0.6753830155472373
1998-06-29,298.6000061035156,else,1998,0.02009699098159956
1998-06-30,297.8800048828125,else,1998,-0.24112565505224337
1998-07-01,315.55999755859375,else,1998,5.935273393975082
1998-07-02,311.7699890136719,else,1998,-1.2010421391317583
1998-07-03,308.5299987792969,else,1998,-1.0392245400608235
1998-07-06,309.6099853515625,else,1998,0.35004264627056525
1998-07-07,317.5,else,1998,2.5483721526224024
1998-07-08,318.7900085449219,else,1998,0.4063019039123983
1998-07-09,319.0199890136719,else,1998,0.07214168028657486
1998-07-10,309.2799987792969,else,1998,-3.05309716312403
1998-07-13,301.3699951171875,else,1998,-2.557554220554037
1998-07-14,306.7300109863281,else,1998,1.7785499405992278
1998-07-15,313.4200134277344,else,1998,2.1810720183178978
1998-07-16,330.3500061035156,else,1998,5.401694834552995
1998-07-20,365.17999267578125,else,1998,10.54335884024522
1998-07-21,364.760009765625,else,1998,-0.11500709748059057
1998-07-22,362.07000732421875,else,1998,-0.7374718635232758
1998-07-23,341.4599914550781,else,1998,-5.692273718404184
1998-07-24,343.7900085449219,else,1998,0.6823689885057327
1998-07-27,329.79998779296875,else,1998,-4.069350593161614
1998-07-28,335.3299865722656,else,1998,1.676773494233208
1998-07-29,344.4100036621094,else,1998,2.7077856002856837
1998-07-30,344.9100036621094,else,1998,0.14517580635970972
1998-07-31,343.3299865722656,else,1998,-0.4580954663731984
1998-08-03,329.4700012207031,else,1998,-4.036928288710717
1998-08-04,333.20001220703125,else,1998,1.1321246160525211
1998-08-05,322.8299865722656,else,1998,-3.1122524774465754
1998-08-06,320.57000732421875,else,1998,-0.7000524554868104
1998-08-07,321.7099914550781,else,1998,0.3556115995924758
1998-08-10,311.95001220703125,else,1998,-3.033781824401216
1998-08-11,311.25,else,1998,-0.2243988394418417
1998-08-12,305.3500061035156,else,1998,-1.895580368348393
1998-08-13,303.010009765625,else,1998,-0.7663325007753019
1998-08-14,304.6099853515625,else,1998,0.5280273041722516
1998-08-17,301.6199951171875,else,1998,-0.9815798490401151
1998-08-18,291.1499938964844,else,1998,-3.471255682712693
1998-08-19,301.8999938964844,else,1998,3.6922549288536333
1998-08-20,316.5899963378906,else,1998,4.8658505261325535
1998-08-21,316.6199951171875,else,1998,0.009475592925833887
1998-08-24,305.1499938964844,else,1998,-3.622639567175112
1998-08-25,310.2300109863281,else,1998,1.6647606722768105
1998-08-26,317.55999755859375,else,1998,2.362758699250622
1998-08-27,313.9200134277344,else,1998,-1.1462350922167852
1998-08-28,309.32000732421875,else,1998,-1.46534336988825
1998-08-31,310.1600036621094,else,1998,0.2715622391054051
1998-09-01,309.7099914550781,else,1998,-0.14509034102330176
1998-09-02,314.3999938964844,else,1998,1.5143206776674134
1998-09-03,314.7799987792969,else,1998,0.12086669535293915
1998-09-04,314.2200012207031,else,1998,-0.1779012519109835
1998-09-07,328.2200012207031,else,1998,4.4554770369842345
1998-09-08,326.3399963378906,else,1998,-0.5727880311438893
1998-09-09,329.2200012207031,else,1998,0.8825166743676061
1998-09-10,338.95001220703125,else,1998,2.9554738321640794
1998-09-11,320.6099853515625,else,1998,-5.410835283955273
1998-09-14,314.239990234375,else,1998,-1.9868361586438232
1998-09-15,307.2699890136719,else,1998,-2.21805035555932
1998-09-16,313.1700134277344,else,1998,1.92014339994655
1998-09-17,310.8800048828125,else,1998,-0.7312349352535663
1998-09-18,302.2099914550781,else,1998,-2.788861712416202
1998-09-21,297.45001220703125,else,1998,-1.5750568752305516
1998-09-22,292.6099853515625,else,1998,-1.6271731910705078
1998-09-23,291.92999267578125,else,1998,-0.23238874605193693
1998-09-24,310.75,else,1998,6.446753604080802
1998-09-25,303.7900085449219,else,1998,-2.2397398085528986
1998-09-28,305.7300109863281,else,1998,0.6385998179131658
1998-09-29,312.3299865722656,else,1998,2.158759476913974
1998-09-30,310.32000732421875,else,1998,-0.6435434746774882
1998-10-01,305.6400146484375,else,1998,-1.5081182538422833
1998-10-02,308.25,else,1998,0.8539409849736668
1998-10-07,313.489990234375,else,1998,1.699915728913215
1998-10-08,305.2200012207031,else,1998,-2.6380392584429813
1998-10-09,327.9599914550781,else,1998,7.450360442771853
1998-10-12,352.1700134277344,else,1998,7.382004696744349
1998-10-13,346.0799865722656,else,1998,-1.7292860332409954
1998-10-14,346.1300048828125,else,1998,0.014452817986465583
1998-10-15,368.739990234375,else,1998,6.532223451479591
1998-10-16,374.010009765625,else,1998,1.4291966347073748
1998-10-19,373.9700012207031,else,1998,-0.010697185603925075
1998-10-20,388.3500061035156,else,1998,3.845229519981186
1998-10-21,380.79998779296875,else,1998,-1.9441272542517707
1998-10-22,382.5199890136719,else,1998,0.4516810073109223
1998-10-23,378.8299865722656,else,1998,-0.9646561088012429
1998-10-26,373.32000732421875,else,1998,-1.4544728356649772
1998-10-27,360.42999267578125,else,1998,-3.4528057418692915
1998-10-28,363.9100036621094,else,1998,0.9655164822697015
1998-10-29,370.29998779296875,else,1998,1.7559242852780876
1998-10-30,384.75,else,1998,3.9022448510341645
1998-11-02,404.6099853515625,else,1998,5.161789565058483
1998-11-03,407.6400146484375,else,1998,0.7488765494114702
1998-11-04,413.4700012207031,else,1998,1.430180149829896
1998-11-05,418.20001220703125,else,1998,1.143979242112736
1998-11-06,416.29998779296875,else,1998,-0.4543338973222899
1998-11-09,424.45001220703125,else,1998,1.9577287180021719
1998-11-10,403.239990234375,else,1998,-4.997060045391343
1998-11-11,400.70001220703125,else,1998,-0.629892393824194
1998-11-12,403.5199890136719,else,1998,0.7037625956406446
1998-11-13,404.29998779296875,else,1998,0.1932986718212959
1998-11-16,422.2099914550781,else,1998,4.429879842410633
1998-11-17,424.42999267578125,else,1998,0.5258049941102128
1998-11-18,423.739990234375,else,1998,-0.16257155557178882
1998-11-19,441.05999755859375,else,1998,4.08741391499039
1998-11-20,452.92999267578125,else,1998,2.6912427295360475
1998-11-23,453.95001220703125,else,1998,0.22520467792914722
1998-11-24,460.7799987792969,else,1998,1.5045679895588915
1998-11-25,461.010009765625,else,1998,0.0499177453312738
1998-11-26,446.5899963378906,else,1998,-3.1279176421929344
1998-11-27,447.0,else,1998,0.09180762342897442
1998-11-30,451.8800048828125,else,1998,1.0917236874300906
1998-12-01,445.9599914550781,else,1998,-1.3100852801109508
1998-12-02,446.3500061035156,else,1998,0.08745507577148093
