,시가총액,티커,year,회사명,거래소코드,회계년도,PER(최고)(IFRS),PER(최저)(IFRS),PBR(최고)(IFRS),PBR(최저)(IFRS),PCR(최고)(IFRS),PCR(최저)(IFRS),PSR(최고)(IFRS),PSR(최저)(IFRS),1주당순이익(IFRS)(원),유동자산(*)(요약)(IFRS연결)(백만원),부채(*)(요약)(IFRS연결)(백만원),당기순이익(손실)(요약)(IFRS연결)(백만원),매출액(수익)(요약)(IFRS연결)(백만원),매출총이익(손실)(요약)(IFRS연결)(백만원),계속영업이익(손실)(요약)(IFRS연결)(백만원)
6416,128777170900,006370,2009,(주)대구백화점,006370,2008/03,10.6,6.82,0.8,0.52,9.95,6.4,1.55,0.99,2540.0,195248.0,221229.0,22902.0,161164.0,111519.0,22902.0
6417,128225778250,003230,2009,삼양식품(주),003230,2008/12,16.28,2.93,4.33,0.78,35.76,6.44,1.02,0.18,2663.0,91020.0,143333.0,18032.0,281596.0,73106.0,18032.0
6418,125939391750,000360,2009,삼환기업(주),000360,2008/12,37.84,6.97,0.63,0.12,51.0,9.39,0.49,0.09,942.0,871273.0,1207464.0,8267.0,990254.0,82341.0,8267.0
6419,124100000000,092440,2009,기신정기(주),092440,2008/03,16.33,6.43,1.5,0.59,15.8,6.22,3.21,1.26,948.0,92807.0,10955.0,12111.0,70858.0,22028.0,12111.0
6420,123630000000,000500,2009,가온전선(주),000500,2008/12,13.96,3.92,0.96,0.27,10.14,2.85,0.22,0.06,3390.0,,,,,,
6421,123441571500,009270,2009,(주)신원,009270,2008/12,5.23,0.14,1.38,0.04,10.1,0.28,0.4,0.01,500.0,106174.0,74458.0,29184.0,414221.0,145611.0,29184.0
6422,123435203720,000470,2009,그린손해보험(주),000470,2008/03,,,,,,,,,,,,,,,
6423,122461000000,003850,2009,(주)보령,003850,2008/12,34.69,9.38,1.53,0.41,13.8,3.73,0.81,0.22,1797.0,,,,,,
6424,122217315750,084690,2009,대상홀딩스(주),084690,2008/12,14.68,4.51,0.65,0.2,0.0,0.0,33.72,10.36,394.0,527339.0,833575.0,13569.0,1435370.0,416165.0,17771.0
6425,121830458500,016580,2009,환인제약(주),016580,2008/12,13.17,6.84,1.55,0.81,47.49,24.65,1.58,0.82,1471.0,,,,,,
6426,121500000000,000180,2009,성창기업지주(주),000180,2008/12,0.0,0.0,2.62,0.59,0.0,0.0,0.99,0.22,-4977.0,65122.0,185007.0,-29225.0,184914.0,23754.0,-29225.0
6427,119919298200,007460,2009,(주)에이프로젠,007460,2008/12,20.79,5.24,1.87,0.47,21.64,5.45,1.71,0.43,700.0,153608.0,167807.0,9561.0,273132.0,39148.0,9561.0
6428,119699364700,004540,2009,깨끗한나라(주),004540,2008/12,0.0,0.0,2.07,0.8,199.04,76.67,0.12,0.05,-3554.0,101966.0,411620.0,-29217.0,466821.0,68165.0,-29217.0
6429,118500587700,001780,2009,(주)알루코,001780,2008/12,32.05,2.96,1.22,0.11,5.14,0.48,0.66,0.06,91.0,156424.0,217341.0,5250.0,299635.0,28542.0,5250.0
6430,118500000000,000430,2009,대원강업(주),000430,2008/12,231.93,11.57,5.08,0.25,469.04,23.4,2.89,0.14,108.0,180198.0,380620.0,9551.0,666214.0,60501.0,9551.0
6431,118257523650,016710,2009,대성홀딩스(주),016710,2008/12,8.7,3.27,0.75,0.28,6.61,2.48,0.23,0.09,989.0,192820.0,383350.0,15987.0,696869.0,98012.0,15987.0
6432,117700016805,001290,2009,(주)상상인증권,001290,2008/03,,,,,,,,,,,,,,,
6433,115875000000,012610,2009,(주)경인양행,012610,2008/12,7.38,3.89,0.96,0.51,0.0,0.0,0.76,0.4,3547.0,131169.0,96272.0,17240.0,239874.0,67993.0,17240.0
6434,115375000000,053690,2009,(주)한미글로벌건축사사무소,053690,2008/12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212.0,,,,,,
6435,112121100000,093230,2009,(주)이아이디,093230,2008/12,8.24,3.93,1.43,0.68,11.74,5.6,1.17,0.56,1912.0,99516.0,23859.0,18325.0,139632.0,22690.0,18325.0
6436,111119116500,016450,2009,한세예스24홀딩스(주),016450,2008/12,0.0,0.0,2.33,0.54,196.04,45.38,0.33,0.08,-135.0,250037.0,242214.0,-1827.0,919252.0,219029.0,-1827.0
6437,110697872000,005010,2009,(주)휴스틸,005010,2008/12,2.34,0.96,0.56,0.23,5.35,2.2,0.27,0.11,10761.0,296670.0,251467.0,66758.0,606818.0,134929.0,66758.0
6438,110557175400,006440,2009,한일건설(주),006440,2008/12,13.2,1.86,0.82,0.12,0.0,0.0,0.37,0.05,1260.0,691276.0,725489.0,-5790.0,484360.0,72726.0,-5790.0
6439,109074355985,012090,2009,성원건설(주),012090,2008/12,0.0,0.0,3.29,0.41,0.0,0.0,2.18,0.27,-108.0,678338.0,774224.0,-15128.0,412814.0,74507.0,-15128.0
6440,108600000000,010960,2009,삼호개발(주),010960,2008/12,37.85,4.43,3.32,0.39,0.0,0.0,1.28,0.15,353.0,71056.0,45998.0,5760.0,170155.0,24124.0,5760.0
6441,107900000000,002840,2009,미원상사(주),002840,2008/09,5.36,3.51,1.03,0.68,25.24,16.53,0.42,0.28,9859.0,123307.0,89842.0,20497.0,280753.0,48659.0,20497.0
6442,107678501070,011930,2009,(주)신성이엔지,011930,2008/12,28.03,9.95,5.08,1.81,0.0,0.0,57.22,20.32,444.0,,,,,,
6443,107660000000,010690,2009,(주)화신,010690,2008/12,9.76,3.14,0.69,0.22,4.98,1.61,0.32,0.1,351.0,366436.0,396497.0,9998.0,821485.0,62890.0,9998.0
6444,107535000000,001390,2009,케이지케미칼(주),001390,2008/12,26.46,5.62,0.86,0.18,23.54,5.0,0.52,0.11,563.0,165549.0,236913.0,6443.0,412574.0,75890.0,6443.0
6445,107000000000,004200,2009,고려개발(주),004200,2008/12,30.12,3.44,1.0,0.11,0.0,0.0,0.44,0.05,859.0,,,,,,
6446,105110305000,000970,2009,한국주철관공업(주),000970,2008/03,24.54,12.27,0.88,0.44,37.51,18.75,1.4,0.7,333.0,139861.0,67791.0,7155.0,143116.0,21330.0,7155.0
6447,104844765900,009280,2009,(주)다함이텍,009280,2008/12,1.69,1.02,0.55,0.33,67.0,40.33,11.21,6.75,22650.0,129579.0,36545.0,85510.0,16412.0,1253.0,20566.0
6448,104000000000,004080,2009,(주)신흥,004080,2008/12,125.69,48.02,3.46,1.32,60.48,23.11,1.54,0.59,200.0,60455.0,71657.0,1698.0,159885.0,39631.0,1698.0
6449,103929559800,000490,2009,(주)대동,000490,2008/12,0.0,0.0,0.8,0.37,1721.85,786.06,0.25,0.11,-3270.0,216831.0,251732.0,-13512.0,535092.0,109387.0,-13512.0
6450,103025000000,000860,2009,강남제비스코(주),000860,2008/12,15.2,6.11,0.58,0.23,19.68,7.91,0.6,0.24,1352.0,119983.0,82692.0,8289.0,315787.0,42870.0,8289.0
6451,102906537500,005430,2009,한국공항(주),005430,2008/12,7.93,3.28,0.8,0.33,8.4,3.47,0.58,0.24,7835.0,126940.0,138358.0,26768.0,352002.0,50477.0,26768.0
6452,102676636800,008250,2009,이건산업(주),008250,2008/12,0.0,0.0,2.08,0.38,0.0,0.0,0.83,0.15,-2800.0,214698.0,339488.0,-18824.0,298017.0,36016.0,-18824.0
6453,102049097600,012420,2009,메리츠종합금융(주),012420,2008/03,,,,,,,,,,,,,,,
6454,101925486520,025530,2009,(주)에스제이엠홀딩스,025530,2008/12,7.71,3.67,1.01,0.48,5.86,2.79,1.02,0.49,867.0,99273.0,33335.0,14331.0,141408.0,31403.0,14331.0
6455,101092968200,001530,2009,디아이동일(주),001530,2008/12,74.79,31.27,0.64,0.27,0.0,0.0,1.11,0.46,1387.0,254752.0,245590.0,7142.0,528670.0,131389.0,7142.0
6456,101073343600,001340,2009,백광산업(주),001340,2008/12,23.29,9.09,2.52,0.98,0.0,0.0,0.88,0.34,3703.0,,,,,,
6457,101000000000,034590,2009,인천도시가스(주),034590,2008/12,11.23,6.11,1.24,0.67,5.81,3.16,0.25,0.14,2680.0,,,,,,
6458,100987624350,019170,2009,신풍제약(주),019170,2008/12,9.59,2.81,0.93,0.27,4.75,1.39,0.65,0.19,3481.0,148261.0,140674.0,12089.0,188136.0,95828.0,12089.0
6459,100800000000,000390,2009,삼화페인트공업(주),000390,2008/12,7.75,4.2,0.7,0.38,58.75,31.85,0.25,0.14,513.0,175233.0,145860.0,10634.0,332088.0,55676.0,10634.0
6460,100523431560,033270,2009,한국유나이티드제약(주),033270,2008/12,7.43,3.18,1.27,0.54,9.35,4.01,0.7,0.3,603.0,,,,,,
6461,99524404000,027970,2009,한국제지(주),027970,2008/12,2686.74,355.77,4.37,0.58,0.0,0.0,2.23,0.3,7.0,,,,,,
6462,99300000000,006840,2009,에이케이홀딩스(주),006840,2008/12,0.0,0.0,1.07,0.27,0.0,0.0,0.46,0.12,-3191.0,295212.0,357325.0,-17628.0,862355.0,70119.0,-17628.0
6463,97474694330,002630,2009,(주)오리엔트바이오,002630,2008/03,0.0,0.0,4.01,1.31,0.0,0.0,7.77,2.53,-93.0,42613.0,44933.0,-2762.0,43857.0,14248.0,-2762.0
6464,97012877460,024720,2009,한국콜마홀딩스(주),024720,2008/03,18.9,11.99,1.7,1.08,17.17,10.9,0.89,0.57,267.0,57460.0,68303.0,6776.0,125588.0,23502.0,6776.0
6465,96883063200,005740,2009,(주)크라운해태홀딩스,005740,2008/12,74.76,19.3,1.03,0.27,9.0,2.32,0.5,0.13,1542.0,313699.0,863560.0,4876.0,953762.0,360726.0,4876.0
6466,96840948000,003960,2009,(주)사조대림,003960,2008/03,11.73,4.3,4.6,1.69,34.38,12.62,1.2,0.44,4179.0,,,,,,
6467,95841900000,001820,2009,삼화콘덴서공업(주),001820,2008/12,90.47,13.85,4.87,0.75,16.15,2.47,1.62,0.25,162.0,37224.0,46740.0,1728.0,104728.0,16044.0,1728.0
6468,95514216000,008260,2009,(주)엔아이스틸,008260,2008/12,108.36,20.93,3.21,0.62,0.0,0.0,1.07,0.21,38.0,,,,,,
6469,93483000000,024090,2009,디씨엠(주),024090,2008/12,12.13,3.13,1.49,0.38,18.65,4.81,1.2,0.31,1042.0,,,,,,
6470,93080000000,079660,2009,(주)사조해표,079660,2008/12,0.0,0.0,1.28,0.42,0.0,0.0,0.14,0.05,-1644.0,,,,,,
6471,92840690000,002100,2009,(주)경농,002100,2008/12,13.03,3.66,1.12,0.31,7.66,2.15,1.07,0.3,663.0,,,,,,
6472,92701474800,005450,2009,(주)신한,005450,2008/12,11.03,2.33,2.0,0.42,1.36,0.29,1.11,0.23,2837.0,140257.0,204502.0,15790.0,163256.0,18074.0,15790.0
6473,92536000000,035510,2009,(주)신세계아이앤씨,035510,2008/12,10.13,3.79,1.52,0.57,4.42,1.66,0.46,0.17,7010.0,,,,,,
6474,92136809275,067830,2009,(주)세이브존아이앤씨,067830,2008/12,622.05,113.79,1.17,0.21,67.52,12.35,1.11,0.2,6.0,66825.0,216354.0,219.0,136884.0,79404.0,219.0
6475,91900000000,032560,2009,(주)황금에스티,032560,2008/12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,,,,,,
6476,90984408000,008970,2009,동양철관(주),008970,2008/12,20.23,3.55,2.23,0.39,184.08,32.29,1.25,0.22,123.0,59466.0,56554.0,7821.0,137372.0,21849.0,7821.0
6477,90019714180,072130,2009,유엔젤(주),072130,2008/12,12.08,4.31,1.65,0.59,6.72,2.4,2.09,0.74,753.0,,,,,,
6478,89892008010,008490,2009,(주)서흥,008490,2008/12,7.48,3.69,0.73,0.36,9.66,4.76,0.78,0.39,994.0,92530.0,131766.0,10768.0,121444.0,33841.0,10768.0
6479,89786115525,096760,2009,제이더블유홀딩스(주),096760,2008/12,0.0,0.0,0.97,0.28,0.0,0.0,2.95,0.86,-487.0,298986.0,428100.0,-1423.0,529240.0,251779.0,-1423.0
6480,89600000000,025610,2009,한국저축은행(주),025610,2008/06,,,,,,,,,,,,,,,
6481,89546600000,007540,2009,샘표(주),007540,2008/12,35.19,14.63,1.27,0.53,11.6,4.82,0.99,0.41,1046.0,,,,,,
6482,88200000000,005800,2009,(주)신영와코루,005800,2008/09,14.04,7.39,0.94,0.5,10.1,5.32,1.05,0.55,15282.0,,,,,,
6483,87561020110,007590,2009,(주)동방아그로,007590,2008/12,18.24,13.52,1.08,0.8,23.07,17.1,1.06,0.78,439.0,,,,,,
6484,86809517400,063160,2009,(주)종근당바이오,063160,2008/12,3.5,1.43,0.65,0.26,2.86,1.17,0.37,0.15,1671.0,,,,,,
6485,86452800000,003830,2009,대한화섬(주),003830,2008/12,19.78,6.68,0.66,0.22,17.65,5.97,1.51,0.51,9164.0,,,,,,
6486,85922024720,001020,2009,페이퍼코리아(주),001020,2008/12,0.0,0.0,0.69,0.27,0.0,0.0,0.43,0.17,-775.0,80573.0,230621.0,-11727.0,217382.0,30604.0,-11727.0
6487,85816108800,008020,2009,경남에너지(주),008020,2008/12,9.23,3.86,0.99,0.42,3.88,1.62,0.26,0.11,463.0,133827.0,150888.0,12720.0,460199.0,73116.0,12720.0
6488,85621858000,000910,2009,(주)유니온,000910,2008/12,366.43,6.55,7.49,0.13,97.16,1.74,15.53,0.28,309.0,,,,,,
6489,85511795800,007660,2009,(주)이수페타시스,007660,2008/12,5.78,3.01,0.65,0.34,5.64,2.94,0.24,0.13,358.0,148219.0,150194.0,11192.0,278636.0,45166.0,11192.0
6490,84887880000,009160,2009,(주)SIMPAC,009160,2008/12,7.19,1.53,2.03,0.43,37.16,7.91,1.39,0.3,1024.0,,,,,,
6491,84406132560,013240,2009,(주)셀런,013240,2008/12,27.11,4.17,5.49,0.84,29.17,4.48,1.64,0.25,265.0,242878.0,271655.0,-12370.0,476945.0,85955.0,4014.0
6492,82072294200,010820,2009,퍼스텍(주),010820,2008/12,97.96,17.61,5.58,1.0,33.33,5.99,2.72,0.49,34.0,76080.0,69810.0,2231.0,160842.0,13216.0,2231.0
6493,81450000000,009070,2009,(주)케이씨티시,009070,2008/12,19.69,4.21,0.84,0.18,0.0,0.0,0.53,0.11,1559.0,64102.0,69173.0,4991.0,246735.0,36010.0,4991.0
6494,81000000000,027390,2009,(주)한화갤러리아타임월드,027390,2008/12,7.1,4.3,0.73,0.44,3.99,2.42,0.94,0.57,2131.0,,,,,,
6495,80269453800,027840,2009,한국고덴시(주),027840,2008/12,4.33,1.59,0.9,0.33,4.03,1.48,0.43,0.16,710.0,93504.0,55265.0,16358.0,212737.0,26808.0,16358.0
6496,79559462980,005610,2009,(주)에스피씨삼립,005610,2008/12,17.57,5.4,0.85,0.26,5.3,1.63,0.68,0.21,871.0,,,,,,
6497,78272115600,008350,2009,(주)남선알미늄,008350,2008/12,0.0,0.0,1.98,0.72,0.0,0.0,0.4,0.14,-1855.0,,,,,,
6498,78076875000,001460,2009,(주)비와이씨,001460,2008/12,44.07,19.31,0.92,0.4,285.73,125.18,1.33,0.58,7741.0,105027.0,116075.0,5001.0,167226.0,55802.0,5001.0
6499,77871804900,000320,2009,(주)노루홀딩스,000320,2008/12,120.53,30.94,0.96,0.25,0.0,0.0,7.79,2.0,127.0,206766.0,353504.0,2520.0,358424.0,67677.0,2520.0
6500,77555336850,005420,2009,코스모화학(주),005420,2008/12,0.0,0.0,0.56,0.14,0.0,0.0,0.98,0.25,-539.0,,,,,,
6501,76500000000,002170,2009,삼양통상(주),002170,2008/12,0.0,0.0,0.72,0.28,18.83,7.25,1.24,0.48,-6938.0,100068.0,27386.0,-19462.0,100454.0,-12522.0,-19462.0
6502,76263269160,078000,2009,텔코웨어(주),078000,2008/12,11.74,4.28,1.02,0.37,4.94,1.8,1.44,0.53,913.0,,,,,,
6503,75648000000,075180,2009,새론오토모티브(주),075180,2008/12,7.64,3.17,1.56,0.65,7.79,3.23,1.64,0.68,932.0,70166.0,27676.0,16962.0,87451.0,14775.0,9790.0
6504,75442336900,005690,2009,파미셀(주),005690,2008/12,0.0,0.0,5.22,1.55,13.26,3.93,3.79,1.12,-2653.0,,,,,,
6505,75216658130,002810,2009,삼영무역(주),002810,2008/12,11.88,3.82,0.67,0.22,37.84,12.16,0.44,0.14,512.0,,,,,,
6506,75020000000,000850,2009,화천기공(주),000850,2008/12,7.28,2.9,1.13,0.45,9.03,3.6,0.79,0.32,7367.0,153616.0,101947.0,22893.0,268966.0,65104.0,22893.0
6507,74892879600,003650,2009,미창석유공업(주),003650,2008/12,2.95,1.01,0.73,0.25,12.58,4.28,0.2,0.07,12453.0,,,,,,
6508,74534400000,009450,2009,(주)경동나비엔,009450,2008/12,10.54,4.35,0.59,0.24,56.6,23.35,0.4,0.16,3373.0,113377.0,55027.0,7693.0,213965.0,52260.0,7693.0
6509,74491000000,012200,2009,계양전기(주),012200,2008/12,23.14,6.92,0.9,0.27,22.02,6.59,0.69,0.21,147.0,97924.0,18642.0,4665.0,162101.0,31859.0,4665.0
6510,73758446010,012800,2009,(주)대창,012800,2008/12,0.0,0.0,0.57,0.02,12.82,0.43,0.11,0.0,-758.0,,,,,,
6511,73737849600,002530,2009,벽산건설(주),002530,2008/12,0.0,0.0,0.55,0.09,0.0,0.0,0.18,0.03,-895.0,892460.0,897420.0,-24312.0,1098493.0,100016.0,-24312.0
6512,73710000000,016510,2009,(주)현대디에스에프,016510,2008/12,7.88,2.76,0.96,0.34,5.82,2.04,1.34,0.47,1709.0,,,,,,
6513,73584090000,011420,2009,(주)갤럭시아에스엠,011420,2008/12,0.0,0.0,41.51,7.41,33.05,5.9,2.24,0.4,-186.0,,,,,,
6514,73379415630,007190,2009,한솔아트원제지(주),007190,2008/12,0.0,0.0,0.68,0.18,0.0,0.0,0.25,0.06,-2288.0,,,,,,
6515,73167701000,011000,2009,진원생명과학(주),011000,2008/12,0.0,0.0,3.9,0.92,0.0,0.0,7.05,1.67,-235.0,,,,,,
6516,73000000000,014440,2009,영보화학(주),014440,2008/12,34.9,11.54,0.8,0.26,52.79,17.47,0.67,0.22,78.0,39376.0,41233.0,1806.0,99989.0,20046.0,1806.0
6517,72860267400,005870,2009,(주)휴니드테크놀러지스,005870,2008/12,0.0,0.0,2.03,0.42,0.0,0.0,2.39,0.5,-1060.0,,,,,,
6518,72696000000,024100,2009,(주)제일저축은행,024100,2008/06,,,,,,,,,,,,,,,
6519,72487583850,014990,2009,(주)인디에프,014990,2008/12,48.87,1.65,27.27,0.92,108.93,3.69,11.32,0.38,614.0,153078.0,182998.0,52517.0,244671.0,89969.0,52517.0
6520,71825450220,100250,2009,(주)진양홀딩스,100250,2008/12,,,,,,,,,,58907.0,56251.0,9747.0,202029.0,29787.0,9747.0
6521,71471400000,084670,2009,(주)동양고속,084670,2008/12,9.37,5.94,1.18,0.75,4.14,2.62,0.81,0.51,3563.0,,,,,,
6522,71390000000,014300,2009,(주)선진지주,014300,2008/12,77.58,24.1,0.59,0.18,0.0,0.0,0.21,0.06,437.0,159787.0,184634.0,-2959.0,433282.0,68470.0,-2959.0
6523,71122500000,002710,2009,(주)TCC스틸,002710,2008/12,127.12,40.23,0.55,0.17,1.57,0.5,0.18,0.06,249.0,139546.0,160577.0,625.0,437462.0,82889.0,625.0
6524,70566170400,009310,2009,참엔지니어링(주),009310,2008/12,89.04,21.16,1.57,0.37,9.88,2.35,0.74,0.18,70.0,233342.0,279410.0,1017.0,157836.0,21735.0,1017.0
6525,70536115440,009180,2009,한솔로지스틱스(주),009180,2008/12,40.62,9.84,2.21,0.53,0.0,0.0,0.42,0.1,64.0,,,,,,
6526,70439315700,003680,2009,한성기업(주),003680,2008/12,13.13,3.75,0.88,0.25,0.0,0.0,0.21,0.06,613.0,79333.0,94048.0,2783.0,200720.0,45301.0,2783.0
6527,70091000000,092200,2009,(주)디아이씨,092200,2008/12,236.36,8.69,8.82,0.32,76.18,2.8,4.36,0.16,191.0,118799.0,130052.0,4576.0,251296.0,22214.0,4576.0
6528,70000000000,002820,2009,(주)선앤엘,002820,2008/12,0.0,0.0,0.63,0.16,13.5,3.52,0.51,0.13,-2140.0,217371.0,205399.0,-4281.0,299243.0,33210.0,-4281.0
6529,69698569150,005390,2009,신성통상(주),005390,2008/06,0.0,0.0,0.79,0.39,0.0,0.0,0.29,0.15,-1854.0,195042.0,187281.0,-26912.0,373806.0,102928.0,-26912.0
6530,69600000000,005900,2009,(주)동양건설산업,005900,2008/12,23.11,3.92,0.66,0.11,0.0,0.0,0.17,0.03,2246.0,610155.0,801676.0,4174.0,739391.0,75679.0,4174.0
6531,69070766660,008080,2009,(주)에스와이코퍼레이션,008080,2008/12,0.0,0.0,1.64,0.35,17.28,3.69,1.33,0.28,-323.0,50870.0,28396.0,-14611.0,67605.0,13231.0,-14611.0
6532,68912272800,008900,2009,(주)티이씨앤코,008900,2008/12,0.0,0.0,1.35,0.29,0.0,0.0,19.69,4.23,-1829.0,154860.0,272248.0,-58147.0,183828.0,12393.0,-59560.0
6533,67978253700,021050,2009,(주)서원,021050,2008/12,0.0,0.0,9.1,0.21,0.0,0.0,1.54,0.04,-1146.0,69079.0,90728.0,-27723.0,408962.0,5579.0,-27723.0
6534,67486304000,016570,2009,(주)태평양제약,016570,2008/12,14.09,6.35,1.49,0.67,11.28,5.08,0.65,0.29,3252.0,,,,,,
6535,67467400000,003080,2009,성보화학(주),003080,2008/12,22.46,7.08,1.14,0.36,58.27,18.38,2.41,0.76,2160.0,,,,,,
6536,67208160000,007800,2009,(주)솔로몬저축은행,007800,2008/06,,,,,,,,,,,,,,,
6537,66816000000,069730,2009,디에스알제강(주),069730,2008/12,3.58,0.81,1.21,0.27,3.73,0.84,0.46,0.1,1266.0,103506.0,96121.0,23385.0,283004.0,67417.0,23385.0
6538,66645294300,002410,2009,범양건영(주),002410,2008/12,22.07,8.06,1.11,0.4,4.04,1.47,0.63,0.23,959.0,,,,,,
6539,66463200000,004250,2009,엔피씨(주),004250,2008/12,8.52,4.65,0.82,0.45,12.25,6.68,0.33,0.18,2139.0,,,,,,
6540,65957839920,036580,2009,(주)팜스코,036580,2008/12,0.0,0.0,0.56,0.2,0.0,0.0,0.18,0.06,-318.0,,,,,,
6541,65948126400,012600,2009,(주)청호ICT,012600,2008/12,531.75,119.05,1.4,0.31,0.0,0.0,1.33,0.3,58.0,,,,,,
6542,65734776250,025560,2009,미래산업(주),025560,2008/12,0.0,0.0,2.75,0.75,0.0,0.0,1.96,0.53,-211.0,,,,,,
6543,64843124490,011400,2009,(주)케이씨오에너지,011400,2008/12,0.0,0.0,14.7,0.53,289.35,10.46,9.01,0.33,-67.0,,,,,,
6544,64554890400,010100,2009,한국무브넥스(주),010100,2008/12,85.51,30.95,0.5,0.18,0.0,0.0,0.15,0.05,175.0,291629.0,262320.0,2490.0,650026.0,49418.0,2490.0
6545,64370636000,002460,2009,화성산업(주),002460,2008/12,33.71,4.99,0.59,0.09,0.0,0.0,0.33,0.05,539.0,643579.0,714239.0,16280.0,792481.0,168318.0,16280.0
6546,64260000000,004310,2009,현대약품(주),004310,2008/11,2348.57,65.66,90.34,2.53,0.0,0.0,67.72,1.89,131.0,,,,,,
6547,64097250000,006570,2009,대림통상(주),006570,2008/12,15.65,9.02,0.69,0.4,0.0,0.0,0.55,0.32,344.0,109816.0,82375.0,5718.0,168821.0,27812.0,5718.0
6548,63910000000,001080,2009,만호제강(주),001080,2008/06,70.62,7.06,2.89,0.29,157.17,15.72,2.77,0.28,1945.0,89265.0,28806.0,6758.0,176909.0,25638.0,6758.0
6549,63100000000,090350,2009,(주)노루페인트,090350,2008/12,20.79,6.8,0.65,0.21,0.0,0.0,0.37,0.12,235.0,148565.0,178821.0,4813.0,286239.0,54847.0,4813.0
6550,63000000000,012030,2009,(주)디비아이엔씨,012030,2008/12,7.13,1.71,0.96,0.23,0.0,0.0,0.66,0.16,4241.0,,,,,,
6551,62663256900,011280,2009,태림포장(주),011280,2008/12,122.55,4.17,6.02,0.2,102.09,3.47,3.53,0.12,0.0,66953.0,117347.0,7722.0,258604.0,41299.0,7722.0
6552,62500000000,021820,2009,(주)세원정공,021820,2008/06,4.68,2.5,0.77,0.41,5.26,2.81,1.21,0.65,15221.0,144330.0,126891.0,21620.0,172593.0,35880.0,21620.0
6553,62419861545,002450,2009,(주)삼익악기,002450,2008/12,43.82,14.25,0.57,0.18,8.21,2.67,0.72,0.23,25.0,125118.0,134066.0,1629.0,127937.0,31618.0,1629.0
6554,62199650000,009190,2009,(주)대양금속,009190,2008/12,0.0,0.0,2.61,0.31,0.0,0.0,1.04,0.13,-1513.0,195196.0,249126.0,-38096.0,230227.0,12640.0,-38096.0
6555,61931642080,000040,2009,케이알모터스(주),000040,2008/12,0.0,0.0,1.65,0.33,0.0,0.0,0.96,0.19,-66.0,65322.0,68694.0,-9836.0,119455.0,17489.0,-9836.0
6556,61624932000,002310,2009,아세아제지(주),002310,2008/12,36.82,9.2,0.56,0.14,11.07,2.77,0.39,0.1,367.0,114130.0,201847.0,2216.0,360027.0,52460.0,2216.0
6557,61578004950,007110,2009,(주)일신석재,007110,2008/12,213.19,44.58,3.74,0.78,0.0,0.0,2.26,0.47,8.0,,,,,,
6558,61566880000,007210,2009,(주)벽산,007210,2008/12,33.59,11.81,0.89,0.31,7.9,2.78,0.56,0.2,518.0,163422.0,167748.0,4372.0,358238.0,65393.0,4372.0
6559,61358049800,017040,2009,(주)광명전기,017040,2008/12,0.0,0.0,1.53,0.34,0.0,0.0,1.53,0.34,-12.0,57676.0,42925.0,-354.0,77349.0,9085.0,-354.0
6560,60786247600,006490,2009,(주)인스코비,006490,2008/12,240.01,117.76,2.58,1.27,0.0,0.0,9.17,4.5,29.0,,,,,,
6561,60479328000,024070,2009,(주)위스컴,024070,2008/12,6.9,4.64,0.66,0.45,6.61,4.44,0.43,0.29,616.0,73583.0,16668.0,9251.0,157111.0,14883.0,9251.0
6562,60228908200,002920,2009,유성기업(주),002920,2008/12,18.2,5.87,0.7,0.23,8.38,2.7,0.61,0.2,238.0,103231.0,52501.0,6968.0,182846.0,12857.0,6968.0
6563,60075269650,008420,2009,문배철강(주),008420,2008/12,21.13,4.5,1.35,0.29,0.0,0.0,0.64,0.14,257.0,126802.0,122711.0,5698.0,268848.0,41138.0,5698.0
6564,59808181125,026890,2009,스틱인베스트먼트(주),026890,2008/12,29.47,7.23,0.99,0.24,12.07,2.96,1.94,0.48,79.0,79093.0,42982.0,4108.0,169196.0,30802.0,6186.0
6565,58851985500,003220,2009,대원제약(주),003220,2008/12,17.74,3.49,2.59,0.51,11.51,2.26,1.5,0.3,688.0,,,,,,
6566,58796241820,044820,2009,코스맥스비티아이(주),044820,2008/12,17.42,5.05,1.34,0.39,3.85,1.11,0.38,0.11,193.0,39631.0,76946.0,284.0,114546.0,17038.0,284.0
6567,58418206850,025750,2009,(주)한솔홈데코,025750,2008/12,0.0,0.0,1.17,0.29,0.0,0.0,0.74,0.19,-141.0,50527.0,118037.0,-8533.0,123972.0,16334.0,-8533.0
6568,57371000000,003350,2009,(주)한국화장품제조,003350,2008/12,0.0,0.0,0.83,0.26,3.66,1.13,1.85,0.57,-218.0,,,,,,
6569,57233870950,002360,2009,(주)SH에너지화학,002360,2008/12,0.0,0.0,15.04,0.56,155.52,5.78,7.16,0.27,-104.0,41942.0,59807.0,-15593.0,248526.0,-3502.0,-15593.0
6570,56960000000,014530,2009,극동유화(주),014530,2008/12,3.67,1.74,0.59,0.28,13.22,6.28,0.19,0.09,3232.0,,,,,,
6571,56900000000,007280,2009,(주)한국특강,007280,2008/12,21.18,5.7,1.08,0.29,0.0,0.0,0.43,0.11,7767.0,,,,,,
6572,56812800000,001310,2009,풍림산업(주),001310,2008/12,0.0,0.0,0.84,0.12,0.0,0.0,0.19,0.03,-1859.0,775469.0,911146.0,-32560.0,1232637.0,68336.0,-32560.0
