,year,회사명,거래소코드,회계년도,PER(최고),PER(최저),1주당순이익(원)
4822,2007,KISCO홀딩스(주),001940,2006/12,,,
4823,2007,에스케이씨(주),011790,2006/12,,,
4824,2007,(주)엔씨소프트,036570,2006/12,,,
4825,2007,동아쏘시오홀딩스(주),000640,2006/12,,,
4826,2007,금호타이어(주),073240,2006/12,,,
4827,2007,현대엘리베이터(주),017800,2006/12,,,
4828,2007,한온시스템(주),018880,2006/12,,,
4829,2007,(주)대웅제약,069620,2006/03,,,
4830,2007,(주)영풍,000670,2006/12,,,
4831,2007,(주)이원,017940,2006/12,,,
4832,2007,(주)호텔신라,008770,2006/12,,,
4833,2007,(주)대성합동지주,005620,2006/12,,,
4834,2007,(주)엘에프,093050,2006/12,,,
4835,2007,(주)태영건설,009410,2006/12,,,
4836,2007,(주)엘엑스인터내셔널,001120,2006/12,,,
4837,2007,한화투자증권(주),003530,2006/03,,,
4838,2007,한화손해보험(주),000370,2006/03,,,
4839,2007,(주)녹십자,006280,2006/12,,,
4840,2007,(주)온미디어,045710,2006/12,,,
4841,2007,한일홀딩스(주),003300,2006/12,,,
4842,2007,(주)롯데미도파,004010,2006/12,,,
4843,2007,(주)삼천리,004690,2006/12,,,
4844,2007,현대하이스코(주),010520,2006/12,,,
4845,2007,일양약품(주),007570,2006/03,,,
4846,2007,롯데손해보험(주),000400,2006/03,,,
4847,2007,(주)엘에스네트웍스,000680,2006/12,,,
4848,2007,(주)대교,019680,2006/12,,,
4849,2007,케이지모빌리티(주),003620,2006/12,,,
4850,2007,교보증권(주),030610,2006/03,,,
4851,2007,한솔홀딩스(주),004150,2006/12,,,
4852,2007,한전케이피에스(주),051600,2006/12,,,
4853,2007,남해화학(주),025860,2006/12,,,
4854,2007,다올투자증권(주),030210,2006/12,,,
4855,2007,(주)풍산홀딩스,005810,2006/12,,,
4856,2007,NH농협증권(주),016420,2006/03,,,
4857,2007,(주)동양,001520,2006/12,,,
4858,2007,신영증권(주),001720,2006/03,,,
4859,2007,(주)신도리코,029530,2006/12,,,
4860,2007,남양유업(주),003920,2006/12,,,
4861,2007,(주)케이피케미칼,064420,2006/12,,,
4862,2007,에스케이가스(주),018670,2006/12,,,
4863,2007,경남기업(주),000800,2006/12,,,
4864,2007,롯데관광개발(주),032350,2006/12,,,
4865,2007,(주)코오롱,002020,2006/12,,,
4866,2007,메리츠증권(주),008560,2006/03,,,
4867,2007,DB금융투자(주),016610,2006/03,,,
4868,2007,(주)세아베스틸지주,001430,2006/12,,,
4869,2007,(주)삼양홀딩스,000070,2006/12,,,
4870,2007,(주)현대지에프홀딩스,005440,2006/12,,,
4871,2007,(주)영원무역홀딩스,009970,2006/12,,,
4872,2007,동부건설(주),005960,2006/12,,,
4873,2007,현대코퍼레이션(주),011760,2006/12,,,
4874,2007,(주)오뚜기,007310,2006/12,,,
4875,2007,(주)한진,002320,2006/12,,,
4876,2007,대한유화(주),006650,2006/12,,,
4877,2007,SNT모티브(주),064960,2006/12,,,
4878,2007,일진홀딩스(주),015860,2006/12,,,
4879,2007,서울도시가스(주),017390,2006/12,,,
4880,2007,(주)한섬,020000,2006/12,,,
4881,2007,KG스틸(주),016380,2006/12,,,
4882,2007,계룡건설산업(주),013580,2006/12,,,
4883,2007,(주)녹십자홀딩스,005250,2006/12,,,
4884,2007,대상(주),001680,2006/12,,,
4885,2007,(주)경방,000050,2006/12,,,
4886,2007,(주)전북은행,006350,2006/12,,,
4887,2007,티케이지휴켐스(주),069260,2006/12,,,
4888,2007,(주)다우기술,023590,2006/12,,,
4889,2007,대한제분(주),001130,2006/12,,,
4890,2007,(주)시알홀딩스,000480,2006/12,,,
4891,2007,성원건설(주),012090,2006/12,,,
4892,2007,(주)케이씨오에너지,011400,2006/12,,,
4893,2007,삼부토건(주),001470,2006/12,,,
4894,2007,넥센타이어(주),002350,2006/12,,,
4895,2007,(주)SNT홀딩스,036530,2006/12,,,
4896,2007,고려제강(주),002240,2006/12,,,
4897,2007,코원에너지서비스(주),026870,2006/12,,,
4898,2007,(주)빙그레,005180,2006/12,,,
4899,2007,SNT다이내믹스(주),003570,2006/12,,,
4900,2007,디엘건설(주),001880,2006/12,,,
4901,2007,도레이케미칼(주),008000,2006/12,,,
4902,2007,(주)세아홀딩스,058650,2006/12,,,
4903,2007,(주)인디에프,014990,2006/12,,,
4904,2007,(주)DB하이텍,000990,2006/12,,,
4905,2007,(주)농심홀딩스,072710,2006/12,,,
4906,2007,(주)후성,093370,2006/12,,,
4907,2007,한국유리공업(주),002000,2006/12,,,
4908,2007,흥국화재해상보험(주),000540,2006/03,,,
4909,2007,동원시스템즈(주),014820,2006/12,,,
4910,2007,삼환기업(주),000360,2006/12,,,
4911,2007,아세아(주),002030,2006/12,,,
4912,2007,부국증권(주),001270,2006/03,,,
4913,2007,(주)카프로,006380,2006/12,,,
4914,2007,코오롱글로벌(주),003070,2006/12,,,
4915,2007,성신양회(주),004980,2006/12,,,
4916,2007,한일현대시멘트(주),006390,2006/12,,,
4917,2007,동화약품(주),000020,2006/03,,,
4918,2007,일성신약(주),003120,2006/12,,,
4919,2007,(주)부산도시가스,015350,2006/12,,,
4920,2007,FnC코오롱(주),001370,2006/12,,,
4921,2007,(주)퍼시스,016800,2006/12,,,
4922,2007,고려개발(주),004200,2006/12,,,
4923,2007,세원이앤씨(주),091090,2006/12,,,
4924,2007,(주)모토닉,009680,2006/12,,,
4925,2007,한신공영(주),004960,2006/12,,,
4926,2007,대한제강(주),084010,2006/03,,,
4927,2007,(주)풀무원,017810,2006/12,,,
4928,2007,제일화재해상보험(주),000610,2006/03,,,
4929,2007,(주)대덕,008060,2006/12,,,
4930,2007,에이치엘디앤아이한라(주),014790,2006/12,,,
4931,2007,한국전기초자(주),009720,2006/12,,,
4932,2007,남광토건(주),001260,2006/12,,,
4933,2007,(주)포스코플랜텍,051310,2006/12,,,
4934,2007,롯데푸드(주),002270,2006/12,,,
4935,2007,씨제이씨지브이(주),079160,2006/12,,,
4936,2007,유화증권(주),003460,2006/03,,,
4937,2007,한국제지(주),027970,2006/12,,,
4938,2007,(주)삼양제넥스,003940,2006/12,,,
4939,2007,삼영전자공업(주),005680,2006/12,,,
4940,2007,케이아이비플러그에너지(주),015590,2006/12,,,
4941,2007,한화화인케미칼(주),025850,2006/12,,,
4942,2007,케이비캐피탈(주),021960,2006/03,,,
4943,2007,(주)화인자산관리,010460,2006/03,,,
4944,2007,(주)세아제강지주,003030,2006/12,,,
4945,2007,케이피엑스케미칼(주),025000,2006/12,,,
4946,2007,동원산업(주),006040,2006/12,,,
4947,2007,(주)종근당홀딩스,001630,2006/12,,,
4948,2007,한국단자공업(주),025540,2006/12,,,
4949,2007,에이케이홀딩스(주),006840,2006/12,,,
4950,2007,(주)상상인증권,001290,2006/03,,,
4951,2007,케이피엑스홀딩스(주),092230,2006/12,,,
4952,2007,에스엘(주),005850,2006/03,,,
4953,2007,(주)대웅,003090,2006/03,,,
4954,2007,한솔테크닉스(주),004710,2006/12,,,
4955,2007,유니온스틸(주),003640,2006/12,,,
4956,2007,그린손해보험(주),000470,2006/03,,,
4957,2007,(주)유니드,014830,2006/12,,,
4958,2007,한양증권(주),001750,2006/03,,,
4959,2007,(주)한독,002390,2006/12,,,
4960,2007,(주)광주신세계,037710,2006/12,,,
4961,2007,(주)신흥,004080,2006/12,,,
4962,2007,(주)예스코홀딩스,015360,2006/12,,,
4963,2007,일동홀딩스(주),000230,2006/03,,,
4964,2007,한국기술산업(주),008320,2006/10,,,
4965,2007,광동제약(주),009290,2006/12,,,
4966,2007,풍림산업(주),001310,2006/12,,,
4967,2007,(주)솔로몬저축은행,007800,2006/06,,,
4968,2007,한미반도체(주),042700,2006/12,,,
4969,2007,무림피앤피(주),009580,2006/12,,,
4970,2007,디와이(주),013570,2006/12,,,
4971,2007,세방(주),004360,2006/12,,,
4972,2007,무림페이퍼(주),009200,2006/12,,,
4973,2007,(주)한국카본,017960,2006/12,,,
4974,2007,(주)셀런,013240,2006/12,,,
4975,2007,제이에스전선(주),005560,2006/12,,,
4976,2007,금호전기(주),001210,2006/12,,,
4977,2007,제이더블유중외제약(주),001060,2006/12,,,
4978,2007,(주)경동인베스트,012320,2006/12,,,
4979,2007,진흥저축은행(주),007200,2006/06,,,
4980,2007,(주)디엔오토모티브,007340,2006/12,,,
4981,2007,대한화섬(주),003830,2006/12,,,
4982,2007,(주)대양금속,009190,2006/12,,,
4983,2007,대상홀딩스(주),084690,2006/12,,,
4984,2007,한세예스24홀딩스(주),016450,2006/12,,,
4985,2007,에스지씨에너지(주),005090,2006/12,,,
4986,2007,우리종합금융(주),010050,2006/03,,,
4987,2007,케이씨그린홀딩스(주),009440,2006/12,,,
4988,2007,율촌화학(주),008730,2006/12,,,
4989,2007,한국저축은행(주),025610,2006/06,,,
4990,2007,현대비앤지스틸(주),004560,2006/12,,,
4991,2007,화성산업(주),002460,2006/12,,,
4992,2007,일신방직(주),003200,2006/12,,,
4993,2007,벽산건설(주),002530,2006/12,,,
4994,2007,한일건설(주),006440,2006/12,,,
4995,2007,한국제지(주),002300,2006/12,,,
4996,2007,(주)신성이엔지,011930,2006/12,,,
4997,2007,제일파마홀딩스(주),002620,2006/12,,,
4998,2007,(주)나이스홀딩스,034310,2006/12,,,
4999,2007,(주)씨앤상선,000790,2006/12,,,
5000,2007,(주)동원에프앤비,049770,2006/12,,,
5001,2007,영진약품(주),003520,2006/12,,,
5002,2007,현대차증권(주),001500,2006/03,,,
5003,2007,디아이동일(주),001530,2006/12,,,
5004,2007,가온전선(주),000500,2006/12,,,
5005,2007,한국공항(주),005430,2006/12,,,
5006,2007,국도화학(주),007690,2006/12,,,
5007,2007,(주)케이씨,029460,2006/12,,,
5008,2007,성지건설(주),005980,2006/12,,,
5009,2007,(주)봉신,005350,2006/12,,,
5010,2007,대덕GDS(주),004130,2006/12,,,
5011,2007,(주)청호ICT,012600,2006/12,,,
5012,2007,(주)신원,009270,2006/12,,,
5013,2007,한올바이오파마(주),009420,2006/12,,,
5014,2007,(주)대구백화점,006370,2006/03,,,
5015,2007,(주)한샘,009240,2006/12,,,
5016,2007,대한제당(주),001790,2006/12,,,
5017,2007,(주)노루홀딩스,000320,2006/12,,,
5018,2007,(주)동방,004140,2006/12,,,
5019,2007,(주)티비에이치글로벌,084870,2006/12,,,
5020,2007,(주)신한,005450,2006/12,,,
5021,2007,포스코스틸리온(주),058430,2006/12,,,
5022,2007,삼진제약(주),005500,2006/12,,,
5023,2007,성창기업지주(주),000180,2006/09,,,
5024,2007,신세계건설(주),034300,2006/12,,,
5025,2007,환인제약(주),016580,2006/12,,,
5026,2007,(주)세이브존아이앤씨,067830,2006/12,,,
5027,2007,삼호개발(주),010960,2006/12,,,
5028,2007,(주)보령,003850,2006/12,,,
5029,2007,신라교역(주),004970,2006/12,,,
5030,2007,대원강업(주),000430,2006/12,,,
5031,2007,(주)아이에이치큐,003560,2006/12,,,
5032,2007,(주)크라운해태홀딩스,005740,2006/12,,,
5033,2007,(주)에이치에스애드,035000,2006/12,,,
5034,2007,(주)신영와코루,005800,2006/09,,,
5035,2007,아이에스동서(주),010780,2006/12,,,
5036,2007,(주)비와이씨,001460,2006/12,,,
5037,2007,(주)다함이텍,009280,2006/12,,,
5038,2007,(주)동양건설산업,005900,2006/12,,,
5039,2007,대성홀딩스(주),016710,2006/12,,,
5040,2007,(주)메타랩스,090370,2006/12,,,
5041,2007,강남제비스코(주),000860,2006/12,,,
5042,2007,(주)휴스틸,005010,2006/12,,,
5043,2007,(주)현대리바트,079430,2006/12,,,
5044,2007,(주)신세계아이앤씨,035510,2006/12,,,
5045,2007,(주)제주은행,006220,2006/12,,,
5046,2007,인천도시가스(주),034590,2006/12,,,
5047,2007,사조산업(주),007160,2006/12,,,
5048,2007,(주)선앤엘,002820,2006/09,,,
5049,2007,(주)이수화학,005950,2006/12,,,
5050,2007,화천기공(주),000850,2006/12,,,
5051,2007,(주)중앙건설,015110,2006/12,,,
5052,2007,새론오토모티브(주),075180,2006/12,,,
5053,2007,한국주철관공업(주),000970,2006/03,,,
5054,2007,동양철관(주),008970,2006/12,,,
5055,2007,효성아이티엑스(주),094280,2006/12,,,
5056,2007,동일산업(주),004890,2006/12,,,
5057,2007,(주)현대디에스에프,016510,2006/12,,,
5058,2007,현대약품(주),004310,2006/11,,,
5059,2007,(주)알루코,001780,2006/12,,,
5060,2007,삼양식품(주),003230,2006/12,,,
5061,2007,범양건영(주),002410,2006/12,,,
5062,2007,(주)방림,003610,2006/09,,,
5063,2007,경남에너지(주),008020,2006/12,,,
5064,2007,태경산업(주),015890,2006/12,,,
5065,2007,(주)에스제이엠홀딩스,025530,2006/12,,,
5066,2007,유성기업(주),002920,2006/12,,,
5067,2007,삼화왕관(주),004450,2006/12,,,
5068,2007,유엔젤(주),072130,2006/12,,,
5069,2007,메리츠종합금융(주),012420,2006/03,,,
5070,2007,삼양통상(주),002170,2006/12,,,
5071,2007,한국쉘석유(주),002960,2006/12,,,
5072,2007,(주)씨앤우방,013200,2006/12,,,
5073,2007,케이알모터스(주),000040,2006/12,,,
5074,2007,(주)티이씨앤코,008900,2006/12,,,
5075,2007,(주)한솔케미칼,014680,2006/12,,,
5076,2007,(주)경농,002100,2006/12,,,
5077,2007,한솔로지스틱스(주),009180,2006/12,,,
5078,2007,디씨엠(주),024090,2006/12,,,
5079,2007,신풍제약(주),019170,2006/12,,,
5080,2007,(주)에스지글로벌,001380,2006/12,,,
5081,2007,샘표(주),007540,2006/12,,,
5082,2007,(주)일신석재,007110,2006/12,,,
5083,2007,(주)갤럭시아에스엠,011420,2006/12,,,
5084,2007,세종공업(주),033530,2006/12,,,
5085,2007,(주)이아이디,093230,2006/12,,,
5086,2007,진흥기업(주),002780,2006/12,,,
5087,2007,이건산업(주),008250,2006/09,,,
5088,2007,(주)대동,000490,2006/12,,,
5089,2007,자화전자(주),033240,2006/12,,,
5090,2007,(주)사조대림,003960,2006/03,,,
5091,2007,(주)유니온,000910,2006/12,,,
5092,2007,(주)유유제약,000220,2006/03,,,
5093,2007,삼일제약(주),000520,2006/12,,,
5094,2007,(주)씨앤중공업,008400,2006/12,,,
5095,2007,티엘씨레저(주),014590,2006/12,,,
5096,2007,송원산업(주),004430,2006/12,,,
5097,2007,(주)케이에스에스해운,044450,2006/12,,,
5098,2007,케이지케미칼(주),001390,2006/12,,,
5099,2007,(주)천일고속,000650,2006/12,,,
5100,2007,(주)서연,007860,2006/12,,,
5101,2007,미래산업(주),025560,2006/12,,,
5102,2007,세방전지(주),004490,2006/12,,,
5103,2007,기신정기(주),092440,2006/03,,,
5104,2007,(주)케이씨티시,009070,2006/12,,,
5105,2007,(주)동방아그로,007590,2006/12,,,
5106,2007,문배철강(주),008420,2006/12,,,
5107,2007,한국무브넥스(주),010100,2006/12,,,
5108,2007,사조동아원(주),008040,2006/09,,,
5109,2007,삼영무역(주),002810,2006/12,,,
5110,2007,(주)휴니드테크놀러지스,005870,2006/12,,,
5111,2007,텔코웨어(주),078000,2006/12,,,
5112,2007,(주)에스피씨삼립,005610,2006/12,,,
5113,2007,대원전선(주),006340,2006/12,,,
5114,2007,팜젠사이언스(주),004720,2006/12,,,
5115,2007,(주)한솔홈데코,025750,2006/12,,,
5116,2007,(주)노루페인트,090350,2006/12,,,
5117,2007,(주)한화갤러리아타임월드,027390,2006/12,,,
5118,2007,(주)디아이씨,092200,2006/12,,,
5119,2007,(주)태평양제약,016570,2006/12,,,
5120,2007,인지컨트롤스(주),023800,2006/12,,,
5121,2007,(주)SIMPAC,009160,2006/12,,,
5122,2007,참엔지니어링(주),009310,2006/12,,,
5123,2007,백광산업(주),001340,2006/12,,,
5124,2007,한국석유공업(주),004090,2006/12,,,
5125,2007,계양전기(주),012200,2006/12,,,
5126,2007,(주)엔아이스틸,008260,2006/12,,,
5127,2007,미원상사(주),002840,2006/09,,,
5128,2007,(주)화신,010690,2006/12,,,
5129,2007,(주)동양고속,084670,2006/12,,,
5130,2007,(주)넥센,005720,2006/12,,,
5131,2007,한국콜마홀딩스(주),024720,2006/03,,,
5132,2007,삼화페인트공업(주),000390,2006/12,,,
5133,2007,성보화학(주),003080,2006/12,,,
5134,2007,진원생명과학(주),011000,2006/12,,,
5135,2007,(주)수산중공업,017550,2006/12,,,
5136,2007,(주)사조오양,006090,2006/03,,,
5137,2007,알보젠코리아(주),002250,2006/12,,,
5138,2007,(주)대유플러스,000300,2006/12,,,
5139,2007,(주)오리엔트바이오,002630,2006/03,,,
5140,2007,(주)케이이씨,092220,2006/12,,,
5141,2007,(주)배명금속,011800,2006/12,,,
5142,2007,조일알미늄(주),018470,2006/12,,,
5143,2007,아세아제지(주),002310,2006/12,,,
5144,2007,(주)SH에너지화학,002360,2006/12,,,
5145,2007,(주)에이프로젠,007460,2006/12,,,
5146,2007,(주)화승코퍼레이션,013520,2006/12,,,
5147,2007,태림포장(주),011280,2006/12,,,
5148,2007,유니퀘스트(주),077500,2006/12,,,
5149,2007,(주)지에스글로벌,001250,2006/12,,,
5150,2007,한솔아트원제지(주),007190,2006/06,,,
5151,2007,금강공업(주),014280,2006/12,,,
5152,2007,페이퍼코리아(주),001020,2006/12,,,
5153,2007,(주)벽산,007210,2006/12,,,
5154,2007,퍼스텍(주),010820,2006/12,,,
5155,2007,영풍제지(주),006740,2006/12,,,
5156,2007,(주)코리아써키트,007810,2006/12,,,
5157,2007,대림통상(주),006570,2006/12,,,
5158,2007,(주)비에이치케이,003990,2006/12,,,
5159,2007,에이치디씨현대이피(주),089470,2006/12,,,
5160,2007,(주)한국화장품제조,003350,2006/12,,,
5161,2007,스틱인베스트먼트(주),026890,2006/12,,,
5162,2007,삼성공조(주),006660,2006/12,,,
5163,2007,캠브리지코오롱(주),004620,2006/12,,,
5164,2007,한국고덴시(주),027840,2006/12,,,
5165,2007,(주)디비아이엔씨,012030,2006/12,,,
5166,2007,전방(주),000950,2006/12,,,
5167,2007,(주)에코바이브,015540,2006/12,,,
5168,2007,케이비아이동국실업(주),001620,2006/12,,,
5169,2007,(주)비비안,002070,2006/06,,,
5170,2007,(주)선진지주,014300,2006/12,,,
5171,2007,신성통상(주),005390,2006/06,,,
5172,2007,진양산업(주),003780,2006/12,,,
5173,2007,(주)신일건업,014350,2006/12,,,
5174,2007,대원제약(주),003220,2006/12,,,
5175,2007,흥아해운(주),003280,2006/12,,,
5176,2007,신성건설(주),001970,2006/12,,,
5177,2007,(주)서광건설산업,001600,2006/12,,,
5178,2007,평화홀딩스(주),010770,2006/12,,,
5179,2007,(주)남선알미늄,008350,2006/12,,,
5180,2007,삼익티에이치케이(주),004380,2006/12,,,
5181,2007,일진다이아몬드(주),081000,2006/12,,,
5182,2007,(주)TCC스틸,002710,2006/12,,,
5183,2007,세신(주),004230,2006/12,,,
5184,2007,코스모신소재(주),005070,2006/12,,,
5185,2007,에이치엘비글로벌(주),003580,2006/12,,,
5186,2007,(주)디아이,003160,2006/12,,,
5187,2007,(주)에프앤에프홀딩스,007700,2006/12,,,
5188,2007,(주)서흥,008490,2006/12,,,
5189,2007,(주)에넥스,011090,2006/12,,,
5190,2007,(주)콤텍시스템,031820,2006/12,,,
5191,2007,코스모화학(주),005420,2006/12,,,
5192,2007,(주)유성티에스아이,024870,2006/12,,,
5193,2007,(주)우성,006980,2006/12,,,
5194,2007,써니전자(주),004770,2006/12,,,
5195,2007,(주)위스컴,024070,2006/12,,,
5196,2007,아남전자(주),008700,2006/12,,,
5197,2007,티와이엠(주),002900,2006/12,,,
5198,2007,(주)더존비즈온,012510,2006/12,,,
5199,2007,(주)와이지플러스,037270,2006/12,,,
5200,2007,일성건설(주),013360,2006/12,,,
5201,2007,(주)에스지세계물산,004060,2006/12,,,
5202,2007,삼화콘덴서공업(주),001820,2006/12,,,
5203,2007,아세아페이퍼텍(주),009380,2006/12,,,
5204,2007,(주)삼익악기,002450,2006/12,,,
5205,2007,(주)한국전자홀딩스,006200,2006/12,,,
5206,2007,(주)보루네오가구,004740,2006/12,,,
5207,2007,한국내화(주),010040,2006/12,,,
5208,2007,만호제강(주),001080,2006/06,,,
5209,2007,한일철강(주),002220,2006/12,,,
5210,2007,미창석유공업(주),003650,2006/12,,,
5211,2007,대우전자부품(주),009320,2006/12,,,
5212,2007,평화산업(주),090080,2006/12,,,
5213,2007,한국주강(주),025890,2006/12,,,
5214,2007,조광피혁(주),004700,2006/12,,,
5215,2007,삼정펄프(주),009770,2006/12,,,
5216,2007,(주)사조해표,079660,2006/12,,,
5217,2007,(주)혜인,003010,2006/12,,,
5218,2007,제일연마공업(주),001560,2006/12,,,
5219,2007,(주)팜스코,036580,2006/12,,,
5220,2007,(주)동성화학,005190,2006/12,,,
5221,2007,대한방직(주),001070,2006/12,,,
5222,2007,(주)디알비동일,004840,2006/12,,,
5223,2007,(주)오라바이오틱스,016160,2006/12,,,
5224,2007,글로스텍(주),012410,2006/12,,,
5225,2007,보해양조(주),000890,2006/12,,,
5226,2007,(주)제일저축은행,024100,2006/06,,,
5227,2007,신대양제지(주),016590,2006/12,,,
5228,2007,(주)경동나비엔,009450,2006/12,,,
5229,2007,(주)한국특강,007280,2006/12,,,
5230,2007,(주)까뮤이앤씨,013700,2006/12,,,
5231,2007,이구산업(주),025820,2006/12,,,
5232,2007,영보화학(주),014440,2006/12,,,
