,year,회사명,거래소코드,회계년도,PER(최고),PER(최저),1주당순이익(원)
6751,2009,(주)우진플라임,049800,2008/12,0.0,0.0,-643.0
6752,2009,평산차업집단유한공사,950010,2008/09,,,0.0
6753,2009,고려산업(주),002140,2008/12,0.0,0.0,-1310.0
6754,2009,(주)코아스,071950,2008/12,0.0,0.0,-633.0
6755,2009,동원금속(주),018500,2008/03,144.01,68.62,11.0
6756,2009,(주)허메스홀딩스,012400,2008/12,0.0,0.0,-349.0
6757,2009,(주)한창,005110,2008/12,0.0,0.0,-54.0
6758,2009,(주)세우글로벌,013000,2008/12,9.4,2.62,137.0
6759,2009,일정실업(주),008500,2008/12,0.0,0.0,-4053.0
6760,2009,(주)훈영,017170,2008/12,0.0,0.0,-2612.0
6761,2009,(주)대한은박지,007480,2008/09,0.0,0.0,-2501.0
6762,2009,이화산업(주),000760,2008/03,311.22,124.77,36.0
6763,2009,태원물산(주),001420,2008/12,0.0,0.0,-8.0
6764,2009,(주)에코바이브,015540,2008/12,0.0,0.0,-116.0
6765,2009,(주)케드콤,011050,2008/12,0.0,0.0,-1716.0
6766,2009,(주)성안,011300,2008/12,13.75,5.05,195.0
6767,2009,(주)키다리스튜디오,020120,2008/12,161.57,41.29,17.0
6768,2009,글로스텍(주),012410,2008/12,0.0,0.0,-1090.0
6769,2009,부산산업(주),011390,2008/12,0.0,0.0,-4000.0
6770,2009,(주)동성화학,005190,2008/12,159.45,36.19,155.0
6771,2009,(주)오라바이오틱스,016160,2008/12,0.0,0.0,-5081.0
6772,2009,세기상사(주),002420,2008/12,161.62,72.8,259.0
6773,2009,진양화학(주),051630,2008/12,90.88,2.56,170.0
6774,2009,진양폴리우레탄(주),010640,2008/12,32.31,0.63,978.0
6775,2009,(주)국동,005320,2008/12,0.0,0.0,-834.0
6776,2009,(주)봉신,005350,2008/12,0.0,0.0,-607.0
6777,2009,(주)제로원인터랙티브,069470,2008/12,0.0,0.0,-174.0
6778,2009,(주)국보,001140,2008/12,0.0,0.0,-402.0
6779,2009,(주)유성티에스아이,024870,2008/12,0.0,0.0,-2988.0
6780,2009,(주)조인에너지,004820,2008/12,0.0,0.0,-5527.0
6781,2009,(주)서광건설산업,001600,2008/12,0.0,0.0,-5881.0
6782,2009,(주)아센디오,012170,2008/12,0.0,0.0,-1097.0
6783,2010,삼성전자(주),005930,2009/12,22.72,12.02,42137.0
6784,2010,포스코홀딩스(주),005490,2009/12,17.18,8.19,41380.0
6785,2010,현대자동차(주),005380,2009/12,11.76,3.87,10890.0
6786,2010,에이치디한국조선해양(주),009540,2009/12,9.03,5.22,35705.0
6787,2010,현대모비스(주),012330,2009/12,10.6,3.36,17812.0
6788,2010,(주)엘지화학,051910,2009/12,13.64,3.86,18213.0
6789,2010,(주)신한금융지주회사,055550,2009/12,,,
6790,2010,(주)KB금융지주,105560,2009/12,,,
6791,2010,삼성생명보험(주),032830,2009/03,,,
6792,2010,기아(주),000270,2009/12,5.6,1.63,3949.0
6793,2010,한국전력공사(주),015760,2009/12,0.0,0.0,-125.0
6794,2010,SK이노베이션(주),096770,2009/12,19.3,9.33,7311.0
6795,2010,엘지전자(주),066570,2009/12,21.17,9.54,7115.0
6796,2010,(주)엘지,003550,2009/12,54.72,24.3,0.0
6797,2010,엘지디스플레이(주),034220,2009/12,13.46,6.98,3043.0
6798,2010,에스케이하이닉스(주),000660,2009/12,0.0,0.0,-620.0
6799,2010,에스케이텔레콤(주),017670,2009/12,13.79,10.34,17808.0
6800,2010,롯데쇼핑(주),023530,2009/12,15.36,6.06,24667.0
6801,2010,우리금융지주(주),053000,2009/12,,,
6802,2010,삼성물산(주),000830,2009/12,31.59,15.77,2088.0
6803,2010,(주)케이티,030200,2009/12,22.56,16.97,2353.0
6804,2010,(주)신세계,004170,2009/12,20.15,12.35,30118.0
6805,2010,네이버(주),035420,2009/12,23.97,13.81,9307.0
6806,2010,삼성화재해상보험(주),000810,2009/03,,,
6807,2010,현대제철(주),004020,2009/12,6.66,2.26,13721.0
6808,2010,에쓰-오일(주),010950,2009/12,32.81,25.39,1971.0
6809,2010,중소기업은행,024110,2009/12,,,
6810,2010,삼성중공업(주),010140,2009/12,11.5,6.72,3105.0
6811,2010,삼성전기(주),009150,2009/12,42.2,12.31,2710.0
6812,2010,(주)하나금융지주,086790,2009/12,,,
6813,2010,두산에너빌리티(주),034020,2009/12,0.0,0.0,-3748.0
6814,2010,(주)케이티앤지,033780,2009/12,15.96,11.81,5803.0
6815,2010,롯데케미칼(주),011170,2009/12,4.6,1.66,25006.0
6816,2010,현대건설(주),000720,2009/12,18.72,11.44,4110.0
6817,2010,삼성카드(주),029780,2009/12,,,
6818,2010,삼성엔지니어링(주),028050,2009/12,18.85,6.09,6829.0
6819,2010,삼성SDI(주),006400,2009/12,48.76,14.38,4018.0
6820,2010,오씨아이홀딩스(주),010060,2009/12,17.1,10.48,18530.0
6821,2010,(주)한국외환은행,004940,2009/12,,,
6822,2010,한화오션(주),042660,2009/12,8.72,4.61,3055.0
6823,2010,한화생명보험(주),088350,2009/03,,,
6824,2010,(주)아모레퍼시픽,090430,2009/12,28.57,16.01,37658.0
6825,2010,에스케이(주),003600,2009/12,21.21,12.94,6998.0
6826,2010,(주)엘지생활건강,051900,2009/12,42.57,20.06,7550.0
6827,2010,(주)지에스,078930,2009/12,6.92,4.28,5321.0
6828,2010,(주)강원랜드,035250,2009/12,9.87,5.98,1902.0
6829,2010,지에스건설(주),006360,2009/12,16.32,5.8,7737.0
6830,2010,삼성증권(주),016360,2009/03,,,
6831,2010,현대글로비스(주),086280,2009/12,26.68,8.02,5061.0
6832,2010,제일모직(주),001300,2009/12,22.6,12.82,2654.0
6833,2010,한화에어로스페이스(주),012450,2009/12,44.91,11.72,2309.0
6834,2010,고려아연(주),010130,2009/12,10.29,3.33,23406.0
6835,2010,에이치엠엠(주),011200,2009/12,0.0,0.0,-6256.0
6836,2010,(주)대한항공,003490,2009/12,0.0,0.0,-1464.0
6837,2010,미래에셋증권(주),006800,2009/03,,,
6838,2010,한국앤컴퍼니(주),000240,2009/12,11.26,4.86,2417.0
6839,2010,에이치디현대인프라코어(주),042670,2009/12,0.0,0.0,-1981.0
6840,2010,(주)엔씨소프트,036570,2009/12,23.54,6.07,9468.0
6841,2010,(주)현대미포조선,010620,2009/12,8.93,4.13,19578.0
6842,2010,에스케이(주),034730,2009/12,17.7,10.93,2887.0
6843,2010,한화솔루션(주),009830,2009/12,5.99,2.24,2428.0
6844,2010,(주)대우건설,047040,2009/12,65.14,31.19,250.0
6845,2010,(주)케이씨씨,002380,2009/12,13.34,6.95,35640.0
6846,2010,디엘(주),000210,2009/12,10.24,4.11,8886.0
6847,2010,(주)두산,000150,2009/12,17.9,8.58,10006.0
6848,2010,한국가스공사(주),036460,2009/12,19.45,11.43,3278.0
6849,2010,(주)효성,004800,2009/12,11.81,3.99,10187.0
6850,2010,(주)엘지유플러스,032640,2009/12,9.91,6.89,1054.0
6851,2010,(주)포스코인터내셔널,047050,2009/12,30.5,13.31,1274.0
6852,2010,(주)한화,000880,2009/12,6.43,2.61,8072.0
6853,2010,한국전력기술(주),052690,2009/12,30.01,12.49,2162.0
6854,2010,(주)엘에스,006260,2009/12,17.34,8.75,7790.0
6855,2010,에스케이네트웍스(주),001740,2009/12,88.12,30.43,210.0
6856,2010,(주)한진해운,117930,2009/12,,,
6857,2010,DB손해보험(주),005830,2009/03,,,
6858,2010,(주)현대백화점,069960,2009/12,12.07,4.99,10564.0
6859,2010,엔에이치투자증권(주),005940,2009/03,,,
6860,2010,코웨이(주),021240,2009/12,20.21,11.34,2034.0
6861,2010,씨제이제일제당(주),097950,2009/12,11.62,5.73,20150.0
6862,2010,LS일렉트릭(주),010120,2009/12,18.47,7.08,5787.0
6863,2010,LG이노텍(주),011070,2009/12,83.67,19.44,2273.0
6864,2010,(주)부산은행,005280,2009/12,,,
6865,2010,에이치디씨(주),012630,2009/12,75.25,38.62,668.0
6866,2010,현대증권(주),003450,2009/03,,,
6867,2010,미래에셋증권(주),037620,2009/03,,,
6868,2010,한국투자금융지주(주),071050,2009/03,,,
6869,2010,한전케이피에스(주),051600,2009/12,21.63,10.28,2141.0
6870,2010,팬오션(주),028670,2009/12,0.0,0.0,-135.0
6871,2010,에이치엘홀딩스(주),060980,2009/12,0.0,0.0,6657.0
6872,2010,현대해상화재보험(주),001450,2009/03,,,
6873,2010,(주)오리온홀딩스,001800,2009/12,47.4,21.13,7065.0
6874,2010,금호석유화학(주),011780,2009/12,0.0,0.0,-31003.0
6875,2010,씨제이(주),001040,2009/12,11.37,5.31,6192.0
6876,2010,동국홀딩스(주),001230,2009/12,43.07,22.15,820.0
6877,2010,씨제이대한통운(주),000120,2009/12,483.01,206.14,295.0
6878,2010,롯데지주(주),004990,2009/12,21.89,13.67,67902.0
6879,2010,롯데정밀화학(주),004000,2009/12,18.37,10.61,3426.0
6880,2010,한온시스템(주),018880,2009/12,9.84,4.49,1418.0
6881,2010,(주)에스원,012750,2009/12,23.15,15.72,2804.0
6882,2010,(주)대구은행,005270,2009/12,,,
6883,2010,현대하이스코(주),010520,2009/12,26.83,8.04,684.0
6884,2010,STX조선해양(주),067250,2009/12,0.0,0.0,-221.0
6885,2010,(주)유한양행,000100,2009/12,20.61,14.51,11368.0
6886,2010,금호건설(주),002990,2009/12,0.0,0.0,-48232.0
6887,2010,(주)락앤락,115390,2009/12,0.0,0.0,1192.0
6888,2010,(주)HJ중공업,097230,2009/12,39.7,18.84,1086.0
6889,2010,(주)케이피케미칼,064420,2009/12,5.61,2.47,1667.0
6890,2010,(주)아모레퍼시픽그룹,002790,2009/12,17.79,7.55,10736.0
6891,2010,아시아나항공(주),020560,2009/12,0.0,0.0,-1520.0
6892,2010,(주)제일기획,030000,2009/12,17.03,6.8,20932.0
6893,2010,(주)영풍,000670,2009/12,8.45,4.64,83662.0
6894,2010,(주)엘엑스인터내셔널,001120,2009/12,12.12,5.5,2698.0
6895,2010,하이트진로(주),000080,2009/12,15.82,14.1,2830.0
6896,2010,(주)STX,011810,2009/12,0.0,0.0,-4312.0
6897,2010,태광산업(주),003240,2009/12,3.47,1.93,407015.0
6898,2010,(주)KB손해보험,002550,2009/03,,,
6899,2010,에스케이씨(주),011790,2009/12,98.11,43.88,288.0
6900,2010,동아쏘시오홀딩스(주),000640,2009/12,21.57,12.03,6634.0
6901,2010,코리안리재보험(주),003690,2009/03,,,
6902,2010,(주)녹십자,006280,2009/12,24.68,8.63,9021.0
6903,2010,(주)풍산,103140,2009/12,4.95,1.38,5265.0
6904,2010,(주)세아베스틸지주,001430,2009/12,0.0,0.0,-1098.0
6905,2010,에스케이디스커버리(주),006120,2009/12,14.51,5.02,6931.0
6906,2010,금호타이어(주),073240,2009/12,0.0,0.0,-11088.0
6907,2010,키움증권(주),039490,2009/03,,,
6908,2010,그랜드코리아레저(주),114090,2009/12,12.86,8.71,1676.0
6909,2010,동양생명보험(주),082640,2009/03,,,
6910,2010,(주)농심,004370,2009/12,12.6,9.33,22041.0
6911,2010,유안타증권(주),003470,2009/03,,,
6912,2010,(주)현대홈쇼핑,057050,2009/12,0.0,0.0,10607.0
6913,2010,현대엘리베이터(주),017800,2009/12,0.0,0.0,-29789.0
6914,2010,롯데칠성음료(주),005300,2009/12,142.19,105.26,6462.0
6915,2010,웅진에너지(주),103130,2009/12,0.0,0.0,8897.0
6916,2010,하이트맥주(주),103150,2009/12,18.83,12.22,10273.0
6917,2010,(주)호텔신라,008770,2009/12,27.32,15.5,806.0
6918,2010,메리츠화재해상보험(주),000060,2009/03,,,
6919,2010,(주)현대지에프홀딩스,005440,2009/12,11.39,5.77,8453.0
6920,2010,STX엔진(주),077970,2009/12,8.81,2.95,4439.0
6921,2010,(주)아이마켓코리아,122900,2009/12,0.0,0.0,7836.0
6922,2010,(주)롯데미도파,004010,2009/12,27.56,9.66,631.0
6923,2010,한국지역난방공사,071320,2009/12,0.0,0.0,17233.0
6924,2010,(주)엘에프,093050,2009/12,13.08,5.93,2447.0
6925,2010,대한전선(주),001440,2009/12,0.0,0.0,-5917.0
6926,2010,남해화학(주),025860,2009/12,0.0,0.0,-876.0
6927,2010,(주)엘지생명과학,068870,2009/12,60.68,28.71,1289.0
6928,2010,대신증권(주),003540,2009/03,,,
6929,2010,(주)카프로,006380,2009/12,47.33,18.15,211.0
6930,2010,(주)유수홀딩스,000700,2009/12,0.0,0.0,-19168.0
6931,2010,티케이지휴켐스(주),069260,2009/12,12.04,5.64,3204.0
6932,2010,넥센타이어(주),002350,2009/12,6.5,1.68,1219.0
6933,2010,(주)엘엑스하우시스,108670,2009/12,,,
6934,2010,에스케이증권(주),001510,2009/03,,,
6935,2010,두산건설(주),011160,2009/12,13.26,6.97,730.0
6936,2010,SNT다이내믹스(주),003570,2009/12,13.36,5.51,1468.0
6937,2010,한화투자증권(주),003530,2009/03,,,
6938,2010,(주)휠라홀딩스,081660,2009/12,0.0,0.0,0.0
6939,2010,(주)삼양홀딩스,000070,2009/12,5.72,3.21,9375.0
6940,2010,중국원양자원유한공사,900050,2009/12,,,
6941,2010,(주)웅진,016880,2009/12,143.66,73.23,109.0
6942,2010,현대차증권(주),001500,2009/03,,,
6943,2010,(주)포스코플랜텍,051310,2009/12,0.0,0.0,-246.0
6944,2010,에스엘(주),005850,2009/03,0.0,0.0,-1421.0
6945,2010,씨제이씨지브이(주),079160,2009/12,11.56,6.84,1972.0
6946,2010,현대코퍼레이션(주),011760,2009/12,0.0,0.0,-2354.0
6947,2010,도레이케미칼(주),008000,2009/12,499.58,45.79,22.0
6948,2010,NH농협증권(주),016420,2009/03,,,
6949,2010,(주)웅진씽크빅,095720,2009/12,10.89,5.52,2291.0
6950,2010,(주)빙그레,005180,2009/12,12.07,6.68,5562.0
6951,2010,(주)신도리코,029530,2009/12,11.37,8.29,5743.0
6952,2010,대한유화(주),006650,2009/12,3.98,0.79,15342.0
6953,2010,(주)세아홀딩스,058650,2009/12,31.57,23.25,2370.0
6954,2010,(주)에스비에스,034120,2009/12,39.19,19.44,1301.0
6955,2010,(주)대웅제약,069620,2009/03,33.5,8.92,3444.0
6956,2010,(주)대교,019680,2009/12,12.92,6.45,595.0
6957,2010,KG스틸(주),016380,2009/12,9.6,3.18,1492.0
6958,2010,쌍용씨앤이(주),003410,2009/12,11.63,5.03,937.0
6959,2010,(주)녹십자홀딩스,005250,2009/12,16.17,6.63,10549.0
6960,2010,한화손해보험(주),000370,2009/03,,,
6961,2010,남양유업(주),003920,2009/12,5.09,3.2,150783.0
6962,2010,(주)더존비즈온,012510,2009/12,179.93,7.58,89.0
6963,2010,고려제강(주),002240,2009/12,8.18,4.33,6540.0
6964,2010,(주)태영건설,009410,2009/12,15.89,6.63,630.0
6965,2010,(주)온미디어,045710,2009/12,36.09,13.5,135.0
6966,2010,(주)영원무역홀딩스,009970,2009/12,13.99,2.42,3211.0
6967,2010,한솔테크닉스(주),004710,2009/12,9.54,3.87,3522.0
6968,2010,하이트진로홀딩스(주),000140,2009/12,34.83,11.14,1458.0
6969,2010,동원산업(주),006040,2009/12,5.37,3.18,22335.0
6970,2010,한솔홀딩스(주),004150,2009/12,12.73,6.62,1119.0
6971,2010,세방전지(주),004490,2009/12,6.66,2.87,5021.0
6972,2010,(주)DB하이텍,000990,2009/12,0.0,0.0,-5361.0
6973,2010,한일홀딩스(주),003300,2009/12,16.35,9.92,5717.0
6974,2010,(주)한섬,020000,2009/12,7.9,3.36,2293.0
6975,2010,(주)삼천리,004690,2009/12,5.3,3.46,32271.0
6976,2010,(주)오뚜기,007310,2009/12,9.04,6.05,17926.0
6977,2010,한국전기초자(주),009720,2009/12,0.0,0.0,-15376.0
6978,2010,(주)한진중공업홀딩스,003480,2009/12,91.02,42.69,281.0
6979,2010,유진투자증권(주),001200,2009/03,,,
6980,2010,(주)엘에스네트웍스,000680,2009/12,100.5,38.41,98.0
6981,2010,(주)영원무역,111770,2009/12,,,
6982,2010,대한해운(주),005880,2009/12,0.0,0.0,-55748.0
6983,2010,한전산업개발(주),130660,2009/12,0.0,0.0,3767.0
6984,2010,(주)한진,002320,2009/12,94.45,61.0,446.0
6985,2010,(주)화신,010690,2009/12,3.5,1.0,1365.0
6986,2010,(주)대덕,008060,2009/12,7.52,2.76,1205.0
6987,2010,에이치엘디앤아이한라(주),014790,2009/12,5.07,1.35,7017.0
6988,2010,(주)전북은행,006350,2009/12,,,
6989,2010,무림피앤피(주),009580,2009/12,40.9,20.5,201.0
6990,2010,일진전기(주),103590,2009/12,9.92,2.57,1325.0
6991,2010,(주)코오롱,002020,2009/12,11.51,5.54,5835.0
6992,2010,(주)다우기술,023590,2009/12,9.4,4.37,1035.0
6993,2010,(주)티비에이치글로벌,084870,2009/12,22.28,3.31,428.0
6994,2010,(주)이원,017940,2009/12,0.0,0.0,-24550.0
6995,2010,(주)퍼시스,016800,2009/12,11.38,6.53,2697.0
6996,2010,에스비에스미디어홀딩스(주),101060,2009/12,141.45,15.51,168.0
6997,2010,SNT모티브(주),064960,2009/12,49.4,12.75,798.0
6998,2010,(주)유니드,014830,2009/12,8.57,4.88,5345.0
6999,2010,부광약품(주),003000,2009/03,31.08,7.32,1174.0
7000,2010,일양약품(주),007570,2009/03,0.0,0.0,-1216.0
7001,2010,신영증권(주),001720,2009/03,,,
7002,2010,에스케이가스(주),018670,2009/12,0.0,0.0,-4301.0
7003,2010,에스지씨에너지(주),005090,2009/12,8.32,3.32,5655.0
7004,2010,롯데푸드(주),002270,2009/12,6.9,3.1,36252.0
7005,2010,디와이(주),013570,2009/12,11.89,4.95,425.0
7006,2010,(주)풍산홀딩스,005810,2009/12,3.32,1.2,8655.0
7007,2010,롯데손해보험(주),000400,2009/03,,,
7008,2010,한미사이언스(주),008930,2009/12,27.23,17.57,5844.0
7009,2010,(주)신세계푸드,031440,2009/12,0.0,0.0,7121.0
7010,2010,DB금융투자(주),016610,2009/03,,,
7011,2010,교보증권(주),030610,2009/03,,,
7012,2010,(주)한샘,009240,2009/12,12.34,5.18,1165.0
7013,2010,(주)후성,093370,2009/12,59.83,26.9,87.0
7014,2010,흥국화재해상보험(주),000540,2009/03,,,
7015,2010,한국유리공업(주),002000,2009/12,0.0,0.0,-2000.0
7016,2010,(주)세아제강지주,003030,2009/12,22.83,13.72,2315.0
7017,2010,케이지모빌리티(주),003620,2009/12,0.0,0.0,-2875.0
7018,2010,진흥기업(주),002780,2009/12,0.0,0.0,-629.0
7019,2010,아이에스동서(주),010780,2009/12,7.51,3.7,1522.0
7020,2010,대한제분(주),001130,2009/12,4.76,2.64,32601.0
7021,2010,송원산업(주),004430,2009/12,13.52,3.63,1068.0
7022,2010,국도화학(주),007690,2009/12,10.86,4.87,3899.0
7023,2010,메리츠증권(주),008560,2009/03,,,
7024,2010,유니온스틸(주),003640,2009/12,0.0,0.0,-7470.0
7025,2010,(주)현대퓨처넷,126560,2009/12,0.0,0.0,1321.0
7026,2010,(주)종근당홀딩스,001630,2009/12,12.82,7.49,2024.0
7027,2010,(주)신성이엔지,011930,2009/12,0.0,0.0,-1007.0
7028,2010,케이피엑스케미칼(주),025000,2009/12,6.61,3.76,8170.0
7029,2010,한국쉘석유(주),002960,2009/12,5.93,2.6,24097.0
7030,2010,일진디스플레이(주),020760,2009/12,707.61,181.63,25.0
7031,2010,(주)광주신세계,037710,2009/12,5.83,3.97,22825.0
7032,2010,대성에너지(주),117580,2009/12,,,
7033,2010,금호전기(주),001210,2009/12,28.8,8.52,2865.0
7034,2010,(주)모토닉,009680,2009/12,7.42,3.99,1992.0
7035,2010,코원에너지서비스(주),026870,2009/12,8.39,5.61,3870.0
7036,2010,(주)알루코,001780,2009/12,57.74,12.23,68.0
7037,2010,STX중공업(주),071970,2009/12,23.02,6.97,1436.0
7038,2010,한올바이오파마(주),009420,2009/12,429.16,144.01,17.0
7039,2010,우리금융캐피탈(주),033660,2009/12,,,
7040,2010,(주)농심홀딩스,072710,2009/12,6.72,4.03,12249.0
7041,2010,광전자(주),017900,2009/12,31.3,12.3,92.0
7042,2010,대원강업(주),000430,2009/12,23.05,11.68,109.0
7043,2010,(주)시알홀딩스,000480,2009/12,12.21,7.16,8745.0
7044,2010,세방(주),004360,2009/12,7.52,4.01,2040.0
7045,2010,서울도시가스(주),017390,2009/12,11.2,7.33,8492.0
7046,2010,(주)이수화학,005950,2009/12,7.01,2.81,3287.0
7047,2010,한국철강(주),104700,2009/12,12.26,6.08,5002.0
7048,2010,대상(주),001680,2009/12,0.0,0.0,-175.0
7049,2010,롯데관광개발(주),032350,2009/12,0.0,0.0,-138.0
7050,2010,(주)경방,000050,2009/12,56.16,17.81,3144.0
7051,2010,세종공업(주),033530,2009/12,3.67,1.54,1957.0
7052,2010,(주)도화엔지니어링,002150,2009/12,0.0,0.0,1937.0
7053,2010,(주)서연,007860,2009/12,4.33,0.98,1501.0
7054,2010,케이피엑스홀딩스(주),092230,2009/12,7.95,2.73,10343.0
7055,2010,삼영전자공업(주),005680,2009/12,21.08,9.95,694.0
7056,2010,일신방직(주),003200,2009/12,4.63,4.07,14711.0
7057,2010,케이비캐피탈(주),021960,2009/12,,,
7058,2010,일성신약(주),003120,2009/12,24.65,17.71,4215.0
7059,2010,제일파마홀딩스(주),002620,2009/12,6.05,2.76,2096.0
7060,2010,(주)SNT홀딩스,036530,2009/12,14.95,4.55,1117.0
7061,2010,(주)부산도시가스,015350,2009/12,14.52,9.07,1856.0
7062,2010,대한제당(주),001790,2009/12,10.38,7.13,7108.0
7063,2010,한국콜마홀딩스(주),024720,2009/03,15.66,5.12,258.0
7064,2010,대한제강(주),084010,2009/12,25.17,3.9,2515.0
7065,2010,(주)디엔오토모티브,007340,2009/12,5.63,3.25,1891.0
7066,2010,한화화인케미칼(주),025850,2009/12,6.17,2.28,10077.0
7067,2010,사조산업(주),007160,2009/12,4.95,2.37,6942.0
7068,2010,율촌화학(주),008730,2009/12,14.39,8.19,723.0
7069,2010,(주)나이스홀딩스,034310,2009/12,17.78,11.85,0.0
7070,2010,아세아(주),002030,2009/12,10.58,5.65,7167.0
7071,2010,에이케이홀딩스(주),006840,2009/12,0.0,0.0,-2158.0
7072,2010,일동홀딩스(주),000230,2009/03,11.14,3.79,3945.0
7073,2010,한국단자공업(주),025540,2009/12,20.11,8.06,1467.0
7074,2010,(주)디비아이엔씨,012030,2009/12,68.2,23.04,331.0
7075,2010,한미반도체(주),042700,2009/12,29.27,10.14,294.0
7076,2010,일진홀딩스(주),015860,2009/12,28.32,13.81,203.0
7077,2010,(주)대웅,003090,2009/03,15.75,4.41,4266.0
7078,2010,동일산업(주),004890,2009/12,7.11,2.64,10464.0
7079,2010,(주)엔케이,085310,2009/12,0.0,0.0,-814.0
7080,2010,(주)케이씨,029460,2009/12,18.03,6.75,339.0
7081,2010,한세실업(주),105630,2009/12,,,
7082,2010,KISCO홀딩스(주),001940,2009/12,5.24,2.12,20552.0
7083,2010,사조동아원(주),008040,2009/12,46.19,26.14,101.0
7084,2010,엘브이엠씨홀딩스(주),900140,2009/12,,,
7085,2010,(주)크라운해태홀딩스,005740,2009/12,10.5,6.27,7771.0
7086,2010,동원시스템즈(주),014820,2009/12,0.0,0.0,-89.0
7087,2010,(주)지에스글로벌,001250,2009/12,15.68,2.26,2234.0
7088,2010,(주)알앤엘바이오,003190,2009/12,0.0,0.0,-286.0
7089,2010,신라교역(주),004970,2009/12,8.77,5.03,2048.0
7090,2010,(주)동원에프앤비,049770,2009/12,6.65,3.19,7508.0
7091,2010,(주)화인자산관리,010460,2009/03,,,
7092,2010,(주)한독,002390,2009/12,15.72,6.93,1552.0
7093,2010,(주)삼양제넥스,003940,2009/12,15.61,7.96,6322.0
7094,2010,대덕GDS(주),004130,2009/12,8.86,2.88,1637.0
7095,2010,(주)우진,105840,2009/12,0.0,0.0,1941.0
7096,2010,(주)무학,033920,2009/12,0.0,0.0,1803.0
7097,2010,(주)동아지질,028100,2009/12,18.45,10.24,1154.0
7098,2010,케이아이비플러그에너지(주),015590,2009/12,14.64,4.44,306.0
7099,2010,무림페이퍼(주),009200,2009/12,5.08,2.65,2350.0
7100,2010,부국증권(주),001270,2009/03,,,
7101,2010,(주)화승코퍼레이션,013520,2009/12,28.04,12.5,386.0
7102,2010,광동제약(주),009290,2009/12,8.96,5.77,497.0
7103,2010,(주)동양,001520,2009/12,0.0,0.0,-1117.0
7104,2010,(주)한솔케미칼,014680,2009/12,8.62,2.96,1623.0
7105,2010,유화증권(주),003460,2009/03,,,
7106,2010,동부건설(주),005960,2009/12,6.89,2.46,2609.0
7107,2010,기신정기(주),092440,2009/03,13.59,7.35,761.0
7108,2010,포스코스틸리온(주),058430,2009/12,0.0,0.0,-3207.0
7109,2010,세원이앤씨(주),091090,2009/12,246.4,90.83,59.0
7110,2010,파미셀(주),005690,2009/12,0.0,0.0,-2575.0
7111,2010,(주)에이치에스애드,035000,2009/12,203.07,100.68,78.0
7112,2010,(주)보령,003850,2009/12,28.29,11.13,1668.0
7113,2010,현대비앤지스틸(주),004560,2009/12,4.94,1.84,2005.0
7114,2010,(주)한국카본,017960,2009/12,13.54,5.85,824.0
7115,2010,우리종합금융(주),010050,2009/03,,,
7116,2010,(주)넥센,005720,2009/12,3.84,0.83,17217.0
7117,2010,(주)대성합동지주,005620,2009/12,24.81,10.79,6264.0
7118,2010,코스맥스비티아이(주),044820,2009/12,12.36,2.83,595.0
7119,2010,미원상사(주),002840,2009/12,6.95,2.46,13012.0
7120,2010,계룡건설산업(주),013580,2009/12,8.65,4.57,3473.0
7121,2010,경남기업(주),000800,2009/12,12.13,2.8,1448.0
7122,2010,(주)대창,012800,2009/12,2.79,0.67,564.0
7123,2010,제이더블유중외제약(주),001060,2009/12,22.43,7.43,1150.0
7124,2010,(주)풀무원,017810,2009/12,0.0,0.0,0.0
7125,2010,삼진제약(주),005500,2009/12,47.68,16.02,566.0
7126,2010,(주)이수페타시스,007660,2009/12,5.31,2.94,523.0
7127,2010,영진약품(주),003520,2009/12,0.0,0.0,-37.0
7128,2010,(주)케이이씨,092220,2009/12,0.0,0.0,-233.0
7129,2010,동화약품(주),000020,2009/03,13.44,3.49,5105.0
7130,2010,(주)대구백화점,006370,2009/03,7.77,3.48,2239.0
7131,2010,(주)예스코홀딩스,015360,2009/12,9.96,7.62,3633.0
7132,2010,한국공항(주),005430,2009/12,0.0,0.0,-9759.0
7133,2010,디아이동일(주),001530,2009/12,25.2,18.85,2929.0
7134,2010,이연제약(주),102460,2009/12,0.0,0.0,1331.0
7135,2010,(주)유니온,000910,2009/12,19.08,10.09,449.0
7136,2010,(주)디아이씨,092200,2009/12,0.0,0.0,-176.0
7137,2010,디씨엠(주),024090,2009/12,8.16,3.84,1337.0
7138,2010,대성홀딩스(주),016710,2009/12,3.63,1.84,2449.0
7139,2010,(주)디알비동일,004840,2009/12,27.06,4.67,348.0
7140,2010,태경산업(주),015890,2009/12,9.87,4.87,648.0
7141,2010,(주)경동인베스트,012320,2009/12,7.26,5.05,7629.0
7142,2010,(주)코리아써키트,007810,2009/12,23.22,11.51,205.0
7143,2010,(주)벽산,007210,2009/12,7.5,4.28,1580.0
7144,2010,제이에스전선(주),005560,2009/12,10.4,3.39,2356.0
7145,2010,(주)제주은행,006220,2009/12,,,
7146,2010,(주)사조대림,003960,2009/12,7.01,2.35,3607.0
7147,2010,(주)경인양행,012610,2009/12,119.95,7.22,312.0
7148,2010,삼부토건(주),001470,2009/12,31.94,14.85,1039.0
7149,2010,한국제지(주),002300,2009/12,3.89,1.71,12919.0
7150,2010,환인제약(주),016580,2009/12,10.05,7.25,1908.0
7151,2010,코오롱글로벌(주),003070,2009/12,40.16,23.09,246.0
7152,2010,(주)SNT에너지,100840,2009/12,7.7,2.42,5273.0
