,rtn_portfolio,year,event,rtn_kospi
2017-01-02,-0.00421646024549026,2016,santa,-0.0148005272047835
2017-01-03,0.003934881376212888,2016,santa,0.8789994977197457
2017-12-11,9.597257349282339e-05,2017,before,0.3039768763950956
2017-12-12,0.004830089654534575,2017,before,-0.4244399239254126
2017-12-13,0.006315134766799907,2017,before,0.7943945074410763
2017-12-14,-0.002814345441973111,2017,before,-0.4462747431604796
2017-12-15,0.020686227209135998,2017,before,0.5098274936505165
2017-12-18,-0.0029656904844160333,2017,before,-0.0076623762277905
2017-12-19,-0.008926647112431475,2017,before,-0.1349724271034746
2017-12-21,-0.005917369036675502,2017,santa,-1.9648723475700791
2017-12-22,0.006624762990531454,2017,santa,0.4407699548177657
2017-12-26,0.0017084151065084269,2017,santa,-0.5408618978013369
2017-12-27,0.008436785999126166,2017,santa,0.384364516159863
2017-12-28,-0.0021051204011182977,2017,santa,1.2648437969661197
2018-01-02,-0.005544020818760233,2017,santa,0.4928049214991903
2018-01-03,0.004100914532223431,2017,santa,0.2702073105629532
2018-12-12,0.00778610711542768,2018,before,1.4418183450638722
2018-12-13,0.02300976321238255,2018,before,0.6232674072270461
2018-12-14,0.00011350365846983122,2018,before,-1.2488447140768577
2018-12-17,-0.0018361768267923856,2018,before,0.0826433605704446
2018-12-18,-0.0031750523458641145,2018,before,-0.433587149166259
2018-12-19,0.03129378405359678,2018,before,0.8113039361252294
2018-12-20,-0.0050582132522617295,2018,before,-0.9005007557902123
2018-12-21,0.004282807833024708,2018,santa,0.0664948143288546
2018-12-24,0.012383752524780682,2018,santa,-0.3143348015002156
2018-12-26,-0.000587566134374303,2018,santa,-1.3138622134049591
2018-12-27,-0.0038128152353938023,2018,santa,0.0211996804036829
2018-12-28,-0.0036095861821959707,2018,santa,0.6211718374818931
2019-01-02,-0.01291391970548489,2018,santa,-1.5207952057989749
2019-01-03,-0.02189032909593092,2018,santa,-0.8109477028917955
2019-12-12,0.029556653436341684,2019,before,1.5069185656875428
2019-12-13,0.04560950521767696,2019,before,1.5392846674874283
2019-12-16,0.0058996190659146765,2019,before,-0.0967675455016747
2019-12-17,0.037839642409893355,2019,before,1.2697475053323304
2019-12-18,-9.785150603035179e-05,2019,before,-0.041896902264471
2019-12-19,0.0054700336116328555,2019,before,0.0820157475129645
2019-12-20,0.014482887295298105,2019,before,0.3469002824240119
2019-12-23,-0.0034759577495691524,2019,santa,-0.0213217939415311
2019-12-24,-0.007211582961810799,2019,santa,-0.6184971277573004
2019-12-26,0.010018900376377551,2019,santa,0.3584276937647734
2019-12-27,0.0236573439915048,2019,santa,0.2857247270019902
2019-12-30,-0.014657338037676665,2019,santa,-0.2967067193416772
2020-01-02,0.0010308982864706171,2019,santa,-1.0238116186621626
2020-01-03,-0.0010579798875784859,2019,santa,0.0593075074055926
2020-12-14,-0.020073673496870628,2020,before,-0.2837522384213309
2020-12-15,-0.014838133053901047,2020,before,-0.1947680438636467
2020-12-16,0.030725503642512263,2020,before,0.5430158781466687
2020-12-17,-0.011103242281142806,2020,before,-0.049069641015631
2020-12-18,0.008400488387424155,2020,before,0.0631670911440007
2020-12-21,0.009083808680740553,2020,before,0.2333892771273271
2020-12-22,-0.025011309160311884,2020,before,-1.6184108212118908
2020-12-23,-0.0013614156885753516,2020,santa,0.9562252118909154
2020-12-24,0.004920745762613761,2020,santa,1.704460359637272
2020-12-28,-0.0175478958801648,2020,santa,0.0619906289513361
2020-12-29,0.031657757423136784,2020,santa,0.42405154508518
2020-12-30,0.014532345871215381,2020,santa,1.877673213501585
2021-01-04,0.01470307207108116,2020,santa,2.470183478248833
2021-01-05,0.02841953698079345,2020,santa,1.566340673209421
2021-12-15,-0.016385876288950198,2021,before,0.0481916173222796
2021-12-16,0.0007719850651335565,2021,before,0.5693475974313689
2021-12-17,0.005367511738183017,2021,before,0.3765311015566874
2021-12-20,-0.02228794898136006,2021,before,-1.8136142339762464
2021-12-21,-0.0044168643268616735,2021,before,0.4060084136643604
2021-12-22,-0.001355140347496297,2021,before,0.3176422112992405
2021-12-23,0.009787263061899776,2021,before,0.4587044140299312
2021-12-24,0.006338259186892831,2021,santa,0.4756238017592729
2021-12-27,-0.006350398004534386,2021,santa,-0.4275579218363856
2021-12-28,0.016603833724641193,2021,santa,0.6897681675400946
2021-12-29,0.01275537477687952,2021,santa,-0.8923115798418313
2021-12-30,6.623133058290531e-05,2021,santa,-0.5225065568202791
2022-01-04,0.004577812444499302,2021,santa,0.3892360845209497
2022-01-05,-0.006794856990421404,2021,santa,-1.179899226775849
2022-12-14,0.0006972997101165868,2022,before,1.1317694638970588
2022-12-15,-0.008186115356311923,2022,before,-1.5954998143951182
2022-12-16,-0.008043693842313257,2022,before,-0.0402356312728557
2022-12-19,0.007613318447807695,2022,before,-0.3326284349829067
2022-12-20,-0.00349561435817521,2022,before,-0.802658117379984
2022-12-21,0.016920765482105735,2022,before,-0.1860072180468797
2022-12-22,0.009067873563603269,2022,before,1.1928134944633184
2022-12-23,-0.006814972661676105,2022,santa,-1.8262609386392012
2022-12-26,0.008764466788085215,2022,santa,0.1491103501006785
2022-12-27,0.007170852971621619,2022,santa,0.6754079257149215
2022-12-28,0.0030827105077914545,2022,santa,-2.243669040684837
2022-12-29,-0.04033780095333471,2022,santa,-1.9316384823744424
2023-01-02,-0.016924124934218625,2022,santa,-0.4797880941375898
2023-01-03,-0.0042803148369385,2022,santa,-0.3140623039235901
2023-12-12,0.0013448561654971882,2023,before,0.392415801621726
2023-12-13,-0.015580021551725498,2023,before,-0.9707095193917548
2023-12-14,0.01395811774225287,2023,before,1.3351079279824818
2023-12-15,0.012082414093597338,2023,before,0.7617435666441796
2023-12-18,0.0037943239513538868,2023,before,0.1287291404413304
2023-12-19,0.009782209404822322,2023,before,0.0658369110713819
2023-12-20,0.011759256647877338,2023,before,1.7811605431193644
2023-12-21,-0.00392623436710051,2023,santa,-0.546227633789631
2023-12-22,-0.005591550897252386,2023,santa,-0.0196156091796906
2023-12-26,0.007104184421206066,2023,santa,0.118486873042567
2023-12-27,-0.02010358196193074,2023,santa,0.4191944079145138
2023-12-28,0.011534381193779385,2023,santa,1.5986236578104052
2024-01-02,-0.0044799079329376915,2023,santa,0.5472126908107056
2024-01-03,-0.012840095687764522,2023,santa,-2.340990506003271
