회사명,거래소코드,회계년도,PER(최고)(IFRS),PER(최저)(IFRS),PBR(최고)(IFRS),PBR(최저)(IFRS),PCR(최고)(IFRS),PCR(최저)(IFRS),PSR(최고)(IFRS),PSR(최저)(IFRS),1주당순이익(IFRS)(원),유동자산(*)(요약)(IFRS연결)(백만원),부채(*)(요약)(IFRS연결)(백만원),당기순이익(손실)(요약)(IFRS연결)(백만원),매출액(수익)(요약)(IFRS연결)(백만원),매출총이익(손실)(요약)(IFRS연결)(백만원),계속영업이익(손실)(요약)(IFRS연결)(백만원)
(주)BNK금융지주,138930,2011/12,,,,,,,,,,,,,,,
(주)BNK금융지주,138930,2012/12,,,,,,,,,,,,,,,
(주)BNK금융지주,138930,2013/12,,,,,,,,,,,,,,,
(주)BNK금융지주,138930,2014/12,,,,,,,,,,,,,,,
(주)BNK금융지주,138930,2015/12,,,,,,,,,,,,,,,
(주)BNK금융지주,138930,2016/12,,,,,,,,,,,,,,,
(주)BNK금융지주,138930,2017/12,,,,,,,,,,,,,,,
(주)BNK금융지주,138930,2018/12,,,,,,,,,,,,,,,
(주)BNK금융지주,138930,2019/12,,,,,,,,,,,,,,,
(주)BNK금융지주,138930,2020/12,,,,,,,,,,,,,,,
(주)BNK금융지주,138930,2021/12,,,,,,,,,,,,,,,
(주)BNK금융지주,138930,2022/12,,,,,,,,,,,,,,,
(주)DB하이텍,000990,1981/12,,,,,,,,,,,,,,,
(주)DB하이텍,000990,1982/12,,,,,,,,,,,,,,,
(주)DB하이텍,000990,1983/12,,,,,,,,,,,,,,,
(주)DB하이텍,000990,1984/12,,,,,,,,,,,,,,,
(주)DB하이텍,000990,1985/12,,,,,,,,,,,,,,,
(주)DB하이텍,000990,1986/12,,,,,,,,,,,,,,,
(주)DB하이텍,000990,1987/12,,,,,,,,,,,,,,,
(주)DB하이텍,000990,1988/12,,,,,,,,,,,,,,,
(주)DB하이텍,000990,1989/12,,,,,,,,,,,,,,,
(주)DB하이텍,000990,1990/12,,,,,,,,,,,,,,,
(주)DB하이텍,000990,1991/12,,,,,,,,,,,,,,,
(주)DB하이텍,000990,1992/12,,,,,,,,,,,,,,,
(주)DB하이텍,000990,1993/12,,,,,,,,,,,,,,,
(주)DB하이텍,000990,1994/12,,,,,,,,,,,,,,,
(주)DB하이텍,000990,1995/12,,,,,,,,,,,,,,,
(주)DB하이텍,000990,1996/12,,,,,,,,,,,,,,,
(주)DB하이텍,000990,1997/12,,,,,,,,,,,,,,,
(주)DB하이텍,000990,1998/12,,,,,,,,,,,,,,,
(주)DB하이텍,000990,1999/12,,,,,,,,,,,,,,,
(주)DB하이텍,000990,2000/12,,,,,,,,,,,,,,,
(주)DB하이텍,000990,2001/12,,,,,,,,,,,,,,,
(주)DB하이텍,000990,2002/12,,,,,,,,,,,,,,,
(주)DB하이텍,000990,2003/12,,,,,,,,,,,,,,,
(주)DB하이텍,000990,2004/12,,,,,,,,,,,,,,,
(주)DB하이텍,000990,2005/12,,,,,,,,,,,,,,,
(주)DB하이텍,000990,2006/12,,,,,,,,,,,,,,,
(주)DB하이텍,000990,2007/12,0,0,1.11,0.39,0,0,0.69,0.25,-682,657666,2668432,-53587,1462818,223830,-50854
(주)DB하이텍,000990,2008/12,0,0,0.57,0.13,0,0,0.35,0.08,-8646,834665,2892786,-299267,1880811,369353,-299329
(주)DB하이텍,000990,2009/12,0,0,0.81,0.2,5.02,1.24,0.42,0.1,-5361,567639,2119070,-183352,1236479,155169,-513122
(주)DB하이텍,000990,2010/12,0,0,1.71,0.72,9.28,3.88,0.94,0.39,-5435,311090,983235,-191153,620043,-133770,-313286
(주)DB하이텍,000990,2011/12,0,0,3.66,1.21,13.09,4.32,1.51,0.5,-2414,279726,890982,-97947,552216,91775,-97947
(주)DB하이텍,000990,2012/12,0,0,2.49,1.35,7.23,3.92,0.84,0.46,-799,309144,866862,-31341,590786,96783,-47726
(주)DB하이텍,000990,2013/12,0,0,3.25,1.79,14.01,7.73,0.81,0.45,-1823,222961,853635,-83047,493752,89251,-83047
(주)DB하이텍,000990,2014/12,0,0,5.25,2.02,8.22,3.17,0.69,0.26,-1450,247582,864174,-77009,567718,136905,-77009
(주)DB하이텍,000990,2015/12,6.74,1.47,3.53,0.77,5.71,1.25,1.29,0.28,3131,337757,730586,126733,666595,229679,126733
(주)DB하이텍,000990,2016/12,10.6,5.92,2.75,1.54,3.78,2.11,1.21,0.67,2034,368924,644871,88344,773140,290010,88344
(주)DB하이텍,000990,2017/12,14.03,6.76,2.58,1.24,5.73,2.76,1.54,0.74,1719,353663,538153,110175,679738,253567,110175
(주)DB하이텍,000990,2018/12,9.74,4.68,1.84,0.88,5.07,2.44,1.38,0.67,2192,383379,508142,86829,669279,215336,86829
(주)DB하이텍,000990,2019/12,10.6,3.67,2.12,0.73,7.99,2.76,1.59,0.55,2790,426263,444239,104637,807416,294124,104637
(주)DB하이텍,000990,2020/12,14.05,3.9,3.07,0.85,7.5,2.08,2.49,0.69,3814,459208,383997,166026,935920,358885,166026
(주)DB하이텍,000990,2021/12,11.12,6.84,3.3,2.03,9.01,5.54,2.9,1.78,7293,815162,443888,316892,1214682,535197,316892
(주)DB하이텍,000990,2022/12,6.81,2.77,2.43,0.99,5.22,2.13,2.27,0.92,12852,1327724,484416,558837,1675288,933218,558837
(주)HJ중공업,097230,2007/12,,,,,,,,,,2410903,3945379,28408,1218728,119347,28408
(주)HJ중공업,097230,2008/12,54.78,8.64,1.65,0.26,0,0,0.9,0.14,1331,3020408,5936270,62998,3403175,534832,62998
(주)HJ중공업,097230,2009/12,39.7,18.84,1,0.47,0,0,0.64,0.3,1086,3363933,6092886,51644,3679824,534322,51644
(주)HJ중공업,097230,2010/12,0,0,1.19,0.49,9.47,3.92,0.83,0.34,-824,2757267,5569572,-72295,3167774,325985,-72295
(주)HJ중공업,097230,2011/12,0,0,1.13,0.38,0,0,0.87,0.29,-2409,2391530,5169832,-96920,2891499,226941,-96920
(주)HJ중공업,097230,2012/12,88.04,39.68,0.62,0.28,0,0,0.58,0.26,271,2274211,4869577,-53214,2549319,191059,-53214
(주)HJ중공업,097230,2013/12,0,0,0.52,0.26,0,0,0.48,0.24,-3299,2788908,5044381,-190193,2529341,64973,-190193
(주)HJ중공업,097230,2014/12,0,0,0.68,0.2,0,0,0.67,0.19,-2771,2647534,4897208,-299811,2520325,-16934,-299811
(주)HJ중공업,097230,2015/12,0,0,0.55,0.26,6.86,3.27,0.37,0.18,-2544,2429499,4546048,-260925,3115473,111036,-260925
(주)HJ중공업,097230,2016/12,0,0,0.55,0.33,6.28,3.81,0.26,0.16,-3215,2372221,4361281,-334446,2813271,59726,-334446
(주)HJ중공업,097230,2017/12,0,0,0.99,0.54,1.5,0.82,0.32,0.17,-2820,1894161,3629457,-277978,2452314,21248,-277978
(주)HJ중공업,097230,2018/12,0,0,0,0,2.34,0.95,0.24,0.1,-9087,1720906,3441806,-1283647,1697869,140780,19245
(주)HJ중공업,097230,2019/12,0,0,3.63,0.32,6.32,0.56,0.55,0.05,-1249,1300538,2225228,306169,1628751,177484,-35341
(주)HJ중공업,097230,2020/12,11.15,3.91,2.68,0.94,3.38,1.18,0.5,0.18,919,1067516,1873852,78346,1695815,130471,78346
(주)HJ중공업,097230,2021/12,0,0,2.03,1.3,0,0,0.51,0.33,-1681,948999,1953231,-139844,1706532,-20527,-139844
(주)HJ중공업,097230,2022/12,0,0,1.84,0.7,8.4,3.22,0.39,0.15,-603,1430318,2182707,-50160,1788163,96635,-50160
(주)JB금융지주,175330,2013/12,,,,,,,,,,,,,,,
(주)JB금융지주,175330,2014/12,,,,,,,,,,,,,,,
(주)JB금융지주,175330,2015/12,,,,,,,,,,,,,,,
(주)JB금융지주,175330,2016/12,,,,,,,,,,,,,,,
(주)JB금융지주,175330,2017/12,,,,,,,,,,,,,,,
(주)JB금융지주,175330,2018/12,,,,,,,,,,,,,,,
(주)JB금융지주,175330,2019/12,,,,,,,,,,,,,,,
(주)JB금융지주,175330,2020/12,,,,,,,,,,,,,,,
(주)JB금융지주,175330,2021/12,,,,,,,,,,,,,,,
(주)JB금융지주,175330,2022/12,,,,,,,,,,,,,,,
(주)KB금융지주,105560,2008/12,,,,,,,,,,,,,,,
(주)KB금융지주,105560,2009/12,,,,,,,,,,,,,,,
(주)KB금융지주,105560,2010/12,,,,,,,,,,,,,,,
(주)KB금융지주,105560,2011/12,,,,,,,,,,,,,,,
(주)KB금융지주,105560,2012/12,,,,,,,,,,,,,,,
(주)KB금융지주,105560,2013/12,,,,,,,,,,,,,,,
(주)KB금융지주,105560,2014/12,,,,,,,,,,,,,,,
(주)KB금융지주,105560,2015/12,,,,,,,,,,,,,,,
(주)KB금융지주,105560,2016/12,,,,,,,,,,,,,,,
(주)KB금융지주,105560,2017/12,,,,,,,,,,,,,,,
(주)KB금융지주,105560,2018/12,,,,,,,,,,,,,,,
(주)KB금융지주,105560,2019/12,,,,,,,,,,,,,,,
(주)KB금융지주,105560,2020/12,,,,,,,,,,,,,,,
(주)KB금융지주,105560,2021/12,,,,,,,,,,,,,,,
(주)KB금융지주,105560,2022/12,,,,,,,,,,,,,,,
(주)KB손해보험,002550,1981/12,,,,,,,,,,,,,,,
(주)KB손해보험,002550,1983/03,,,,,,,,,,,,,,,
(주)KB손해보험,002550,1984/03,,,,,,,,,,,,,,,
(주)KB손해보험,002550,1985/03,,,,,,,,,,,,,,,
(주)KB손해보험,002550,1986/03,,,,,,,,,,,,,,,
(주)KB손해보험,002550,1987/03,,,,,,,,,,,,,,,
(주)KB손해보험,002550,1988/03,,,,,,,,,,,,,,,
(주)KB손해보험,002550,1989/03,,,,,,,,,,,,,,,
(주)KB손해보험,002550,1990/03,,,,,,,,,,,,,,,
(주)KB손해보험,002550,1991/03,,,,,,,,,,,,,,,
(주)KB손해보험,002550,1992/03,,,,,,,,,,,,,,,
(주)KB손해보험,002550,1993/03,,,,,,,,,,,,,,,
(주)KB손해보험,002550,1994/03,,,,,,,,,,,,,,,
(주)KB손해보험,002550,1995/03,,,,,,,,,,,,,,,
(주)KB손해보험,002550,1996/03,,,,,,,,,,,,,,,
(주)KB손해보험,002550,1997/03,,,,,,,,,,,,,,,
(주)KB손해보험,002550,1998/03,,,,,,,,,,,,,,,
(주)KB손해보험,002550,1999/03,,,,,,,,,,,,,,,
(주)KB손해보험,002550,2000/03,,,,,,,,,,,,,,,
(주)KB손해보험,002550,2001/03,,,,,,,,,,,,,,,
(주)KB손해보험,002550,2002/03,,,,,,,,,,,,,,,
(주)KB손해보험,002550,2003/03,,,,,,,,,,,,,,,
(주)KB손해보험,002550,2004/03,,,,,,,,,,,,,,,
(주)KB손해보험,002550,2005/03,,,,,,,,,,,,,,,
(주)KB손해보험,002550,2006/03,,,,,,,,,,,,,,,
(주)KB손해보험,002550,2007/03,,,,,,,,,,,,,,,
(주)KB손해보험,002550,2008/03,,,,,,,,,,,,,,,
(주)KB손해보험,002550,2009/03,,,,,,,,,,,,,,,
(주)KB손해보험,002550,2010/03,,,,,,,,,,,,,,,
(주)KB손해보험,002550,2011/03,,,,,,,,,,,,,,,
(주)KB손해보험,002550,2012/03,,,,,,,,,,,,,,,
(주)KB손해보험,002550,2013/03,,,,,,,,,,,,,,,
(주)KB손해보험,002550,2014/12,,,,,,,,,,,,,,,
(주)KB손해보험,002550,2015/12,,,,,,,,,,,,,,,
(주)KB손해보험,002550,2016/12,,,,,,,,,,,,,,,
(주)LG데이콤,015940,1986/12,,,,,,,,,,,,,,,
(주)LG데이콤,015940,1987/12,,,,,,,,,,,,,,,
(주)LG데이콤,015940,1988/12,,,,,,,,,,,,,,,
(주)LG데이콤,015940,1989/12,,,,,,,,,,,,,,,
(주)LG데이콤,015940,1990/12,,,,,,,,,,,,,,,
(주)LG데이콤,015940,1991/12,,,,,,,,,,,,,,,
(주)LG데이콤,015940,1992/12,,,,,,,,,,,,,,,
(주)LG데이콤,015940,1993/12,,,,,,,,,,,,,,,
(주)LG데이콤,015940,1994/12,,,,,,,,,,,,,,,
(주)LG데이콤,015940,1995/12,,,,,,,,,,,,,,,
(주)LG데이콤,015940,1996/12,,,,,,,,,,,,,,,
(주)LG데이콤,015940,1997/12,,,,,,,,,,,,,,,
(주)LG데이콤,015940,1998/12,,,,,,,,,,,,,,,
(주)LG데이콤,015940,1999/12,,,,,,,,,,,,,,,
(주)LG데이콤,015940,2000/12,,,,,,,,,,,,,,,
(주)LG데이콤,015940,2001/12,,,,,,,,,,,,,,,
(주)LG데이콤,015940,2002/12,,,,,,,,,,,,,,,
(주)LG데이콤,015940,2003/12,,,,,,,,,,,,,,,
(주)LG데이콤,015940,2004/12,,,,,,,,,,,,,,,
(주)LG데이콤,015940,2005/12,,,,,,,,,,,,,,,
(주)LG데이콤,015940,2006/12,,,,,,,,,,,,,,,
(주)LG데이콤,015940,2007/12,19.58,11.6,1.99,1.18,7.91,4.69,1.93,1.14,1623,501857,1373982,147177,2196588,2196588,147177
(주)LG데이콤,015940,2008/12,15.58,10.25,1.37,0.9,5.8,3.81,1.14,0.75,1444,723636,1568963,122927,2581992,2581992,122927
(주)LG파워콤,045820,2001/12,,,,,,,,,,,,,,,
(주)LG파워콤,045820,2002/12,,,,,,,,,,,,,,,
(주)LG파워콤,045820,2003/12,,,,,,,,,,,,,,,
(주)LG파워콤,045820,2004/12,,,,,,,,,,,,,,,
(주)LG파워콤,045820,2005/12,,,,,,,,,,,,,,,
(주)LG파워콤,045820,2006/12,,,,,,,,,,,,,,,
(주)LG파워콤,045820,2007/12,0,0,0,0,0,0,0,0,213,,,,,,
(주)LG파워콤,045820,2008/12,166.2,124.04,1.02,0.76,3.06,2.29,0.78,0.58,49,,,,,,
(주)MH에탄올,023150,1989/12,,,,,,,,,,,,,,,
(주)MH에탄올,023150,1990/12,,,,,,,,,,,,,,,
(주)MH에탄올,023150,1991/12,,,,,,,,,,,,,,,
(주)MH에탄올,023150,1992/12,,,,,,,,,,,,,,,
(주)MH에탄올,023150,1993/12,,,,,,,,,,,,,,,
(주)MH에탄올,023150,1994/12,,,,,,,,,,,,,,,
(주)MH에탄올,023150,1995/12,,,,,,,,,,,,,,,
(주)MH에탄올,023150,1996/12,,,,,,,,,,,,,,,
(주)MH에탄올,023150,1997/12,,,,,,,,,,,,,,,
(주)MH에탄올,023150,1998/12,,,,,,,,,,,,,,,
(주)MH에탄올,023150,1999/12,,,,,,,,,,,,,,,
(주)MH에탄올,023150,2000/12,,,,,,,,,,,,,,,
(주)MH에탄올,023150,2001/12,,,,,,,,,,,,,,,
(주)MH에탄올,023150,2002/12,,,,,,,,,,,,,,,
(주)MH에탄올,023150,2003/12,,,,,,,,,,,,,,,
(주)MH에탄올,023150,2004/12,,,,,,,,,,,,,,,
(주)MH에탄올,023150,2005/12,,,,,,,,,,,,,,,
(주)MH에탄올,023150,2006/12,,,,,,,,,,,,,,,
(주)MH에탄올,023150,2007/12,19.13,7.83,2.01,0.82,22.49,9.21,1.65,0.68,496,,,,,,
(주)MH에탄올,023150,2008/12,0,0,1.8,0.77,5.98,2.56,1.43,0.61,-923,36596,78062,-6464,49352,7568,-6464
(주)MH에탄올,023150,2009/12,40.34,26.84,1.18,0.79,9.04,6.02,1.21,0.81,188,39869,86386,1317,64449,12251,1317
(주)MH에탄올,023150,2010/12,8.86,3.97,0.77,0.34,6.82,3.06,0.94,0.42,655,45987,88244,-1793,55048,8116,-1793
(주)MH에탄올,023150,2011/12,8.42,3.75,0.5,0.22,6.71,2.99,0.65,0.29,479,45678,91540,-4357,44785,7527,-4357
(주)MH에탄올,023150,2012/12,16.3,7.08,0.71,0.31,15.03,6.53,0.92,0.4,367,50010,94708,287,59768,10738,287
(주)MH에탄올,023150,2013/12,0,0,0.62,0.41,5.15,3.44,0.63,0.42,-1661,43178,83812,7028,62200,7883,7028
(주)MH에탄올,023150,2014/12,17.89,4.54,1.63,0.41,16.12,4.09,1.69,0.43,640,28731,32746,-203,48984,11874,4919
(주)MH에탄올,023150,2015/12,16.01,6.76,2.24,0.95,9.28,3.92,2.46,1.04,1059,22501,21112,7779,50386,13961,7779
(주)MH에탄올,023150,2016/12,7.94,5.99,1.06,0.8,5.28,3.98,1.32,1,1128,19709,8758,8145,48897,14935,8145
(주)MH에탄올,023150,2017/12,10.39,7.36,0.99,0.7,5.7,4.04,1.27,0.9,824,84768,393343,4308,51977,14752,4308
(주)MH에탄올,023150,2018/12,7.8,5.07,0.78,0.51,7.67,4.98,1.09,0.71,955,29576,348592,-12033,72796,19271,-12033
(주)MH에탄올,023150,2019/12,0,0,0.91,0.71,8.03,6.25,1.1,0.85,-752,32815,372085,-7552,80879,26660,-7552
(주)MH에탄올,023150,2020/12,87.73,37.65,1.85,0.79,13.28,5.7,1.98,0.85,178,37729,369254,3803,94645,34821,3803
(주)MH에탄올,023150,2021/12,29.13,11.35,2.62,1.02,70.86,27.62,3.14,1.22,759,52074,366757,8689,102067,43856,8689
(주)MH에탄올,023150,2022/12,17.72,9.28,1.68,0.88,0,0,1.96,1.03,873,52735,352043,11906,110722,43260,11906
(주)SH에너지화학,002360,1985/06,,,,,,,,,,,,,,,
(주)SH에너지화학,002360,1986/06,,,,,,,,,,,,,,,
(주)SH에너지화학,002360,1987/06,,,,,,,,,,,,,,,
(주)SH에너지화학,002360,1988/06,,,,,,,,,,,,,,,
(주)SH에너지화학,002360,1989/06,,,,,,,,,,,,,,,
(주)SH에너지화학,002360,1990/06,,,,,,,,,,,,,,,
(주)SH에너지화학,002360,1991/06,,,,,,,,,,,,,,,
(주)SH에너지화학,002360,1992/06,,,,,,,,,,,,,,,
(주)SH에너지화학,002360,1993/06,,,,,,,,,,,,,,,
(주)SH에너지화학,002360,1994/06,,,,,,,,,,,,,,,
(주)SH에너지화학,002360,1995/06,,,,,,,,,,,,,,,
(주)SH에너지화학,002360,1996/06,,,,,,,,,,,,,,,
(주)SH에너지화학,002360,1997/06,,,,,,,,,,,,,,,
(주)SH에너지화학,002360,1998/06,,,,,,,,,,,,,,,
(주)SH에너지화학,002360,1999/06,,,,,,,,,,,,,,,
(주)SH에너지화학,002360,2000/06,,,,,,,,,,,,,,,
(주)SH에너지화학,002360,2001/06,,,,,,,,,,,,,,,
(주)SH에너지화학,002360,2002/06,,,,,,,,,,,,,,,
(주)SH에너지화학,002360,2003/06,,,,,,,,,,,,,,,
(주)SH에너지화학,002360,2004/06,,,,,,,,,,,,,,,
(주)SH에너지화학,002360,2005/06,,,,,,,,,,,,,,,
(주)SH에너지화학,002360,2006/12,,,,,,,,,,,,,,,
(주)SH에너지화학,002360,2007/12,44.81,16.66,1.93,0.72,90.62,33.68,0.78,0.29,256,61529,56260,2749,233764,15070,2749
(주)SH에너지화학,002360,2008/12,0,0,15.04,0.56,155.52,5.78,7.16,0.27,-104,41942,59807,-15593,248526,-3502,-15593
(주)SH에너지화학,002360,2009/12,21.02,8.78,1.37,0.57,18.83,7.87,0.69,0.29,41,32480,30114,4921,136846,14494,4316
(주)SH에너지화학,002360,2010/12,0,0,1.13,0.68,112.84,67.89,0.46,0.27,-59.1,38947,34091,-6501,150631,12826,-6501
(주)SH에너지화학,002360,2011/12,14.66,8.42,0.73,0.42,6.63,3.81,0.27,0.15,28.5,50355,39468,1801,173209,12420,1801
(주)SH에너지화학,002360,2012/12,162.25,31.83,2.74,0.54,481.86,94.54,0.91,0.18,9.7,50509,38809,211,193950,15121,211
(주)SH에너지화학,002360,2013/12,32.02,16.07,2.32,1.16,20.67,10.37,0.67,0.34,44,59052,40890,4607,231912,17960,4607
(주)SH에너지화학,002360,2014/12,15.13,5.05,3.07,1.02,9.73,3.25,1.04,0.35,140,60326,26504,16733,230913,33251,16733
(주)SH에너지화학,002360,2015/12,22.07,10.6,3.3,1.59,11.36,5.45,1.3,0.63,114,68214,23875,12591,216441,37306,12591
(주)SH에너지화학,002360,2016/12,13.72,7.21,2.52,1.32,20.82,10.94,1.12,0.59,158.5,84223,20400,18029,218398,38639,18029
(주)SH에너지화학,002360,2017/12,22.84,16.66,2.03,1.48,12.48,9.11,1.1,0.8,80.3,87597,17619,9879,188115,26291,9879
(주)SH에너지화학,002360,2018/12,74.92,32.62,2.06,0.9,48.38,21.06,1.15,0.5,25,85759,17044,2034,183599,12269,2034
(주)SH에너지화학,002360,2019/12,0,0,1.75,1.02,11.61,6.75,1.22,0.71,-28.5,83559,24416,-3090,140853,6668,-3090
(주)SH에너지화학,002360,2020/12,0,0,2.17,0.62,51.03,14.66,2.12,0.61,-65.4,72449,27348,-6946,93584,1088,-6946
(주)SH에너지화학,002360,2021/12,213.18,122.6,1.79,1.03,0,0,1.15,0.66,6.9,78260,27890,611,139802,9933,611
(주)SH에너지화학,002360,2022/12,160.64,74.09,2.17,1,0,0,1.23,0.57,11.2,81703,30059,1832,167356,10961,1832
(주)SIMPAC,009160,1985/12,,,,,,,,,,,,,,,
(주)SIMPAC,009160,1986/12,,,,,,,,,,,,,,,
(주)SIMPAC,009160,1987/12,,,,,,,,,,,,,,,
(주)SIMPAC,009160,1988/12,,,,,,,,,,,,,,,
(주)SIMPAC,009160,1989/12,,,,,,,,,,,,,,,
(주)SIMPAC,009160,1990/12,,,,,,,,,,,,,,,
(주)SIMPAC,009160,1991/12,,,,,,,,,,,,,,,
(주)SIMPAC,009160,1992/12,,,,,,,,,,,,,,,
(주)SIMPAC,009160,1993/12,,,,,,,,,,,,,,,
(주)SIMPAC,009160,1994/12,,,,,,,,,,,,,,,
(주)SIMPAC,009160,1995/12,,,,,,,,,,,,,,,
(주)SIMPAC,009160,1996/12,,,,,,,,,,,,,,,
(주)SIMPAC,009160,1997/12,,,,,,,,,,,,,,,
(주)SIMPAC,009160,1998/12,,,,,,,,,,,,,,,
(주)SIMPAC,009160,1999/12,,,,,,,,,,,,,,,
(주)SIMPAC,009160,2000/12,,,,,,,,,,,,,,,
(주)SIMPAC,009160,2001/12,,,,,,,,,,,,,,,
(주)SIMPAC,009160,2002/12,,,,,,,,,,,,,,,
(주)SIMPAC,009160,2003/12,,,,,,,,,,,,,,,
(주)SIMPAC,009160,2004/12,,,,,,,,,,,,,,,
(주)SIMPAC,009160,2005/12,,,,,,,,,,,,,,,
(주)SIMPAC,009160,2006/12,,,,,,,,,,,,,,,
(주)SIMPAC,009160,2007/12,9.42,3.78,1.72,0.69,9.84,3.94,1.04,0.42,519,,,,,,
(주)SIMPAC,009160,2008/12,7.19,1.53,2.03,0.43,37.16,7.91,1.39,0.3,1024,,,,,,
(주)SIMPAC,009160,2009/12,7.99,4.54,1.07,0.61,8.5,4.83,0.89,0.51,555,73996,72800,13693,122569,25726,13693
(주)SIMPAC,009160,2010/12,10.14,5.1,1.14,0.57,6.43,3.23,0.84,0.42,557,133475,124127,20515,181795,37874,20515
(주)SIMPAC,009160,2011/12,11.05,5.59,1.54,0.78,12.88,6.52,1.09,0.55,785,152885,141938,24977,215366,44956,24977
(주)SIMPAC,009160,2012/12,10.55,5.98,1.37,0.77,18.3,10.37,1.06,0.6,833,152758,130805,19286,225353,42491,19286
(주)SIMPAC,009160,2013/12,11.59,7.92,1.14,0.78,19,12.99,1.09,0.74,711,108635,153155,20044,205751,41346,20044
(주)SIMPAC,009160,2014/12,21.72,14.17,1.11,0.72,7.64,4.98,0.98,0.64,378,144850,162814,14312,263152,43068,14312
(주)SIMPAC,009160,2015/12,11.96,6.98,1.08,0.63,22.18,12.95,1.09,0.64,719,174087,190826,16450,269528,48115,16450
(주)SIMPAC,009160,2016/12,10.51,7.61,0.77,0.56,5.67,4.1,0.8,0.58,613,176779,177449,16184,267074,49360,16184
(주)SIMPAC,009160,2017/12,21.2,16.19,0.68,0.52,0,0,0.74,0.57,282,150672,140332,12896,230635,37625,12896
(주)SIMPAC,009160,2018/12,2.44,0.93,0.38,0.14,4.19,1.6,0.57,0.22,1513,310736,246718,69199,306151,34156,69199
(주)SIMPAC,009160,2019/12,23.11,13.08,0.64,0.36,5.89,3.33,0.68,0.38,190,289195,237950,9488,430085,44780,9488
(주)SIMPAC,009160,2020/12,7.45,4.14,0.46,0.25,451.62,251.07,0.72,0.4,452,353238,273292,34139,365863,37678,34139
(주)SIMPAC,009160,2021/12,9.89,2.45,1.36,0.34,14.08,3.49,1.32,0.33,1165,542192,356567,90833,613013,159437,90833
(주)SIMPAC,009160,2022/12,12.87,6.07,1.21,0.57,26.7,12.6,1.21,0.57,862,576767,365416,76137,672229,175641,76137
(주)SNT에너지,100840,2008/12,,,,,,,,,,,,,,,
(주)SNT에너지,100840,2009/12,7.7,2.42,1.64,0.51,7.9,2.48,1.49,0.47,5273,,,,,,
(주)SNT에너지,100840,2010/12,90.41,36.08,1.81,0.72,0,0,1.35,0.54,485,,,,,,
(주)SNT에너지,100840,2011/12,0,0,0.99,0.54,0,0,0.79,0.44,-648,,,,,,
(주)SNT에너지,100840,2012/12,19.06,11.03,0.97,0.56,6.5,3.76,0.75,0.43,1298,,,,,,
(주)SNT에너지,100840,2013/12,9.04,6.39,0.76,0.54,7.27,5.14,0.73,0.52,2285,,,,,,
(주)SNT에너지,100840,2014/12,11.57,9.28,0.65,0.52,0,0,0.54,0.43,1590,,,,,,
(주)SNT에너지,100840,2015/12,8.58,3.96,1.03,0.48,105.23,48.52,0.89,0.41,3815,,,,,,
(주)SNT에너지,100840,2016/12,126.99,71.71,0.93,0.52,6.02,3.4,0.83,0.47,234,,,,,,
(주)SNT에너지,100840,2017/12,32.32,20.87,0.64,0.41,0,0,0.8,0.52,647,,,,,,
(주)SNT에너지,100840,2018/12,68.56,41.57,0.55,0.33,8.67,5.26,0.9,0.54,257,,,,,,
(주)SNT에너지,100840,2019/12,10.43,5.41,0.64,0.33,0,0,0.75,0.39,2027,204987,88942,15452,213327,35692,15452
(주)SNT에너지,100840,2020/12,15.88,8.18,0.64,0.33,2.25,1.16,0.65,0.33,1360,203747,99579,9788,237400,40089,9788
(주)SNT에너지,100840,2021/12,16.42,8.76,0.88,0.47,7.6,4.05,1.28,0.69,2025,199665,87294,12503,171088,28721,12503
(주)SNT에너지,100840,2022/12,31.13,16.14,0.84,0.44,10.48,5.43,1.11,0.58,988,253392,174342,15099,202879,22121,15099
(주)SNT홀딩스,036530,1997/12,,,,,,,,,,,,,,,
(주)SNT홀딩스,036530,1998/12,,,,,,,,,,,,,,,
(주)SNT홀딩스,036530,1999/12,,,,,,,,,,,,,,,
(주)SNT홀딩스,036530,2000/12,,,,,,,,,,,,,,,
(주)SNT홀딩스,036530,2001/12,,,,,,,,,,,,,,,
(주)SNT홀딩스,036530,2002/12,,,,,,,,,,,,,,,
(주)SNT홀딩스,036530,2003/12,,,,,,,,,,,,,,,
(주)SNT홀딩스,036530,2004/12,,,,,,,,,,,,,,,
(주)SNT홀딩스,036530,2005/12,,,,,,,,,,,,,,,
(주)SNT홀딩스,036530,2006/12,,,,,,,,,,,,,,,
(주)SNT홀딩스,036530,2007/12,40.81,13.43,3.25,1.07,0,0,4.56,1.5,1705,725442,635728,54043,1246833,203141,54043
(주)SNT홀딩스,036530,2008/12,18.43,1.93,1.06,0.11,34.65,3.62,11.77,1.23,2000,748821,769461,59129,1090956,175360,59129
(주)SNT홀딩스,036530,2009/12,14.95,4.55,0.71,0.22,88.59,26.95,8.07,2.45,1117,980300,887437,66370,1176421,213070,66370
(주)SNT홀딩스,036530,2010/12,59.67,35.93,0.73,0.44,287.9,173.36,137.78,82.97,312,953602,761002,85736,1500161,245177,85736
(주)SNT홀딩스,036530,2011/12,42.06,25.88,0.64,0.39,25.93,15.96,107.41,66.1,385,1041841,813821,87197,1663846,214497,87197
(주)SNT홀딩스,036530,2012/12,23.68,14.51,0.56,0.34,24.61,15.08,24.48,14.99,619,998858,756881,63254,1668750,203581,63254
