회사명,거래소코드,회계년도,PER(최고)(IFRS),PER(최저)(IFRS),PBR(최고)(IFRS),PBR(최저)(IFRS),PCR(최고)(IFRS),PCR(최저)(IFRS),PSR(최고)(IFRS),PSR(최저)(IFRS),1주당순이익(IFRS)(원),유동자산(*)(요약)(IFRS연결)(백만원),부채(*)(요약)(IFRS연결)(백만원),당기순이익(손실)(요약)(IFRS연결)(백만원),매출액(수익)(요약)(IFRS연결)(백만원),매출총이익(손실)(요약)(IFRS연결)(백만원),계속영업이익(손실)(요약)(IFRS연결)(백만원)
(주)이수화학,005950,2006/12,,,,,,,,,,,,,,,
(주)이수화학,005950,2007/12,0,0,0.87,0.36,0,0,0.21,0.09,-1130,272729,282082,-9508,939377,45659,-9508
(주)이수화학,005950,2008/12,4.48,1.89,0.53,0.22,3.31,1.4,0.12,0.05,3891,423826,385053,30236,1456497,96385,30236
(주)이수화학,005950,2009/12,7.01,2.81,0.58,0.23,4.05,1.62,0.22,0.09,3287,573045,609691,32784,1505332,138169,32784
(주)이수화학,005950,2010/12,6.38,2.82,0.67,0.29,5.24,2.32,0.25,0.11,4070,573631,612679,42813,1730040,152561,42813
(주)이수화학,005950,2011/12,90.72,41.7,0.94,0.43,10.98,5.05,0.28,0.13,387,608802,733868,19278,2055883,149501,19278
(주)이수화학,005950,2012/12,13.44,7.69,0.86,0.49,28.26,16.18,0.25,0.14,2322,642783,820063,19620,2231442,131761,19620
(주)이수화학,005950,2013/12,18.23,9.65,0.64,0.34,0,0,0.19,0.1,1264,669709,887594,-60454,2072702,89530,-60454
(주)이수화학,005950,2014/12,0,0,0.41,0.26,0,0,0.15,0.09,-96,571907,720011,-86426,1851576,38840,-86426
(주)이수화학,005950,2015/12,0,0,0.38,0.23,3.31,2,0.19,0.12,-1039,533187,677745,-54617,1471229,79853,-54617
(주)이수화학,005950,2016/12,12.58,5.59,0.57,0.25,6.84,3.04,0.34,0.15,1671,591153,753761,7863,1515418,131713,7863
(주)이수화학,005950,2017/12,87.57,68.89,0.57,0.45,10.4,8.18,0.27,0.21,225,492032,655384,-927,1507752,107733,-927
(주)이수화학,005950,2018/12,8.41,4.99,0.41,0.24,32938.97,19552.23,0.2,0.12,1951,465347,533232,-1611,1531336,86374,-1611
(주)이수화학,005950,2019/12,0,0,0.32,0.22,4.95,3.4,0.15,0.1,-305,561736,686765,-18914,1516192,96460,-20538
(주)이수화학,005950,2020/12,0,0,0.69,0.21,3.99,1.22,0.34,0.1,-8598,512851,683246,-143142,1313295,128100,-143142
(주)이수화학,005950,2021/12,13.23,7.57,1.03,0.59,7.49,4.28,0.39,0.22,1478,668559,777123,96522,1703337,185011,96522
(주)이수화학,005950,2022/12,61.69,21.61,1.89,0.66,0,0,0.56,0.2,571,648004,782591,26234,2207648,150443,26234
(주)이스타코,015020,1985/12,,,,,,,,,,,,,,,
(주)이스타코,015020,1986/12,,,,,,,,,,,,,,,
(주)이스타코,015020,1987/12,,,,,,,,,,,,,,,
(주)이스타코,015020,1988/12,,,,,,,,,,,,,,,
(주)이스타코,015020,1989/12,,,,,,,,,,,,,,,
(주)이스타코,015020,1990/12,,,,,,,,,,,,,,,
(주)이스타코,015020,1991/12,,,,,,,,,,,,,,,
(주)이스타코,015020,1992/12,,,,,,,,,,,,,,,
(주)이스타코,015020,1993/12,,,,,,,,,,,,,,,
(주)이스타코,015020,1994/12,,,,,,,,,,,,,,,
(주)이스타코,015020,1995/12,,,,,,,,,,,,,,,
(주)이스타코,015020,1996/12,,,,,,,,,,,,,,,
(주)이스타코,015020,1997/12,,,,,,,,,,,,,,,
(주)이스타코,015020,1998/12,,,,,,,,,,,,,,,
(주)이스타코,015020,1999/12,,,,,,,,,,,,,,,
(주)이스타코,015020,2000/12,,,,,,,,,,,,,,,
(주)이스타코,015020,2001/12,,,,,,,,,,,,,,,
(주)이스타코,015020,2002/12,,,,,,,,,,,,,,,
(주)이스타코,015020,2003/12,,,,,,,,,,,,,,,
(주)이스타코,015020,2004/12,,,,,,,,,,,,,,,
(주)이스타코,015020,2005/12,,,,,,,,,,,,,,,
(주)이스타코,015020,2006/12,,,,,,,,,,,,,,,
(주)이스타코,015020,2007/12,55.73,25.33,1.69,0.77,18.48,8.4,1.81,0.82,29,,,,,,
(주)이스타코,015020,2008/12,8.27,3.07,1.08,0.4,2.86,1.06,0.95,0.35,138,,,,,,
(주)이스타코,015020,2009/12,23.44,3.41,2.35,0.34,22.41,3.26,2.47,0.36,117,,,,,,
(주)이스타코,015020,2010/12,0,0,0.98,0.46,0,0,5.21,2.46,-91,,,,,,
(주)이스타코,015020,2011/12,0,0,0.56,0.28,9.32,4.64,2.97,1.48,-69,,,,,,
(주)이스타코,015020,2012/12,0,0,2.22,0.37,0,0,12.42,2.05,-127,14706,43793,-5654,10908,2130,-5654
(주)이스타코,015020,2013/12,5.01,1.07,1.89,0.4,2.08,0.44,2.41,0.52,509,25083,40468,18260,48120,30542,18260
(주)이스타코,015020,2014/12,0,0,4.73,1.4,0,0,32.61,9.61,-70,7464,21838,-3117,23620,3181,-3117
(주)이스타코,015020,2015/12,94.01,42.67,2.65,1.2,0,0,20.53,9.32,37,57731,63762,1216,23938,4757,1216
(주)이스타코,015020,2016/12,0,0,2.33,0.99,35.25,14.92,20.19,8.54,-209,62487,75071,-9547,13722,2466,-9547
(주)이스타코,015020,2017/12,0,0,1.91,0.66,3.16,1.09,2.2,0.76,-10,34656,48837,-2982,53880,7434,-2982
(주)이스타코,015020,2018/12,0,0,1.84,0.64,0,0,10.87,3.8,-188,29977,45937,-5224,26568,3400,-5224
(주)이스타코,015020,2019/12,3.25,1.93,0.75,0.45,2.12,1.26,1.49,0.89,307,,,,,,
(주)이스타코,015020,2020/12,0,0,0.77,0.34,0,0,6.21,2.76,-1,,,,,,
(주)이스타코,015020,2021/12,216.08,18.69,6.52,0.56,0,0,45.82,3.96,38,,,,,,
(주)이스타코,015020,2022/12,0,0,3.89,0.77,0,0,22.76,4.51,-129,,,,,,
(주)이아이디,093230,2004/12,,,,,,,,,,,,,,,
(주)이아이디,093230,2005/12,,,,,,,,,,,,,,,
(주)이아이디,093230,2006/12,,,,,,,,,,,,,,,
(주)이아이디,093230,2007/12,9.7,5.73,1.78,1.05,18,10.64,1.06,0.63,2309,,,,,,
(주)이아이디,093230,2008/12,8.24,3.93,1.43,0.68,11.74,5.6,1.17,0.56,1912,99516,23859,18325,139632,22690,18325
(주)이아이디,093230,2009/12,16.8,7.34,1.6,0.7,64.43,28.16,1.23,0.54,1036,92488,30587,9866,145971,16352,9866
(주)이아이디,093230,2010/12,0,0,1.32,0.73,0,0,1.43,0.79,-1334,77169,47667,-11914,86481,-1138,-11914
(주)이아이디,093230,2011/12,0,0,1.53,0.5,0,0,3.18,1.04,-3208,36261,34958,-26809,40235,-10296,-26809
(주)이아이디,093230,2012/12,0,0,6.35,0.67,0,0,12.49,1.32,-1578,24498,17277,-27257,15928,-5932,-14901
(주)이아이디,093230,2013/12,0,0,4.93,1.54,0,0,14.05,4.39,-786,,,,,,
(주)이아이디,093230,2014/12,0,0,6.29,2.08,0,0,11.23,3.71,-742,10248,29765,-22742,25563,322,-22742
(주)이아이디,093230,2015/12,0,0,4.11,0.89,0,0,4.17,0.9,-54,17573,41188,-2519,41162,-1380,-2519
(주)이아이디,093230,2016/12,0,0,4.17,1.72,0,0,3.22,1.33,-170,10602,10354,-14085,36050,513,-10963
(주)이아이디,093230,2017/12,97.1,37.42,1.35,0.52,0,0,1.1,0.43,8,60538,30757,709,84380,923,709
(주)이아이디,093230,2018/12,0,0,1.04,0.3,0,0,0.63,0.18,-54,34615,6130,-6706,121343,1272,-6706
(주)이아이디,093230,2019/12,0,0,2.2,0.51,0,0,4.41,1.02,-3,122371,67320,466,141021,10700,466
(주)이아이디,093230,2020/12,0,0,2.14,0.68,0,0,4.05,1.28,-36,99949,78640,-22444,165215,18339,-22444
(주)이아이디,093230,2021/12,47.91,13.9,2.53,0.73,0,0,5.55,1.61,17,177610,261616,5900,222431,787,5900
(주)이아이디,093230,2022/12,0,0,4.46,0.39,0,0,5.4,0.48,-1130,159913,384427,-99474,269174,12777,-99474
(주)이엔플러스,074610,2003/12,,,,,,,,,,,,,,,
(주)이엔플러스,074610,2004/12,,,,,,,,,,,,,,,
(주)이엔플러스,074610,2005/12,,,,,,,,,,,,,,,
(주)이엔플러스,074610,2006/12,,,,,,,,,,,,,,,
(주)이엔플러스,074610,2007/12,0,0,7.91,1.63,0,0,4.68,0.97,-805,,,,,,
(주)이엔플러스,074610,2008/12,0,0,7.76,1.37,0,0,3.22,0.57,-323,,,,,,
(주)이엔플러스,074610,2009/12,0,0,3,1.27,0,0,1.33,0.57,-150,,,,,,
(주)이엔플러스,074610,2010/12,0,0,2.72,1.28,0,0,2.64,1.24,-50,7853,7767,-2444,15006,-319,-2039
(주)이엔플러스,074610,2011/12,0,0,5.36,1.63,57.67,17.5,4.95,1.5,-91,6118,8391,-5284,13800,463,-3991
(주)이엔플러스,074610,2012/12,0,0,7.41,1.51,0,0,3.89,0.79,-314,4181,4486,-3691,15924,1039,-3691
(주)이엔플러스,074610,2013/12,0,0,4.63,0.68,26.02,3.82,1.93,0.28,-121,2207,3669,-1310,15793,2554,-1310
(주)이엔플러스,074610,2014/12,31.08,14.75,2.06,0.98,43.38,20.59,0.96,0.46,34,4622,4546,753,16730,3546,753
(주)이엔플러스,074610,2015/12,135.03,19.33,9.83,1.41,167.19,23.94,4.65,0.67,38,6414,5741,686,18089,3953,686
(주)이엔플러스,074610,2016/12,28.03,14.07,4.34,2.18,28.16,14.14,1.58,0.79,130.31,14030,7994,2071,38362,8633,2071
(주)이엔플러스,074610,2017/12,0,0,10.02,3.29,0,0,3.41,1.12,-460,23751,38495,-11770,44680,7117,-11302
(주)이엔플러스,074610,2018/12,0,0,15.06,2.65,0,0,20.98,3.7,-52,37991,52801,-8337,39779,3710,-8337
(주)이엔플러스,074610,2019/12,0,0,9.33,2.3,0,0,13.04,3.22,-1243,44206,71424,-34348,40364,940,-33715
(주)이엔플러스,074610,2020/12,0,0,5.37,2.06,0,0,12.78,4.91,-316,19569,35058,-14091,27447,1188,-14091
(주)이엔플러스,074610,2021/12,0,0,3.83,1.95,0,0,5.36,2.73,-500,48698,30436,-19549,55395,8989,-19549
(주)이엔플러스,074610,2022/12,0,0,7.15,2.51,53.56,18.83,19.42,6.83,-682,57415,55541,-36257,26895,3142,-36257
(주)이원,017940,1986/12,,,,,,,,,,,,,,,
(주)이원,017940,1987/12,,,,,,,,,,,,,,,
(주)이원,017940,1988/12,,,,,,,,,,,,,,,
(주)이원,017940,1989/12,,,,,,,,,,,,,,,
(주)이원,017940,1990/12,,,,,,,,,,,,,,,
(주)이원,017940,1991/12,,,,,,,,,,,,,,,
(주)이원,017940,1992/12,,,,,,,,,,,,,,,
(주)이원,017940,1993/12,,,,,,,,,,,,,,,
(주)이원,017940,1994/12,,,,,,,,,,,,,,,
(주)이원,017940,1995/12,,,,,,,,,,,,,,,
(주)이원,017940,1996/12,,,,,,,,,,,,,,,
(주)이원,017940,1997/12,,,,,,,,,,,,,,,
(주)이원,017940,1998/12,,,,,,,,,,,,,,,
(주)이원,017940,1999/12,,,,,,,,,,,,,,,
(주)이원,017940,2000/12,,,,,,,,,,,,,,,
(주)이원,017940,2001/12,,,,,,,,,,,,,,,
(주)이원,017940,2002/12,,,,,,,,,,,,,,,
(주)이원,017940,2003/12,,,,,,,,,,,,,,,
(주)이원,017940,2004/12,,,,,,,,,,,,,,,
(주)이원,017940,2005/12,,,,,,,,,,,,,,,
(주)이원,017940,2006/12,,,,,,,,,,,,,,,
(주)이원,017940,2007/12,17.77,4.36,2.3,0.56,0,0,0.44,0.11,10892,984107,1311992,65811,2843689,290782,65811
(주)이원,017940,2008/12,17.03,6.55,1.63,0.63,9.56,3.68,0.18,0.07,8818,770774,1278219,56436,5086488,516648,56436
(주)이원,017940,2009/12,0,0,0.81,0.56,18.58,12.95,0.13,0.09,-24550,910899,1752800,-138951,4575093,304603,-138951
(주)이원,017940,2010/12,7.69,5.79,0.51,0.38,0,0,0.09,0.06,10169,1132317,2070604,82291,5828580,411032,82291
(주)이원,017940,2011/12,6.84,4.72,0.45,0.31,1.68,1.16,0.07,0.05,10838,1124266,2141052,72965,7059230,543625,72965
(주)이원,017940,2012/12,7.14,4.33,0.5,0.3,0,0,0.08,0.05,12394,1377148,2312266,90461,7413322,584745,90461
(주)이원,017940,2013/12,9.71,7.08,0.53,0.39,8.82,6.43,0.09,0.07,10193,1487283,2408362,33847,7205425,560115,33847
(주)이원,017940,2014/12,12.36,9.86,0.49,0.39,6.1,4.87,0.09,0.07,7555,1380901,2411397,40880,6900475,551413,40880
(주)이원,017940,2015/12,6.74,5.23,0.45,0.35,2.73,2.12,0.14,0.11,13437,1300241,2273755,104,4695070,516413,104
(주)이원,017940,2016/12,8.79,6.88,0.38,0.3,7.06,5.53,0.13,0.11,9142,1477949,2360952,-37940,3995901,413031,-31816
(주)이원,017940,2017/12,7.17,5.78,0.36,0.29,0,0,0.12,0.09,11059,1345734,2209052,86763,4408216,433191,86763
(주)이원,017940,2018/12,8.08,5.96,0.4,0.29,2.72,2,0.12,0.09,11053,1446395,2249487,79242,4630199,293395,79242
(주)이원,017940,2019/12,30.98,20.07,0.38,0.25,5.15,3.34,0.12,0.08,2808,1412057,2391690,-52402,4608270,389195,-52402
(주)이원,017940,2020/12,4.34,1.87,0.26,0.11,2.06,0.88,0.1,0.04,14017,1358137,2487986,56331,3927554,314443,56331
(주)이원,017940,2021/12,5.68,3.2,0.32,0.18,10.51,5.93,0.1,0.06,14147,1629021,2625919,138568,5152301,271910,138568
(주)이원,017940,2022/12,2.91,2.05,0.26,0.18,11.15,7.86,0.05,0.04,24076,1930287,2829299,141466,7990768,567029,141466
(주)이월드,084680,2005/12,,,,,,,,,,,,,,,
(주)이월드,084680,2006/12,,,,,,,,,,,,,,,
(주)이월드,084680,2007/12,156.93,47.08,0.81,0.24,0,0,3.42,1.03,71,39561,69720,-1272,37045,13442,-1272
(주)이월드,084680,2008/12,0,0,6.87,0.2,0,0,6.38,0.18,-2114,5970,83856,-71959,39738,12283,-71959
(주)이월드,084680,2009/12,0,0,1.23,0.07,0,0,5.96,0.35,-268,,,,,,
(주)이월드,084680,2010/12,0,0,2.5,0.54,0,0,13.57,2.93,-155,7307,87063,-8939,15918,2620,-8939
(주)이월드,084680,2011/12,0,0,1.38,0.53,0,0,8.27,3.19,-92,12522,80862,-6463,16900,2193,-6463
(주)이월드,084680,2012/12,0,0,0.98,0.45,0,0,5.2,2.38,-97,20651,133324,-18337,28110,5096,-18337
(주)이월드,084680,2013/12,0,0,1.27,0.54,0,0,5.92,2.53,-148,9071,137923,-18081,30716,3964,-18081
(주)이월드,084680,2014/12,80.71,15.63,3.47,0.67,0,0,14.64,2.84,92,,,,,,
(주)이월드,084680,2015/12,0,0,2.93,0.9,177.04,54.28,15.26,4.68,-28,,,,,,
(주)이월드,084680,2016/12,158.87,74.1,2.58,1.2,53.35,24.88,11.12,5.18,23,,,,,,
(주)이월드,084680,2017/12,63.33,39.85,1.81,1.14,28.52,17.95,6.8,4.28,42,,,,,,
(주)이월드,084680,2018/12,29.95,15.34,1.7,0.87,48.09,24.63,8.29,4.25,103,,,,,,
(주)이월드,084680,2019/12,70.69,21.77,2.69,0.83,49.74,15.32,4.96,1.53,27,,,,,,
(주)이월드,084680,2020/12,0,0,2.75,1.04,647.64,244.19,6.58,2.48,-201,,,,,,
(주)이월드,084680,2021/12,0,0,3.14,1.39,31.66,14.01,4.79,2.12,-192,,,,,,
(주)이월드,084680,2022/12,73.01,35.5,2.06,1,25.02,12.16,3.25,1.58,40,,,,,,
(주)이지닷컴,012260,1985/12,,,,,,,,,,,,,,,
(주)이지닷컴,012260,1986/12,,,,,,,,,,,,,,,
(주)이지닷컴,012260,1987/12,,,,,,,,,,,,,,,
(주)이지닷컴,012260,1988/12,,,,,,,,,,,,,,,
(주)이지닷컴,012260,1989/12,,,,,,,,,,,,,,,
(주)이지닷컴,012260,1990/12,,,,,,,,,,,,,,,
(주)이지닷컴,012260,1991/12,,,,,,,,,,,,,,,
(주)이지닷컴,012260,1992/12,,,,,,,,,,,,,,,
(주)이지닷컴,012260,1993/12,,,,,,,,,,,,,,,
(주)이지닷컴,012260,1994/12,,,,,,,,,,,,,,,
(주)이지닷컴,012260,1995/12,,,,,,,,,,,,,,,
(주)이지닷컴,012260,1996/12,,,,,,,,,,,,,,,
(주)이지닷컴,012260,1997/12,,,,,,,,,,,,,,,
(주)이지닷컴,012260,1998/12,,,,,,,,,,,,,,,
(주)이지닷컴,012260,1999/12,,,,,,,,,,,,,,,
(주)이지닷컴,012260,2000/12,,,,,,,,,,,,,,,
(주)이지닷컴,012260,2001/12,,,,,,,,,,,,,,,
(주)이트로닉스,013090,1985/12,,,,,,,,,,,,,,,
(주)이트로닉스,013090,1986/12,,,,,,,,,,,,,,,
(주)이트로닉스,013090,1987/12,,,,,,,,,,,,,,,
(주)이트로닉스,013090,1988/12,,,,,,,,,,,,,,,
(주)이트로닉스,013090,1989/12,,,,,,,,,,,,,,,
(주)이트로닉스,013090,1990/12,,,,,,,,,,,,,,,
(주)이트로닉스,013090,1991/12,,,,,,,,,,,,,,,
(주)이트로닉스,013090,1992/12,,,,,,,,,,,,,,,
(주)이트로닉스,013090,1993/12,,,,,,,,,,,,,,,
(주)이트로닉스,013090,1994/12,,,,,,,,,,,,,,,
(주)이트로닉스,013090,1995/12,,,,,,,,,,,,,,,
(주)이트로닉스,013090,1996/12,,,,,,,,,,,,,,,
(주)이트로닉스,013090,1997/12,,,,,,,,,,,,,,,
(주)이트로닉스,013090,1998/12,,,,,,,,,,,,,,,
(주)이트로닉스,013090,1999/12,,,,,,,,,,,,,,,
(주)이트로닉스,013090,2000/12,,,,,,,,,,,,,,,
(주)이트로닉스,013090,2001/12,,,,,,,,,,,,,,,
(주)인디에프,014990,1985/12,,,,,,,,,,,,,,,
(주)인디에프,014990,1986/12,,,,,,,,,,,,,,,
(주)인디에프,014990,1987/12,,,,,,,,,,,,,,,
(주)인디에프,014990,1988/12,,,,,,,,,,,,,,,
(주)인디에프,014990,1989/12,,,,,,,,,,,,,,,
(주)인디에프,014990,1990/12,,,,,,,,,,,,,,,
(주)인디에프,014990,1991/12,,,,,,,,,,,,,,,
(주)인디에프,014990,1992/12,,,,,,,,,,,,,,,
(주)인디에프,014990,1993/12,,,,,,,,,,,,,,,
(주)인디에프,014990,1994/12,,,,,,,,,,,,,,,
(주)인디에프,014990,1995/12,,,,,,,,,,,,,,,
(주)인디에프,014990,1996/12,,,,,,,,,,,,,,,
(주)인디에프,014990,1997/12,,,,,,,,,,,,,,,
(주)인디에프,014990,1998/12,,,,,,,,,,,,,,,
(주)인디에프,014990,1999/12,,,,,,,,,,,,,,,
(주)인디에프,014990,2000/12,,,,,,,,,,,,,,,
(주)인디에프,014990,2001/12,,,,,,,,,,,,,,,
(주)인디에프,014990,2002/12,,,,,,,,,,,,,,,
(주)인디에프,014990,2003/12,,,,,,,,,,,,,,,
(주)인디에프,014990,2004/12,,,,,,,,,,,,,,,
(주)인디에프,014990,2005/12,,,,,,,,,,,,,,,
(주)인디에프,014990,2006/12,,,,,,,,,,,,,,,
(주)인디에프,014990,2007/12,0,0,2.79,1.2,16.35,7.05,1.48,0.64,-2075,185086,243746,-24522,215421,72970,-24522
(주)인디에프,014990,2008/12,48.87,1.65,27.27,0.92,108.93,3.69,11.32,0.38,614,153078,182998,52517,244671,89969,52517
(주)인디에프,014990,2009/12,0,0,1.25,0.47,9.39,3.54,0.48,0.18,-60,,,,,,
(주)인디에프,014990,2010/12,0,0,0.68,0.41,2.58,1.54,0.39,0.23,-58,148813,148276,-3538,237700,93009,-3538
(주)인디에프,014990,2011/12,0,0,0.61,0.34,0,0,0.25,0.14,-439,154388,122179,-25372,246348,85204,-25372
(주)인디에프,014990,2012/12,0,0,0.63,0.3,3.01,1.43,0.27,0.13,-155,148075,113827,-8850,215370,86153,-8850
(주)인디에프,014990,2013/12,0,0,1.06,0.32,14.61,4.47,0.48,0.15,-98,145618,108778,-6149,197434,82081,-6149
(주)인디에프,014990,2014/12,0,0,1.01,0.45,13.13,5.8,0.43,0.19,-140,130396,98702,-8125,187287,75242,-8125
(주)인디에프,014990,2015/12,0,0,3.5,1.01,74.87,21.72,1.53,0.45,0,118817,91670,-5882,171485,72705,-5882
(주)인디에프,014990,2016/12,0,0,4.19,1.35,34.9,11.27,1.35,0.44,-162,113465,94063,-9566,202900,101670,-9566
(주)인디에프,014990,2017/12,180.49,82.57,1.93,0.89,65.07,29.77,0.64,0.29,12,99384,75562,764,201080,105249,764
(주)인디에프,014990,2018/12,1074.41,312.02,3.28,0.95,65.11,18.91,1.09,0.32,3,94820,71822,226,197598,103667,226
(주)인디에프,014990,2019/12,0,0,4.16,1.87,25.42,11.43,1.27,0.57,-55,83540,86742,-3238,202515,102725,-3238
(주)인디에프,014990,2020/12,0,0,3.88,1.32,0,0,1.02,0.35,-368,76997,97457,-21671,152751,70203,-21671
(주)인디에프,014990,2021/12,0,0,3.39,1.94,0,0,0.83,0.47,-333,72233,87338,-20112,148699,70570,-20112
(주)인디에프,014990,2022/12,0,0,4.8,0,49.11,0,1.28,0,-144,54812,81801,-10175,135333,66669,-10175
(주)인바이오젠,101140,2008/12,,,,,,,,,,,,,,,
(주)인바이오젠,101140,2009/12,16.48,6.57,2.33,0.93,0,0,1.63,0.65,46,,,,,,
(주)인바이오젠,101140,2010/12,0,0,134.04,26.07,187.13,36.4,2.53,0.49,-855,,,,,,
(주)인바이오젠,101140,2011/12,13.73,4.07,1.9,0.56,0,0,0.91,0.27,42,,,,,,
(주)인바이오젠,101140,2012/12,0,0,6.49,0.62,79.05,7.59,2.88,0.28,-121.9,,,,,,
(주)인바이오젠,101140,2013/12,0,0,5.3,2.58,0,0,2.43,1.19,-123,,,,,,
(주)인바이오젠,101140,2014/12,0,0,5.38,2.42,0,0,1.88,0.85,-141.2,,,,,,
(주)인바이오젠,101140,2015/12,0,0,6.99,2.53,0,0,6.15,2.23,-307,,,,,,
(주)인바이오젠,101140,2016/12,0,0,14.6,4.93,243.42,82.2,7.27,2.45,-112,,,,,,
(주)인바이오젠,101140,2017/12,0,0,7.96,3.34,0,0,12.74,5.34,-55,,,,,,
(주)인바이오젠,101140,2018/12,85.67,31.4,6.1,2.24,0,0,18.84,6.91,73,,,,,,
(주)인바이오젠,101140,2019/12,15.04,6.02,3,1.2,0,0,20.15,8.07,410,,,,,,
(주)인바이오젠,101140,2020/12,0,0,5.2,1.39,0,0,39.36,10.5,-1090,,,,,,
(주)인바이오젠,101140,2021/12,3.1,1.62,1.64,0.86,0,0,27.8,14.59,1753,,,,,,
(주)인바이오젠,101140,2022/12,0,0,2.41,0.41,0,0,21.98,3.71,-1650,,,,,,
(주)인스코비,006490,1983/12,,,,,,,,,,,,,,,
(주)인스코비,006490,1984/12,,,,,,,,,,,,,,,
(주)인스코비,006490,1985/12,,,,,,,,,,,,,,,
(주)인스코비,006490,1986/12,,,,,,,,,,,,,,,
(주)인스코비,006490,1987/12,,,,,,,,,,,,,,,
(주)인스코비,006490,1988/12,,,,,,,,,,,,,,,
(주)인스코비,006490,1989/12,,,,,,,,,,,,,,,
(주)인스코비,006490,1990/12,,,,,,,,,,,,,,,
(주)인스코비,006490,1991/12,,,,,,,,,,,,,,,
(주)인스코비,006490,1992/12,,,,,,,,,,,,,,,
(주)인스코비,006490,1993/12,,,,,,,,,,,,,,,
(주)인스코비,006490,1994/12,,,,,,,,,,,,,,,
(주)인스코비,006490,1995/12,,,,,,,,,,,,,,,
(주)인스코비,006490,1996/12,,,,,,,,,,,,,,,
(주)인스코비,006490,1997/12,,,,,,,,,,,,,,,
(주)인스코비,006490,1998/12,,,,,,,,,,,,,,,
(주)인스코비,006490,1999/12,,,,,,,,,,,,,,,
(주)인스코비,006490,2000/12,,,,,,,,,,,,,,,
(주)인스코비,006490,2001/12,,,,,,,,,,,,,,,
(주)인스코비,006490,2002/12,,,,,,,,,,,,,,,
(주)인스코비,006490,2003/12,,,,,,,,,,,,,,,
(주)인스코비,006490,2004/12,,,,,,,,,,,,,,,
(주)인스코비,006490,2005/12,,,,,,,,,,,,,,,
(주)인스코비,006490,2006/12,,,,,,,,,,,,,,,
(주)인스코비,006490,2007/12,0,0,6.22,0.22,0,0,2.88,0.1,-560,11802,18212,2159,20983,2056,2159
(주)인스코비,006490,2008/12,240.01,117.76,2.58,1.27,0,0,9.17,4.5,29,,,,,,
(주)인스코비,006490,2009/12,0,0,2.89,0.67,0,0,17.38,4.02,-638,,,,,,
(주)인스코비,006490,2010/12,0,0,15.69,1.81,0,0,27.47,3.17,-1250,,,,,,
(주)인스코비,006490,2011/12,0,0,5.04,1.91,0,0,10.1,3.84,-96,,,,,,
(주)인스코비,006490,2012/12,0,0,12.38,2.79,0,0,21.74,4.91,-200,,,,,,
(주)인스코비,006490,2013/12,0,0,7.23,2.96,0,0,13.42,5.5,-140,17066,3274,-7115,12342,2622,-7115
(주)인스코비,006490,2014/12,0,0,7.02,3.69,0,0,6.11,3.21,-133,14045,2984,-7957,25770,2634,-7957
(주)인스코비,006490,2015/12,0,0,6.27,3.12,0,0,15.82,7.87,-331,10205,23271,-24543,16313,6936,-24543
(주)인스코비,006490,2016/12,0,0,9.55,3.56,0,0,20.35,7.58,-87,12841,13260,-6852,37062,21226,-6852
(주)인스코비,006490,2017/12,0,0,6.22,3.21,0,0,9.76,5.05,-38,17857,12107,-372,49566,25717,-372
(주)인스코비,006490,2018/12,0,0,50.86,6.47,0,0,48.23,6.14,-89,27961,26550,-8105,58591,33859,-8105
(주)인스코비,006490,2019/12,0,0,24.15,6.68,45.3,12.52,12.76,3.53,-261,20492,25019,-24905,75277,34767,-24905
(주)인스코비,006490,2020/12,44.61,23.71,8.81,4.68,0,0,12.19,6.48,80,26008,33051,9096,57818,32626,9096
(주)인스코비,006490,2021/12,229.56,72.56,11.84,3.74,0,0,19.93,6.3,30,36939,43461,5088,71666,34172,5088
(주)인스코비,006490,2022/12,0,0,6.88,2.49,0,0,10.8,3.91,-76,28777,38132,-7408,76678,34216,-7408
(주)인팩,023810,1991/12,,,,,,,,,,,,,,,
(주)인팩,023810,1992/12,,,,,,,,,,,,,,,
(주)인팩,023810,1993/12,,,,,,,,,,,,,,,
(주)인팩,023810,1994/12,,,,,,,,,,,,,,,
(주)인팩,023810,1995/12,,,,,,,,,,,,,,,
(주)인팩,023810,1996/12,,,,,,,,,,,,,,,
(주)인팩,023810,1997/12,,,,,,,,,,,,,,,
(주)인팩,023810,1998/12,,,,,,,,,,,,,,,
(주)인팩,023810,1999/12,,,,,,,,,,,,,,,
(주)인팩,023810,2000/12,,,,,,,,,,,,,,,
(주)인팩,023810,2001/12,,,,,,,,,,,,,,,
(주)인팩,023810,2002/12,,,,,,,,,,,,,,,
(주)인팩,023810,2003/12,,,,,,,,,,,,,,,
(주)인팩,023810,2004/12,,,,,,,,,,,,,,,
(주)인팩,023810,2005/12,,,,,,,,,,,,,,,
(주)인팩,023810,2006/12,,,,,,,,,,,,,,,
(주)인팩,023810,2007/12,10.41,3.94,2.21,0.84,7.48,2.83,0.35,0.13,399,23403,35415,3954,122859,16371,3954
(주)인팩,023810,2008/12,8.96,2.92,1.42,0.46,4.54,1.48,0.31,0.1,401,35136,51976,3980,142029,18840,3980
(주)인팩,023810,2009/12,4.08,1.57,0.82,0.32,7.25,2.79,0.28,0.11,643,52714,57396,7118,168037,30390,7118
(주)인팩,023810,2010/12,6.57,2.25,1.51,0.52,5.02,1.72,0.51,0.18,899,67131,64064,13645,211547,38979,13645
