,year,회사명,거래소코드,회계년도,시가총액(백만원),PER(최고),PER(최저),PBR(최고),PBR(최저),PCR(최고),PCR(최저),PSR(최고),PSR(최저)
7937,2011,(주)노루홀딩스,000320,2010/12,90674.45757,22.77,13.57,0.59,0.35,11.8,7.03,4.36,2.6
7938,2011,퍼스텍(주),010820,2010/12,90256.1412,30.8,12.38,3.61,1.45,119.86,48.16,2.6,1.04
7939,2011,성창기업지주(주),000180,2010/12,90000.0,30.64,16.38,1.86,1.0,0.0,0.0,12.61,6.74
7940,2011,(주)화승코퍼레이션,013520,2010/12,89740.0819,41.56,7.68,1.05,0.19,15.93,2.94,0.43,0.08
7941,2011,미원홀딩스(주),107590,2010/12,89504.1,5.39,2.92,1.47,0.8,7.51,4.07,0.59,0.32
7943,2011,삼영무역(주),002810,2010/12,88800.0,9.95,7.36,0.61,0.45,0.0,0.0,0.38,0.28
7944,2011,한국유나이티드제약(주),033270,2010/12,87489.8206,6.28,4.52,1.16,0.83,5.98,4.31,0.78,0.56
7945,2011,(주)대동,000490,2010/12,87201.17175,290.0,39.61,3.35,0.46,37.61,5.14,1.54,0.21
7946,2011,(주)서원,021050,2010/12,87140.84785,9.14,2.69,1.68,0.49,0.0,0.0,0.45,0.13
7947,2011,(주)우성,006980,2010/12,86983.5,8.08,4.96,0.49,0.3,4.71,2.89,0.23,0.14
7948,2011,(주)신흥,004080,2010/12,86592.0,29.63,18.09,1.8,1.1,16.66,10.18,0.8,0.49
7949,2011,(주)사조대림,003960,2010/12,86577.91275,9.63,5.51,1.12,0.64,41.68,23.83,0.49,0.28
7950,2011,유니온머티리얼(주),047400,2010/12,85470.0,102.4,64.56,8.04,5.07,79.76,50.29,7.88,4.97
7951,2011,(주)동방아그로,007590,2010/12,85246.03202,16.53,13.41,1.0,0.81,6.43,5.22,1.03,0.83
7952,2011,(주)신영와코루,005800,2010/09,84420.0,7.22,5.14,0.48,0.34,7.95,5.67,0.59,0.42
7953,2011,(주)종근당바이오,063160,2010/12,84194.7729,5.84,3.8,0.9,0.58,5.02,3.27,0.79,0.52
7954,2011,(주)일신석재,007110,2010/12,83265.85575,324.59,150.77,2.46,1.14,45.17,20.98,2.88,1.34
7955,2011,인천도시가스(주),034590,2010/12,82800.0,8.44,7.38,0.9,0.79,4.58,4.0,0.18,0.16
7956,2011,(주)TCC스틸,002710,2010/12,82240.0,6.65,4.23,0.46,0.29,0.0,0.0,0.22,0.14
7957,2011,케이지케미칼(주),001390,2010/12,81641.0,40.26,24.73,0.83,0.51,30.66,18.83,0.57,0.35
7958,2011,미창석유공업(주),003650,2010/12,81590.6168,5.45,3.11,0.93,0.53,14.84,8.47,0.35,0.2
7960,2011,미원상사(주),002840,2010/12,81383.2404,8.82,5.47,2.55,1.58,7.2,4.47,1.56,0.97
7961,2011,(주)신원,009270,2010/12,81344.83045,18.01,10.31,0.7,0.4,0.0,0.0,0.27,0.16
7962,2011,새론오토모티브(주),075180,2010/12,81216.0,14.82,7.81,1.16,0.61,0.0,0.0,1.23,0.65
7963,2011,한신공영(주),004960,2010/12,80257.9671,0.0,0.0,0.58,0.22,6.69,2.55,0.19,0.07
7964,2011,(주)비상교육,100220,2010/12,80178.8,10.21,6.29,1.38,0.85,5.81,3.58,1.42,0.87
7965,2011,케이알모터스(주),000040,2010/12,79362.017035,111.8,55.64,1.88,0.94,8.78,4.37,0.9,0.45
7966,2011,인지컨트롤스(주),023800,2010/12,78832.6656,37.94,15.56,0.9,0.37,10.18,4.18,0.33,0.13
7968,2011,삼화페인트공업(주),000390,2010/12,78400.0,17.79,12.86,0.65,0.47,0.0,0.0,0.32,0.23
7969,2011,(주)수산중공업,017550,2010/12,78198.4145,11.86,4.27,1.85,0.67,13.44,4.84,0.96,0.35
7970,2011,(주)신세계아이앤씨,035510,2010/12,77744.0,5.82,3.76,1.18,0.76,0.0,0.0,0.43,0.28
7971,2011,샘표(주),007540,2010/12,76881.2,30.7,24.9,0.59,0.48,11.27,9.14,0.48,0.39
7972,2011,(주)경동나비엔,009450,2010/12,76437.06,15.86,10.78,0.72,0.49,5.3,3.61,0.34,0.23
7973,2011,한국무브넥스(주),010100,2010/12,76430.5542,6.08,3.46,0.55,0.31,2.08,1.18,0.19,0.11
7974,2011,조광피혁(주),004700,2010/12,74802.8025,5.6,2.72,0.72,0.35,0.0,0.0,0.56,0.27
7975,2011,(주)영흥,012160,2010/12,74768.9292,15.75,6.67,0.59,0.25,0.0,0.0,0.83,0.35
7976,2011,(주)진양홀딩스,100250,2010/12,74620.21482,18.27,11.43,0.67,0.42,20.93,13.09,22.3,13.95
7977,2011,(주)동성화학,005190,2010/12,74400.8172,12.96,7.68,0.39,0.23,11.05,6.55,0.14,0.08
7978,2011,제이에스전선(주),005560,2010/12,73961.16,0.0,0.0,1.59,0.94,0.0,0.0,0.37,0.22
7979,2011,삼화콘덴서공업(주),001820,2010/12,73284.75,18.81,12.0,3.05,1.94,7.4,4.72,1.06,0.68
7980,2011,(주)다함이텍,009280,2010/12,72554.1726,25.55,18.63,0.47,0.34,1.93,1.41,1.35,0.99
7981,2011,한일건설(주),006440,2010/12,72288.2286,0.0,0.0,2.51,0.85,0.0,0.0,0.1,0.03
7982,2011,한국주철관공업(주),000970,2010/03,72049.58,25.84,13.56,0.74,0.39,0.0,0.0,0.97,0.51
7983,2011,한솔로지스틱스(주),009180,2010/12,71975.628,0.0,0.0,2.06,0.73,18.56,6.59,0.48,0.17
7984,2011,(주)대호에이엘,069460,2010/12,71771.649155,15.32,3.08,4.0,0.8,50.2,10.11,0.88,0.18
7985,2011,대창단조(주),015230,2010/12,71600.0,5.1,2.39,1.12,0.52,61.79,28.98,0.2,0.09
7986,2011,(주)이월드,084680,2010/12,71469.22536,0.0,0.0,2.5,0.54,0.0,0.0,13.57,2.93
7988,2011,(주)오리엔트바이오,002630,2010/03,70244.92142,186.09,78.32,4.27,1.8,0.0,0.0,11.74,4.94
7989,2011,명문제약(주),017180,2010/12,69572.76084,10.4,7.48,0.7,0.5,12.9,9.28,0.42,0.3
7990,2011,(주)메타랩스,090370,2010/12,69100.0,0.0,0.0,0.74,0.47,21.69,13.91,0.41,0.26
7991,2011,(주)대현,016090,2010/12,69055.52275,4.32,2.36,0.73,0.4,3.99,2.18,0.34,0.19
7992,2011,텔코웨어(주),078000,2010/12,68986.23966,25.01,19.15,1.13,0.86,9.64,7.38,1.71,1.31
7993,2011,(주)남선알미늄,008350,2010/12,68311.0358,123.56,43.7,3.84,1.36,0.0,0.0,0.54,0.19
7994,2011,한화화인케미칼(주),025850,2010/12,68020.0,10.18,7.22,1.87,1.33,12.55,8.9,0.88,0.62
7995,2011,삼양통상(주),002170,2010/12,66300.0,12.45,9.83,0.43,0.34,0.0,0.0,0.71,0.56
7996,2011,(주)백산,035150,2010/12,66066.0,14.37,3.14,1.39,0.3,0.0,0.0,0.72,0.16
7997,2011,(주)한솔홈데코,025750,2010/12,66061.71055,16.73,7.01,1.51,0.63,9.09,3.81,0.98,0.41
7998,2011,(주)진도,088790,2010/12,65859.77583,3.43,1.27,0.65,0.24,68.17,25.28,0.37,0.14
7999,2011,태림페이퍼(주),019300,2010/12,65686.95,7.83,3.68,0.64,0.3,3.23,1.52,0.35,0.17
8000,2011,진원생명과학(주),011000,2010/12,65414.976,0.0,0.0,3.84,2.03,0.0,0.0,5.21,2.75
8001,2011,(주)사조오양,006090,2010/12,65400.0,3.93,2.4,1.21,0.74,15.63,9.54,0.59,0.36
8002,2011,(주)경농,002100,2010/12,65183.70875,11.62,7.77,0.78,0.52,4.5,3.01,0.77,0.52
8003,2011,동원수산(주),030720,2010/12,64640.1032,6.01,2.93,0.8,0.39,5.43,2.64,0.25,0.12
8004,2011,대원제약(주),003220,2010/12,64354.83456,8.61,4.33,1.33,0.67,6.63,3.33,0.78,0.39
8005,2011,가온전선(주),000500,2010/12,64069.3438,14.97,11.21,0.48,0.36,0.0,0.0,0.17,0.13
8006,2011,영보화학(주),014440,2010/12,63800.0,18.09,8.23,1.28,0.58,11.76,5.35,1.02,0.47
8007,2011,화천기계(주),010660,2010/12,63800.0,5.08,2.81,0.58,0.32,21.0,11.62,0.23,0.13
8008,2011,(주)삼성출판사,068290,2010/12,63300.0,10.26,6.49,0.76,0.48,8.85,5.6,0.79,0.5
8009,2011,삼성공조(주),006660,2010/12,63222.72292,6.23,4.39,0.46,0.33,7.09,4.99,0.72,0.51
8010,2011,(주)선앤엘,002820,2010/12,62200.0,21.51,14.38,0.32,0.22,10.35,6.91,0.36,0.24
8011,2011,조일알미늄(주),018470,2010/12,61108.8,6.36,2.54,0.64,0.26,6.46,2.58,0.24,0.1
8013,2011,대림통상(주),006570,2010/12,60900.0,276.41,169.67,0.59,0.36,13.63,8.37,0.61,0.38
8014,2011,(주)비비안,002070,2010/12,60437.916,38.96,5.62,2.4,0.35,60.22,8.68,1.94,0.28
8015,2011,스틱인베스트먼트(주),026890,2010/12,60016.572,17.64,10.36,1.01,0.6,20.82,12.24,1.89,1.11
8016,2011,만호제강(주),001080,2010/06,59967.5,7.91,5.23,0.46,0.3,11.51,7.61,0.45,0.29
8017,2011,유성기업(주),002920,2010/12,59679.25,12.65,7.07,0.58,0.32,7.89,4.41,0.4,0.22
8018,2011,신세계건설(주),034300,2010/12,59600.0,6.76,5.38,0.37,0.3,2.47,1.96,0.13,0.1
8019,2011,(주)노루페인트,090350,2010/12,59400.0,28.13,17.93,0.39,0.25,5.06,3.23,0.27,0.17
8020,2011,(주)에스지세계물산,004060,2010/12,59310.51328,106.64,5.94,4.27,0.24,0.0,0.0,2.79,0.16
8021,2011,(주)위스컴,024070,2010/12,59277.2544,8.6,6.66,0.74,0.58,46.93,36.34,0.47,0.36
8022,2011,그린케미칼(주),083420,2010/12,59200.0,52.36,4.32,8.66,0.71,42.78,3.53,4.01,0.33
8023,2011,극동유화(주),014530,2010/12,58929.3198,6.77,4.2,0.76,0.47,0.0,0.0,0.25,0.15
8024,2011,보해양조(주),000890,2010/12,58853.0144,0.0,0.0,0.68,0.44,11.07,7.23,0.48,0.31
8025,2011,(주)황금에스티,032560,2010/12,58500.0,10.23,6.22,0.89,0.54,22.18,13.48,0.76,0.46
8026,2011,(주)이아이디,093230,2010/12,58456.3,0.0,0.0,1.32,0.73,0.0,0.0,1.43,0.79
8027,2011,덕양산업(주),024900,2010/12,58454.1391,13.41,6.59,0.71,0.35,5.12,2.52,0.08,0.04
8028,2011,삼정펄프(주),009770,2010/12,58240.0,5.01,3.65,0.54,0.39,5.23,3.81,0.43,0.32
8029,2011,한성기업(주),003680,2010/12,58066.2806,19.21,12.17,1.78,1.13,4.04,2.56,0.4,0.25
8030,2011,(주)혜인,003010,2010/12,57857.5536,15.97,6.53,0.89,0.36,8.01,3.27,0.45,0.19
8031,2011,(주)한미글로벌건축사사무소,053690,2010/12,57155.0,12.75,8.73,2.64,1.81,0.0,0.0,1.26,0.86
8032,2011,유엔젤(주),072130,2010/12,56872.40674,18.31,8.76,1.31,0.63,11.34,5.43,1.96,0.94
8033,2011,신대양제지(주),016590,2010/12,56376.6276,8.8,4.14,0.4,0.19,20.49,9.63,0.29,0.14
8035,2011,(주)태경비케이,014580,2010/12,54200.7915,7.71,5.08,0.89,0.59,4.07,2.68,0.72,0.48
8036,2011,제일연마공업(주),001560,2010/12,54000.0,8.4,4.57,0.96,0.52,9.44,5.14,0.85,0.46
8037,2011,(주)한농화성,011500,2010/12,53478.68364,6.28,4.19,1.35,0.9,6.56,4.38,0.42,0.28
8038,2011,케이비아이동국실업(주),001620,2010/12,52932.3852,25.57,8.62,0.71,0.24,105.1,35.45,0.39,0.13
8039,2011,한국내화(주),010040,2010/12,52613.15689,43.71,27.17,1.26,0.79,0.0,0.0,0.34,0.21
8040,2011,대우자동차판매(주),004550,2010/12,51974.78153,0.0,0.0,2.98,0.5,24.07,4.06,1.05,0.18
8041,2011,삼호개발(주),010960,2010/12,51750.0,10.74,3.66,1.26,0.43,13.31,4.54,0.81,0.28
8042,2011,(주)엔아이스틸,008260,2010/12,51736.867,16.41,10.28,1.93,1.21,3.77,2.36,1.05,0.66
8043,2011,(주)모나미,005360,2010/12,51662.4,0.0,0.0,0.59,0.4,0.0,0.0,0.13,0.09
8044,2011,흥아해운(주),003280,2010/12,51550.09047,7.09,3.0,0.86,0.36,4.64,1.97,0.19,0.08
8045,2011,금강공업(주),014280,2010/12,51230.4202,14.12,9.59,0.32,0.22,2.56,1.74,0.2,0.14
8046,2011,(주)하이스틸,071090,2010/12,51133.8944,0.0,0.0,0.39,0.13,0.0,0.0,0.36,0.12
8047,2011,선도전기(주),007610,2010/12,51120.0,290.53,125.77,1.07,0.46,10.09,4.37,1.7,0.74
8048,2011,한국수출포장공업(주),002200,2010/12,50800.0,7.79,5.28,0.33,0.22,22.08,14.96,0.26,0.18
8049,2011,한국제지(주),027970,2010/12,50276.50635,0.0,0.0,4.26,1.64,14.47,5.58,0.73,0.28
8050,2011,삼환기업(주),000360,2010/12,50020.99785,16.46,11.59,0.25,0.18,4.69,3.3,0.16,0.11
8051,2011,아세아제지(주),002310,2010/12,49420.7788,419.87,246.76,0.46,0.27,7.83,4.6,0.36,0.21
8052,2011,케이씨그린홀딩스(주),009440,2010/12,49356.956,278.63,94.8,2.06,0.7,0.0,0.0,22.1,7.52
8053,2011,(주)마니커,027740,2010/12,49351.1235,13.27,6.94,0.84,0.44,7.84,4.1,0.25,0.13
8054,2011,전방(주),000950,2010/12,49224.0,6.97,2.78,0.36,0.14,5.85,2.33,0.32,0.13
8056,2011,페이퍼코리아(주),001020,2010/12,48981.6768,93.53,48.35,0.8,0.41,0.0,0.0,0.57,0.29
8057,2011,유니퀘스트(주),077500,2010/12,48340.78227,9.37,6.87,0.6,0.44,20.43,14.99,0.24,0.17
8058,2011,(주)화승인더스트리,006060,2010/12,48294.36,6.12,3.97,0.48,0.31,0.0,0.0,0.28,0.18
8059,2011,삼부토건(주),001470,2010/12,48016.122,33.77,18.07,0.38,0.2,0.0,0.0,0.23,0.12
8060,2011,(주)동양고속,084670,2010/12,47868.6,4.89,3.25,0.82,0.55,4.08,2.71,0.73,0.48
8061,2011,디에스알제강(주),069730,2010/12,47808.0,6.77,4.04,0.91,0.54,233.61,139.51,0.56,0.33
8062,2011,(주)성안,011300,2010/12,47476.3131,280.53,17.14,3.58,0.22,178.75,10.92,3.6,0.22
8064,2011,(주)한국특강,007280,2010/12,47350.0,0.0,0.0,0.58,0.35,1.1,0.66,0.11,0.07
8065,2011,이구산업(주),025820,2010/12,46818.8,16.45,5.99,0.81,0.3,0.0,0.0,0.41,0.15
8066,2011,(주)케이씨티시,009070,2010/12,46800.0,0.0,0.0,0.62,0.36,32.35,18.62,0.53,0.3
8067,2011,(주)동남합성,023450,2010/12,46530.9572,9.71,5.41,0.75,0.42,0.0,0.0,0.64,0.36
8069,2011,(주)조흥,002600,2010/12,46260.0,8.37,3.0,0.72,0.26,32.41,11.61,0.85,0.31
8070,2011,동원금속(주),018500,2010/03,46230.0,3.63,1.73,0.86,0.41,0.0,0.0,0.13,0.06
8071,2011,(주)우진플라임,049800,2010/12,45900.0,8.23,2.03,0.93,0.23,6.48,1.6,0.49,0.12
8072,2011,(주)방림,003610,2010/09,45064.50585,9.58,7.27,0.38,0.29,0.0,0.0,0.34,0.26
8074,2011,(주)에스제이엠홀딩스,025530,2010/12,44652.68392,10.96,5.53,0.9,0.45,51.34,25.88,2.36,1.19
8075,2011,(주)금비,008870,2010/09,44300.0,36.34,22.46,0.58,0.36,9.11,5.63,0.63,0.39
8076,2011,성보화학(주),003080,2010/12,44144.1,152.42,107.0,0.83,0.58,76.32,53.58,1.98,1.39
8077,2011,(주)케이에스에스해운,044450,2010/12,44053.172,6.46,4.49,0.61,0.42,2.15,1.49,0.62,0.43
8078,2011,(주)태평양제약,016570,2010/12,43655.2029,9.95,7.44,1.0,0.75,7.2,5.39,0.51,0.38
8079,2011,성신양회(주),004980,2010/12,43653.4614,0.0,0.0,0.58,0.21,0.0,0.0,0.38,0.14
8080,2011,(주)한국종합기술,023350,2010/12,43471.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8081,2011,(주)대양금속,009190,2010/12,43340.943744,0.0,0.0,1.17,0.46,14.18,5.56,0.52,0.2
8082,2011,한일현대시멘트(주),006390,2010/12,43182.72,0.0,0.0,0.74,0.2,0.0,0.0,0.55,0.15
8083,2011,조광페인트(주),004910,2010/12,42624.0,5.79,4.07,0.58,0.41,5.65,3.97,0.4,0.28
8084,2011,평화홀딩스(주),010770,2010/12,42560.10606,13.2,6.68,0.47,0.24,11.62,5.88,5.16,2.61
8085,2011,삼화왕관(주),004450,2010/12,41794.9526,7.63,4.73,0.69,0.43,10.57,6.55,0.73,0.45
8086,2011,부국철강(주),026940,2010/12,41300.0,6.35,3.67,0.67,0.39,0.0,0.0,0.22,0.13
8087,2011,대원전선(주),006340,2010/12,41000.516942,157.74,12.27,8.19,0.64,0.0,0.0,1.27,0.1
8088,2011,CS홀딩스(주),000590,2010/12,40868.6628,759.07,85.31,2.39,0.27,1128.84,126.87,149.39,16.79
8089,2011,(주)대한은박지,007480,2010/09,40658.41752,0.0,0.0,1.5,0.81,3.8,2.05,0.15,0.08
8090,2011,(주)디아이,003160,2010/12,40641.334425,39.47,20.19,0.72,0.37,0.0,0.0,1.17,0.6
8091,2011,화성산업(주),002460,2010/12,40153.83,0.0,0.0,0.31,0.17,0.0,0.0,0.23,0.13
8092,2011,태평양물산(주),007980,2010/12,39910.05,0.0,0.0,0.43,0.21,0.0,0.0,0.15,0.07
8093,2011,(주)하이트론씨스템즈,019490,2010/12,39600.0626,0.0,0.0,0.48,0.35,11.87,8.53,0.22,0.16
8094,2011,(주)우신시스템,017370,2010/12,39480.0,9.57,5.56,0.9,0.52,8.99,5.23,0.59,0.34
8095,2011,(주)한국전자홀딩스,006200,2010/12,39396.937515,6.15,3.55,0.38,0.22,18.47,10.67,4.61,2.66
8096,2011,이건산업(주),008250,2010/12,39210.57072,0.0,0.0,1.29,0.61,0.0,0.0,0.74,0.35
8097,2011,(주)천일고속,000650,2010/12,38588.94,20.48,11.98,2.04,1.2,11.96,7.0,1.52,0.89
8098,2011,현대약품(주),004310,2010/11,38500.0,23.02,15.14,0.75,0.49,25.51,16.78,0.61,0.4
8099,2011,문배철강(주),008420,2010/12,38239.036825,16.82,10.92,0.83,0.54,0.0,0.0,0.56,0.36
8100,2011,한신기계공업(주),011700,2010/12,38124.227425,21.33,8.11,2.25,0.86,55.24,21.01,1.77,0.67
8101,2011,태경케미컬(주),006890,2010/12,38106.0,12.89,6.98,1.17,0.63,7.39,4.0,2.16,1.17
8102,2011,알보젠코리아(주),002250,2010/12,37652.89605,9.74,7.96,0.64,0.52,3.81,3.12,0.68,0.55
8103,2011,아세아페이퍼텍(주),009380,2010/12,37246.63008,104.76,56.07,0.48,0.26,11.52,6.17,0.58,0.31
8104,2011,(주)인스코비,006490,2010/12,37133.1288,0.0,0.0,15.69,1.81,0.0,0.0,27.47,3.17
8105,2011,(주)와이투솔루션,011690,2010/12,37110.73362,377.96,21.74,20.09,1.16,0.0,0.0,4.2,0.24
8107,2011,(주)에스지글로벌,001380,2010/12,36445.54131,921.31,60.01,7.31,0.48,433.57,28.24,21.91,1.43
8108,2011,(주)인팩,023810,2010/12,36050.0,6.57,2.25,1.51,0.52,5.02,1.72,0.51,0.18
8109,2011,(주)인디에프,014990,2010/12,35713.39497,0.0,0.0,0.68,0.41,2.58,1.54,0.39,0.23
8110,2011,(주)케이에이치필룩스,033180,2010/12,35559.480795,32.14,21.14,1.39,0.91,0.0,0.0,1.19,0.78
8111,2011,대영포장(주),014160,2010/12,35526.15902,17.67,9.62,0.66,0.36,0.0,0.0,0.4,0.22
8112,2011,남광토건(주),001260,2010/12,35303.94828,0.0,0.0,3.73,1.18,0.0,0.0,0.43,0.14
8113,2011,고려개발(주),004200,2010/12,35300.0,0.0,0.0,0.32,0.19,5.87,3.41,0.18,0.11
8114,2011,(주)휴니드테크놀러지스,005870,2010/12,35209.0119,0.0,0.0,1.25,0.63,22.21,11.28,1.51,0.76
8115,2011,(주)SH에너지화학,002360,2010/12,35118.25868,0.0,0.0,1.13,0.68,112.84,67.89,0.46,0.27
8116,2011,아남전자(주),008700,2010/12,34937.54346,190.38,11.31,7.9,0.47,262.01,15.57,4.64,0.28
8117,2011,국제약품(주),002720,2010/03,34923.1833,12.0,4.64,1.16,0.45,13.77,5.32,0.67,0.26
8118,2011,효성아이티엑스(주),094280,2010/12,34905.764,37.69,18.0,5.02,2.4,7.44,3.55,0.59,0.28
8119,2011,(주)에이엔피,015260,2010/12,34855.97824,107.96,50.85,0.72,0.34,4.01,1.89,0.35,0.17
8120,2011,(주)에스메디,118000,2010/12,34820.602332,0.0,0.0,2.38,1.1,36.6,17.0,1.55,0.72
8121,2011,에쓰씨엔지니어링(주),023960,2010/12,34092.8897,25.44,13.4,1.11,0.59,4.8,2.53,1.16,0.61
8122,2011,(주)신한,005450,2010/12,34060.76915,0.0,0.0,0.85,0.35,0.0,0.0,0.79,0.33
8123,2011,(주)갤럭시아에스엠,011420,2010/12,33652.45716,81.39,25.61,8.6,2.71,0.0,0.0,2.5,0.79
8124,2011,(주)이엔플러스,074610,2010/12,33585.28908,0.0,0.0,2.72,1.28,0.0,0.0,2.64,1.24
8125,2011,(주)티이씨앤코,008900,2010/12,33357.195781,0.0,0.0,1.49,0.75,0.0,0.0,4.07,2.05
8126,2011,영풍제지(주),006740,2010/12,32856.0,37.8,27.14,0.5,0.36,0.0,0.0,0.41,0.29
8127,2011,한국주강(주),025890,2010/12,32796.8511,17.59,11.35,0.86,0.56,8.09,5.22,1.71,1.1
8128,2011,(주)에이프로젠,007460,2010/12,32617.73632,0.0,0.0,2.05,0.81,7.62,3.02,1.73,0.68
8129,2011,(주)금양,001570,2010/12,31679.41294,21.48,12.37,0.78,0.45,18.47,10.63,0.36,0.21
8130,2011,(주)와이지플러스,037270,2010/12,31053.125,0.0,0.0,0.78,0.52,0.0,0.0,0.84,0.56
8131,2011,(주)유유제약,000220,2010/03,30673.427,25.65,17.0,0.85,0.56,6.2,4.11,1.22,0.81
8132,2011,(주)남성,004270,2010/12,30237.1536,20.45,14.39,0.46,0.33,0.0,0.0,0.59,0.42
8133,2011,(주)선진지주,014300,2010/12,29799.0,5.26,2.89,0.7,0.38,7.98,4.38,6934.78,3808.15
8134,2011,한일철강(주),002220,2010/12,29784.0,12.42,5.64,0.33,0.15,12.16,5.52,0.38,0.17
8135,2011,(주)보락,002760,2010/12,29710.4,64.3,30.41,1.5,0.71,31.77,15.03,2.34,1.11
8136,2011,동성제약(주),002210,2010/12,29473.790175,0.0,0.0,0.96,0.42,15.02,6.59,0.77,0.34
8137,2011,(주)덕성,004830,2010/12,28772.8,46.56,22.36,1.47,0.71,0.0,0.0,0.86,0.41
8138,2011,(주)보루네오가구,004740,2010/12,28649.39518,16.98,11.9,0.39,0.27,14.6,10.23,0.18,0.13
8139,2011,삼아알미늄(주),006110,2010/12,28435.0,81.5,40.75,4.56,2.28,183.98,91.99,3.14,1.57
8140,2011,풍림산업(주),001310,2010/12,28406.4,0.0,0.0,0.32,0.17,2.4,1.24,0.05,0.03
8141,2011,팜젠사이언스(주),004720,2010/12,27948.976304,0.0,0.0,2.51,0.81,0.0,0.0,1.54,0.5
8142,2011,성문전자(주),014910,2010/12,27788.39244,16.36,5.49,2.05,0.69,19.81,6.65,1.02,0.34
8144,2011,(주)한창제지,009460,2010/12,27087.134096,6.92,3.14,1.33,0.6,6.85,3.11,0.37,0.17
8145,2011,(주)한익스프레스,014130,2010/12,26760.0,7.23,2.81,1.83,0.71,4.31,1.67,0.21,0.08
8146,2011,(주)파브코,101990,2010/12,26670.0,0.0,0.0,1.01,0.45,4.42,1.99,0.16,0.07
8147,2011,(주)신성이엔지,104110,2010/12,26531.645,5.04,1.85,1.6,0.59,3.88,1.43,0.28,0.1
8148,2011,삼화전기(주),009470,2010/12,26488.3491,0.0,0.0,1.63,0.82,4.82,2.43,0.35,0.18
8149,2011,대림비앤코(주),005750,2010/12,26100.0,53.4,33.41,0.25,0.16,18.81,11.77,0.44,0.28
8150,2011,(주)신풍,002870,2010/12,26009.2728,11.05,6.8,0.43,0.27,0.0,0.0,0.43,0.27
8151,2011,대우전자부품(주),009320,2010/12,25735.652873,0.0,0.0,17.3,0.24,0.0,0.0,16.0,0.22
8152,2011,대동전자(주),008110,2010/03,25649.142915,12.96,7.21,0.44,0.25,0.0,0.0,2.02,1.12
8153,2011,한솔아트원제지(주),007190,2010/12,25488.18651,0.0,0.0,0.52,0.3,14.28,8.35,0.21,0.13
8154,2011,태양금속공업(주),004100,2010/12,25249.6,14.32,6.14,0.48,0.21,11.27,4.84,0.17,0.07
8155,2011,서울식품공업(주),004410,2010/12,25045.078,8.51,2.29,3.48,0.94,0.0,0.0,1.86,0.5
8156,2011,(주)콤텍시스템,031820,2010/12,24907.846412,39.77,21.74,1.22,0.66,2.97,1.62,0.32,0.17
8157,2011,대원화성(주),024890,2010/12,24810.248959,0.0,0.0,1.07,0.57,67.26,35.82,0.51,0.27
8158,2011,(주)티에이치엔,019180,2010/12,24750.0,11.62,4.7,0.9,0.36,4.54,1.84,0.32,0.13
8159,2011,대한방직(주),001070,2010/12,24274.0,6.95,3.73,0.44,0.23,0.0,0.0,0.16,0.08
8160,2011,다스코(주),058730,2010/12,24132.5,68.97,39.86,0.85,0.49,0.0,0.0,0.59,0.34
8161,2011,디엘건설(주),001880,2010/12,23760.0,0.0,0.0,0.49,0.24,0.64,0.31,0.13,0.06
8162,2011,삼일제약(주),000520,2010/12,23512.5,18.18,14.91,0.54,0.44,0.0,0.0,0.36,0.29
8163,2011,(주)배명금속,011800,2010/12,23508.723199,0.0,0.0,1.67,0.58,0.0,0.0,1.58,0.55
8164,2011,(주)삼양엔텍,008720,2010/12,23474.88,0.0,0.0,0.79,0.51,0.0,0.0,1.51,0.98
8165,2011,제이준코스메틱(주),025620,2010/12,23240.19393,0.0,0.0,2.91,0.83,0.0,0.0,0.71,0.2
8166,2011,평화산업(주),090080,2010/12,23040.0,0.0,0.0,1.9,0.92,3.46,1.67,0.39,0.19
8168,2011,영화금속(주),012280,2010/12,22593.090516,12.0,7.64,0.87,0.55,4.39,2.8,0.26,0.16
8169,2011,(주)체시스,033250,2010/06,22397.20875,0.0,0.0,0.96,0.5,8.65,4.52,0.42,0.22
8170,2011,(주)형지엘리트,093240,2010/06,22297.121775,9.02,3.43,1.2,0.46,0.0,0.0,0.51,0.19
8171,2011,(주)유니켐,011330,2010/12,22271.13878,9.15,2.22,3.05,0.74,0.0,0.0,0.7,0.17
8172,2011,비케이탑스(주),030790,2010/12,22249.6,90.07,60.68,1.68,1.13,12.89,8.68,0.3,0.2
8173,2011,일성건설(주),013360,2010/12,22175.48608,10.28,7.27,0.32,0.22,27.34,19.35,0.27,0.19
8174,2011,(주)로케트전기,000420,2010/12,22161.738,13.82,8.09,1.9,1.11,64.73,37.87,0.76,0.45
8175,2011,(주)청호ICT,012600,2010/12,21952.17726,0.0,0.0,0.67,0.41,0.0,0.0,0.82,0.51
8176,2011,한솔피엔에스(주),010420,2010/12,21880.75008,88.67,37.56,1.75,0.74,417.67,176.92,0.3,0.13
8177,2011,벽산건설(주),002530,2010/12,21710.17728,0.0,0.0,0.73,0.29,0.0,0.0,0.06,0.02
8178,2011,에이치엘비글로벌(주),003580,2010/12,21640.87692,0.0,0.0,1.26,0.77,21.88,13.38,5.02,3.07
8179,2011,한국석유공업(주),004090,2010/12,21457.8,23.93,13.33,0.54,0.3,0.0,0.0,0.29,0.16
