,year,회사명,거래소코드,회계년도,시가총액(백만원),PER(최고),PER(최저),PBR(최고),PBR(최저),PCR(최고),PCR(최저),PSR(최고),PSR(최저)
15790,2022,롯데케미칼(주),011170,2021/12,6118162.2915,13.84,8.03,1.02,0.59,14.68,8.51,0.84,0.49
15791,2022,LG이노텍(주),011070,2021/12,5975944.5175,11.24,5.39,3.37,1.62,9.86,4.73,0.61,0.29
15792,2022,씨제이제일제당(주),097950,2021/12,5728117.773,26.86,18.53,1.73,1.19,16.55,11.42,1.2,0.83
15793,2022,에스케이바이오팜(주),326030,2021/12,5646385.325,114.36,64.32,27.93,15.71,0.0,0.0,27.95,15.72
15794,2022,에스케이바이오사이언스(주),302440,2021/12,5643627.381,74.94,23.08,16.8,5.17,49.6,15.28,28.65,8.82
15798,2022,넷마블(주),251270,2021/12,5191591.5208,29.59,21.95,2.34,1.73,23.08,17.12,9.83,7.29
15799,2022,(주)오리온,271560,2021/12,5060624.896,61.49,41.48,6.94,4.68,39.37,26.56,7.03,4.74
15800,2022,에이치디한국조선해양(주),009540,2021/12,5003659.3012,58.91,31.35,1.08,0.57,160.86,85.59,59.09,31.44
15801,2022,(주)강원랜드,035250,2021/12,4963419.6,0.0,0.0,1.95,1.43,29.49,21.53,8.06,5.88
15802,2022,한국항공우주산업(주),047810,2021/12,4961482.9463,118.97,75.15,6.11,3.86,9.01,5.69,1.57,0.99
15803,2022,(주)엘지유플러스,032640,2021/12,4824555.53905,10.41,7.43,1.21,0.86,2.11,1.51,0.55,0.39
15806,2022,HD현대(주),267250,2021/12,4510505.1535,47.2,8.15,4.43,0.76,738.43,127.5,93.39,16.13
15807,2022,삼성중공업(주),010140,2021/12,4496800.0,0.0,0.0,-0.8,-0.5,-4.1,-2.6,-0.51,-0.32
15808,2022,엘지디스플레이(주),034220,2021/12,4454805.465,17.89,11.05,1.1,0.68,3.0,1.85,0.35,0.22
15809,2022,삼성엔지니어링(주),028050,2021/12,4361000.0,31.59,13.17,4.21,1.75,29.14,12.14,1.1,0.46
15810,2022,한온시스템(주),018880,2021/12,4318442.0,151.13,96.14,12.89,8.2,32.15,20.45,3.77,2.4
15811,2022,(주)유한양행,000100,2021/12,4188840.4272,50.62,35.68,3.32,2.34,54.36,38.32,3.55,2.5
15812,2022,코웨이(주),021240,2021/12,4125398.7021,18.97,13.59,4.26,3.05,20.46,14.65,2.34,1.67
15813,2022,현대제철(주),004020,2021/12,4083441.021,6.08,3.58,0.49,0.29,5.14,3.02,0.42,0.25
15814,2022,(주)지에스,078930,2021/12,4069693.5564,15.89,11.31,0.93,0.66,34.5,24.56,20.66,14.7
15815,2022,현대건설(주),000720,2021/12,3886316.1985,24.2,14.68,1.17,0.71,6.17,3.74,0.67,0.41
15816,2022,한국타이어앤테크놀로지(주),161390,2021/12,3858708.39935,66.32,42.79,1.55,1.0,62.76,40.49,2.44,1.58
15818,2022,에스케이아이이테크놀로지(주),361610,2021/12,3778772.376,372.43,206.41,7.86,4.36,260.89,144.59,43.13,23.9
15820,2022,한화에어로스페이스(주),012450,2021/12,3726368.0,24.01,12.09,1.94,0.98,8.89,4.48,2.34,1.18
15821,2022,금호석유화학(주),011780,2021/12,3693603.312,10.13,4.82,3.59,1.71,8.73,4.15,1.82,0.86
15822,2022,한미약품(주),128940,2021/12,3670755.358,210.89,122.73,10.56,6.15,38.06,22.15,5.62,3.27
15823,2022,(주)비지에프리테일,282330,2021/12,3638262.213,22.81,15.54,4.77,3.25,6.35,4.33,0.49,0.34
15824,2022,두산밥캣(주),241560,2021/12,3468621.1436,0.0,0.0,2.02,0.99,0.0,0.0,199.59,97.78
15826,2022,(주)현대미포조선,010620,2021/12,3375111.5905,0.0,0.0,1.8,0.77,84.38,36.33,1.36,0.58
15827,2022,에스케이씨(주),011790,2021/12,3351344.373,469.76,212.3,4.17,1.89,0.0,0.0,14.25,6.44
15828,2022,한국가스공사(주),036460,2021/12,3341730.6,8.04,4.67,0.7,0.4,0.0,0.0,0.18,0.11
15829,2022,(주)호텔신라,008770,2021/12,3261518.8551,0.0,0.0,7.58,5.15,0.0,0.0,1.22,0.83
15830,2022,롯데지주(주),004990,2021/12,3231204.4996,0.0,0.0,0.96,0.63,38.87,25.51,18.39,12.07
15831,2022,에스디바이오센서(주),137310,2021/12,3139141.20795,6.03,3.54,3.16,1.85,5.22,3.06,2.26,1.32
15832,2022,현대로템(주),064350,2021/12,3099641.1212,35.84,22.61,2.61,1.65,129.35,81.61,1.07,0.67
15833,2022,팬오션(주),028670,2021/12,3063083.30376,9.05,4.52,1.37,0.68,6.22,3.11,1.17,0.58
15835,2022,(주)지에스리테일,007070,2021/12,2947809.5043,4.26,3.0,0.95,0.67,5.61,3.95,0.39,0.27
15837,2022,쌍용씨앤이(주),003410,2021/12,2902231.2672,24.39,17.85,2.84,2.08,13.25,9.69,3.83,2.8
15838,2022,씨에스윈드(주),112610,2021/12,2901392.5264,336.99,98.16,9.48,2.76,0.0,0.0,12.38,3.61
15839,2022,(주)아모레퍼시픽그룹,002790,2021/12,2877790.482,68.87,34.61,3.89,1.95,318.68,160.13,214.36,107.71
15841,2022,(주)포스코인터내셔널,047050,2021/12,2788278.3674,17.47,8.77,1.83,0.92,0.0,0.0,0.12,0.06
15842,2022,(주)이마트,139480,2021/12,2731830.262,6.89,5.11,0.57,0.42,12.58,9.33,0.35,0.26
15843,2022,(주)제일기획,030000,2021/12,2651700.23625,32.27,23.2,4.97,3.57,31.82,22.88,3.0,2.15
15845,2022,현대오토에버(주),307950,2021/12,2618990.281,67.95,38.96,4.19,2.4,26.74,15.33,2.48,1.42
15846,2022,롯데쇼핑(주),023530,2021/12,2574276.705,19.91,12.2,0.4,0.24,2.63,1.61,0.45,0.28
15847,2022,(주)한진칼,180640,2021/12,2500229.2602,0.0,0.0,2.75,1.69,242.54,148.89,160.72,98.66
15848,2022,동원산업(주),006040,2021/12,2466644.51775,14.88,9.86,1.44,0.95,11.07,7.33,1.6,1.06
15849,2022,씨제이(주),001040,2021/12,2453785.5318,44.31,29.39,1.57,1.04,36.61,24.29,20.59,13.66
15851,2022,롯데에너지머티리얼즈(주),020150,2021/12,2393152.3365,206.24,70.93,11.37,3.91,284.8,97.95,19.34,6.65
15852,2022,(주)에스원,012750,2021/12,2253351.2554,29.34,23.72,2.77,2.24,10.7,8.65,1.5,1.21
15853,2022,(주)엘에스,006260,2021/12,2244340.0,9.28,5.69,0.74,0.45,29.72,18.21,7.38,4.52
15854,2022,한미사이언스(주),008930,2021/12,2226838.5458,890.05,454.24,13.06,6.67,609.19,310.9,178.96,91.33
15856,2022,(주)농심,004370,2021/12,2171503.194,29.46,23.13,1.05,0.83,15.15,11.9,1.0,0.78
15857,2022,(주)신세계,004170,2021/12,2165939.82,14.75,9.52,0.87,0.56,5.51,3.56,1.93,1.25
15858,2022,씨제이대한통운(주),000120,2021/12,2137516.6328,47.31,29.92,1.34,0.85,18.26,11.55,0.57,0.36
15859,2022,서울도시가스(주),017390,2021/12,2125000.0,128.31,53.49,1.03,0.43,10847.63,4522.46,0.81,0.34
15861,2022,(주)한솔케미칼,014680,2021/12,2102678.6725,34.13,15.71,7.64,3.52,37.47,17.25,7.79,3.59
15862,2022,한국전력기술(주),052690,2021/12,2086812.0,270.64,38.33,9.45,1.34,0.0,0.0,10.28,1.46
15863,2022,(주)영원무역,111770,2021/12,2080423.4226,16.22,10.08,1.68,1.04,21.93,13.63,1.54,0.96
15864,2022,한화오션(주),042660,2021/12,2033158.17755,0.0,0.0,2.06,1.13,9.18,5.03,0.97,0.53
15865,2022,엘아이지넥스원(주),079550,2021/12,2028400.0,15.27,6.29,2.72,1.12,11.75,4.84,0.88,0.36
15866,2022,(주)휠라홀딩스,081660,2021/12,2020011.3815,39.97,22.22,8.5,4.72,54.2,30.14,34.19,19.01
15867,2022,(주)동서,026960,2021/12,2013940.0,39.14,24.89,3.26,2.07,54.53,34.68,8.93,5.68
15868,2022,한화시스템(주),272210,2021/12,1993099.55395,27.41,16.22,1.78,1.05,10.57,6.25,1.72,1.02
15869,2022,오씨아이홀딩스(주),010060,2021/12,1927029.1768,23.27,12.82,1.64,0.91,27.31,15.05,2.58,1.42
15870,2022,(주)한화,000880,2021/12,1922691.55275,28.0,20.63,1.07,0.79,12.42,9.15,0.94,0.69
15871,2022,두산퓨얼셀(주),336260,2021/12,1922240.8581,615.59,359.56,10.6,6.19,0.0,0.0,14.03,8.2
15872,2022,(주)오뚜기,007310,2021/12,1907727.08,21.9,15.7,1.66,1.19,17.86,12.8,0.92,0.66
15873,2022,에이치엘만도(주),204320,2021/12,1892371.936,206.96,122.32,3.99,2.36,146.68,86.69,1.44,0.85
15874,2022,대한전선(주),001440,2021/12,1860487.148455,205.26,36.15,11.51,2.03,0.0,0.0,2.37,0.42
15875,2022,(주)대웅제약,069620,2021/12,1836472.1375,67.0,38.2,5.21,2.97,50.02,28.51,2.27,1.3
15876,2022,(주)케이씨씨,002380,2021/12,1817283.3195,66.74,27.07,0.85,0.34,40.15,16.29,1.85,0.75
15877,2022,지에스건설(주),006360,2021/12,1810048.5135,13.18,9.55,0.9,0.65,4.97,3.6,0.54,0.39
15878,2022,하이트진로(주),000080,2021/12,1791913.76105,39.89,28.25,3.14,2.22,4.7,3.33,1.46,1.04
15879,2022,대성홀딩스(주),016710,2021/12,1761795.7605,124.87,63.21,3.19,1.61,221.71,112.23,41.56,21.04
15880,2022,(주)대우건설,047040,2021/12,1737302.62684,11.11,5.89,1.49,0.79,2.68,1.42,0.49,0.26
15881,2022,LS일렉트릭(주),010120,2021/12,1692000.0,33.42,21.84,1.83,1.2,17.49,11.43,1.26,0.83
15882,2022,(주)DB하이텍,000990,2021/12,1649407.5442,11.12,6.84,3.3,2.03,9.01,5.54,2.9,1.78
15883,2022,롯데칠성음료(주),005300,2021/12,1633083.584,14.17,8.4,1.31,0.77,5.73,3.39,0.74,0.44
15884,2022,코스모신소재(주),005070,2021/12,1587709.1608,92.61,28.33,8.16,2.5,64.0,19.58,5.45,1.67
15885,2022,(주)삼천리,004690,2021/12,1585514.775,11.33,8.21,0.33,0.24,1.65,1.2,0.17,0.12
15886,2022,에이치디현대인프라코어(주),042670,2021/12,1582107.288,10.93,3.78,3.41,1.18,13.21,4.57,0.89,0.31
15888,2022,에이치디현대일렉트릭(주),267260,2021/12,1532003.2375,0.0,0.0,1.72,0.95,13.26,7.32,0.66,0.37
15889,2022,효성티앤씨(주),298020,2021/12,1514688.7,15.1,3.23,7.86,1.68,20.38,4.36,0.91,0.2
15890,2022,(주)녹십자,006280,2021/12,1513406.671,44.46,17.56,5.73,2.26,53.42,21.1,5.37,2.12
15891,2022,효성첨단소재(주),298050,2021/12,1494062.658,25.81,4.36,7.79,1.31,27.5,4.64,4.08,0.69
15892,2022,한전케이피에스(주),051600,2021/12,1494000.0,23.3,12.24,2.18,1.15,17.17,9.02,1.66,0.87
15893,2022,롯데정밀화학(주),004000,2021/12,1462860.0,9.88,4.86,1.55,0.76,8.57,4.22,1.47,0.72
15894,2022,케이지모빌리티(주),003620,2021/12,1462534.77024,0.0,0.0,0.0,0.0,16.08,16.08,0.17,0.17
15895,2022,(주)효성,004800,2021/12,1413865.7775,6.25,3.58,1.09,0.62,16.0,9.17,2.57,1.47
15896,2022,(주)금양,001570,2021/12,1387395.8843,1638.71,849.83,5.77,2.99,0.0,0.0,1.94,1.01
15897,2022,(주)현대백화점,069960,2021/12,1380744.019,14.91,10.25,0.58,0.4,5.54,3.81,1.5,1.03
15898,2022,(주)두산,000150,2021/12,1373130.6885,7.71,2.41,1.07,0.33,0.0,0.0,3.28,1.02
15899,2022,현대위아(주),011210,2021/12,1344796.85435,28.71,13.75,1.04,0.5,18.42,8.82,0.49,0.23
15900,2022,한국앤컴퍼니(주),000240,2021/12,1324346.598,30.92,18.7,0.84,0.51,44.41,26.85,3.65,2.21
15901,2022,(주)엘엑스인터내셔널,001120,2021/12,1315902.0,4.25,2.53,0.87,0.52,0.0,0.0,0.36,0.21
15903,2022,에스케이케미칼(주),285130,2021/12,1262976.9156,20.39,5.94,5.76,1.68,0.0,0.0,5.64,1.64
15904,2022,디엘(주),000210,2021/12,1240588.3328,5.57,2.88,0.76,0.4,166.43,86.17,48.33,25.03
15905,2022,에이치디현대건설기계(주),267270,2021/12,1225389.3246,12.07,5.7,1.23,0.58,0.0,0.0,0.63,0.3
15906,2022,(주)에프앤에프홀딩스,007700,2021/12,1191032.47515,2.12,0.37,2.07,0.36,47.91,8.25,1343.15,231.42
15907,2022,(주)대웅,003090,2021/12,1183189.293,85.37,35.07,10.8,4.44,83.87,34.45,43.02,17.67
15909,2022,동원시스템즈(주),014820,2021/12,1177046.0492,54.6,26.39,3.24,1.56,39.54,19.11,2.45,1.18
15910,2022,그랜드코리아레저(주),114090,2021/12,1169072.163,0.0,0.0,3.18,1.91,0.0,0.0,13.99,8.4
15911,2022,(주)엘엑스세미콘,108320,2021/12,1166150.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15912,2022,롯데웰푸드(주),280360,2021/12,1155735.315,34.87,21.56,0.87,0.53,7.09,4.38,0.68,0.42
15913,2022,현대엘리베이터(주),017800,2021/12,1155069.9053,23.83,16.06,2.18,1.47,17.38,11.71,1.53,1.03
15914,2022,(주)제주항공,089590,2021/12,1147206.2939,0.0,0.0,7.58,3.95,0.0,0.0,4.22,2.2
15915,2022,코오롱인더스트리(주),120110,2021/12,1132410.59465,29.35,10.23,1.62,0.57,14.57,5.08,1.0,0.35
15916,2022,신풍제약(주),019170,2021/12,1120632.5385,0.0,0.0,22.28,4.85,0.0,0.0,42.67,9.29
15917,2022,(주)더존비즈온,012510,2021/12,1119605.5904,70.94,43.47,8.53,5.22,55.77,34.18,11.79,7.22
15918,2022,한미반도체(주),042700,2021/12,1119401.973,21.27,8.62,6.89,2.79,39.73,16.09,5.54,2.25
15919,2022,대한유화(주),006650,2021/12,1114750.0,18.71,7.54,1.38,0.56,8.7,3.51,1.06,0.43
15920,2022,(주)영풍,000670,2021/12,1114434.2,0.0,0.0,0.79,0.51,0.0,0.0,1.06,0.69
15921,2022,(주)덴티움,145720,2021/12,1106883.0,21.76,9.48,3.92,1.71,17.11,7.45,4.54,1.98
15922,2022,일진하이솔루스(주),271940,2021/12,1083948.7215,31.76,15.9,0.93,0.47,18.73,9.37,2.42,1.21
15923,2022,에스케이가스(주),018670,2021/12,1066093.182,7.52,3.68,0.96,0.47,0.0,0.0,0.34,0.17
15924,2022,에스엘(주),005850,2021/12,1065993.534,13.92,5.82,1.42,0.59,8.71,3.64,0.92,0.39
15925,2022,동국홀딩스(주),001230,2021/12,1064075.01755,8.82,2.37,1.0,0.27,78.68,21.13,0.39,0.1
15926,2022,솔루스첨단소재(주),336370,2021/12,1053335.85,402.68,130.38,34.91,11.3,196.34,63.57,36.52,11.83
15927,2022,(주)한샘,009240,2021/12,1049613.1888,69.04,37.53,6.18,3.36,189.05,102.77,1.98,1.07
15928,2022,롯데관광개발(주),032350,2021/12,1045206.80695,0.0,0.0,18.07,11.16,0.0,0.0,17.3,10.68
15929,2022,아시아나항공(주),020560,2021/12,1041764.696,0.0,0.0,4.43,0.64,1.64,0.23,0.53,0.08
15930,2022,롯데렌탈(주),089860,2021/12,1012931.84195,7.57,4.44,0.72,0.42,0.0,0.0,0.32,0.19
15931,2022,(주)후성,093370,2021/12,1009567.5128,52.54,17.78,8.98,3.04,43.35,14.67,8.09,2.74
15932,2022,(주)종근당,185750,2021/12,984217.9198,73.63,30.58,5.5,2.28,189.91,78.88,2.18,0.9
15933,2022,한국콜마(주),161890,2021/12,974738.268,29.91,17.36,2.35,1.37,126.02,73.14,2.27,1.32
15934,2022,(주)하나투어,039130,2021/12,970370.6925,0.0,0.0,14.33,8.39,0.0,0.0,121.92,71.36
15935,2022,(주)오리온홀딩스,001800,2021/12,961607.2277,49.72,34.07,0.64,0.44,49.08,33.64,42.63,29.22
15936,2022,에스케이네트웍스(주),001740,2021/12,960486.19389,28.5,20.85,0.8,0.59,3.16,2.31,0.2,0.14
15938,2022,삼양식품(주),003230,2021/12,956692.905,15.9,11.88,2.25,1.68,14.69,10.97,1.24,0.92
15939,2022,(주)풍산,103140,2021/12,943016.9547,5.75,3.2,0.85,0.47,0.0,0.0,0.55,0.3
15940,2022,대덕전자(주),353200,2021/12,933979.8825,18.96,8.79,1.98,0.92,6.51,3.02,1.32,0.61
15941,2022,한올바이오파마(주),009420,2021/12,929883.3564,236.7,109.02,14.69,6.77,2555.59,1177.08,20.88,9.62
15942,2022,율촌화학(주),008730,2021/12,903960.0,115.3,71.54,2.38,1.48,23.28,14.45,1.45,0.9
15943,2022,엔에이치엔(주),181710,2021/12,896828.2302,13.75,5.9,1.15,0.5,11.93,5.12,6.1,2.62
15944,2022,(주)신세계인터내셔날,031430,2021/12,883575.0,30.26,17.36,2.93,1.68,12.76,7.32,1.28,0.74
15945,2022,(주)바이오노트,377740,2021/12,874096.49184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15946,2022,아이에스동서(주),010780,2021/12,871171.4892,19.54,11.3,1.81,1.05,12.61,7.29,1.7,0.98
15947,2022,(주)솔루엠,248070,2021/12,870096.5874,218.65,114.0,9.13,4.76,0.0,0.0,3.17,1.65
15948,2022,(주)더블유게임즈,192080,2021/12,868195.2195,12.67,7.62,1.86,1.12,23.19,13.96,7.44,4.48
15949,2022,(주)다우기술,023590,2021/12,861439.0464,21.7,15.6,2.38,1.71,18.95,13.62,4.88,3.51
15950,2022,(주)진에어,272450,2021/12,858690.0,0.0,0.0,6.88,3.51,0.0,0.0,4.73,2.41
15951,2022,피아이첨단소재(주),178920,2021/12,848686.7058,31.11,19.27,7.1,4.4,22.48,13.93,6.6,4.09
15952,2022,코스맥스(주),192820,2021/12,840998.6169,74.14,44.12,3.88,2.31,16.97,10.1,1.78,1.06
15953,2022,(주)영원무역홀딩스,009970,2021/12,837225.3488,31.73,20.95,1.44,0.95,82.99,54.8,23.77,15.7
15954,2022,태광산업(주),003240,2021/12,830596.4,4.49,2.65,0.44,0.26,6.11,3.6,0.67,0.39
15955,2022,(주)이노션,214320,2021/12,823000.0,48.44,34.54,2.5,1.78,32.36,23.07,3.16,2.26
15956,2022,티케이지휴켐스(주),069260,2021/12,817571.76,16.98,11.8,1.9,1.32,14.83,10.31,1.43,1.0
15957,2022,씨제이씨지브이(주),079160,2021/12,808879.40805,0.0,0.0,3.48,2.17,0.0,0.0,3.93,2.45
15958,2022,한일시멘트(주),300720,2021/12,806896.941,25.38,1.55,1.41,0.09,19.3,1.18,1.89,0.12
15959,2022,미원상사(주),002840,2021/12,805100.0,22.19,11.21,4.37,2.21,21.89,11.06,3.51,1.77
15960,2022,(주)녹십자홀딩스,005250,2021/12,799479.57,78.21,33.55,4.43,1.9,78.83,33.81,37.73,16.18
15961,2022,금호타이어(주),073240,2021/12,798583.59786,0.0,0.0,3.61,1.56,0.0,0.0,1.16,0.5
15962,2022,미원스페셜티케미칼(주),268280,2021/12,785400.0,15.17,6.41,3.86,1.63,36.63,15.47,2.3,0.97
15964,2022,일동제약(주),249420,2021/12,765233.78675,0.0,0.0,10.72,3.24,0.0,0.0,1.75,0.53
15965,2022,대상(주),001680,2021/12,758791.7475,8.04,5.45,0.97,0.66,22.94,15.56,0.39,0.27
15966,2022,명신산업(주),009900,2021/12,752946.40855,244.62,112.47,15.97,7.34,329.71,151.59,17.12,7.87
15967,2022,KG스틸(주),016380,2021/12,739065.74883,13.96,5.27,2.27,0.86,0.0,0.0,0.78,0.3
15968,2022,효성중공업(주),298040,2021/12,727314.744,11.74,6.89,0.91,0.54,8.45,4.96,0.38,0.22
15969,2022,코스모화학(주),005420,2021/12,719419.0854,136.22,59.14,5.12,2.22,2933.77,1273.62,3.79,1.65
15970,2022,(주)쏘카,403550,2021/12,711782.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15971,2022,대한해운(주),005880,2021/12,694210.9755,10.94,5.86,1.26,0.68,5.19,2.78,2.48,1.33
15972,2022,파미셀(주),005690,2021/12,678191.6932,127.31,75.63,18.73,11.13,0.0,0.0,23.8,14.14
15973,2022,(주)한섬,020000,2021/12,666241.5,10.82,6.28,1.12,0.65,6.99,4.06,0.91,0.53
15974,2022,(주)지누스,013890,2021/12,661523.66,78.99,48.38,5.04,3.09,22.61,13.85,5.33,3.27
15975,2022,쿠쿠홈시스(주),284740,2021/12,659657.502,11.76,8.28,2.06,1.45,14.86,10.46,1.8,1.27
15976,2022,에이치디씨현대산업개발(주),294870,2021/12,659073.3,9.17,5.61,0.75,0.46,12.89,7.89,0.64,0.39
15977,2022,(주)현대지에프홀딩스,005440,2021/12,657551.16386,19.31,12.57,0.82,0.53,13.41,8.73,0.7,0.46
15980,2022,(주)현대홈쇼핑,057050,2021/12,646800.0,25.63,16.11,0.78,0.49,12.8,8.05,1.06,0.67
15982,2022,동아쏘시오홀딩스(주),000640,2021/12,644414.6695,42.54,30.23,1.44,1.02,23.41,16.64,15.36,10.92
15983,2022,(주)디엔오토모티브,007340,2021/12,640615.7205,2.49,0.81,1.23,0.4,3.62,1.18,3.34,1.08
15984,2022,(주)에스비에스,034120,2021/12,630626.7081,10.43,3.55,1.97,0.67,11.88,4.05,1.23,0.42
15985,2022,(주)보령,003850,2021/12,622331.4,72.92,32.82,5.37,2.42,27.67,12.46,3.33,1.5
15986,2022,부광약품(주),003000,2021/12,621801.67875,906.41,341.0,7.34,2.76,68.08,25.61,12.17,4.58
15987,2022,한세실업(주),105630,2021/12,616000.0,15.66,8.3,2.48,1.32,0.0,0.0,0.7,0.37
15988,2022,(주)에스피씨삼립,005610,2021/12,615248.3417,19.99,13.93,2.59,1.8,9.36,6.52,0.6,0.42
15989,2022,SNT모티브(주),064960,2021/12,614171.712,14.6,7.42,1.45,0.74,19.31,9.82,1.33,0.67
15990,2022,(주)드림텍,192650,2021/12,613390.0227,53.63,32.14,4.85,2.9,21.02,12.6,1.65,0.99
15991,2022,해성디에스(주),195870,2021/12,609450.0,12.41,5.41,3.21,1.4,15.77,6.88,1.38,0.6
15992,2022,(주)세아제강지주,003030,2021/12,606752.7505,43.34,12.54,0.92,0.27,122.2,35.36,45.14,13.06
15993,2022,(주)동원에프앤비,049770,2021/12,605882.468,15.8,11.04,1.51,1.05,9.46,6.61,0.54,0.38
15994,2022,넥센타이어(주),002350,2021/12,597727.40724,0.0,0.0,0.77,0.41,9.29,4.86,0.84,0.44
15995,2022,영진약품(주),003520,2021/12,594401.37575,0.0,0.0,14.89,7.1,184.03,87.76,7.85,3.75
15996,2022,세방전지(주),004490,2021/12,592900.0,23.99,11.07,1.76,0.81,0.0,0.0,1.65,0.76
15997,2022,(주)케이씨씨글라스,344820,2021/12,590110.4184,11.11,4.77,0.99,0.42,5.73,2.46,1.11,0.48
15998,2022,(주)삼양홀딩스,000070,2021/12,588365.4177,5.43,2.68,0.77,0.38,61.71,30.46,3.71,1.83
15999,2022,쿠쿠홀딩스(주),192400,2021/12,584997.94325,179.61,22.06,9.56,1.17,158.68,19.49,147.17,18.08
16000,2022,(주)세아베스틸지주,001430,2021/12,584552.5397,9.04,2.63,0.87,0.25,15.74,4.58,0.61,0.18
16001,2022,에스케이디스커버리(주),006120,2021/12,575895.11375,37.87,22.94,1.59,0.96,252.03,152.69,41.47,25.13
16002,2022,세방(주),004360,2021/12,575398.962,23.72,13.42,0.76,0.43,8.86,5.02,0.67,0.38
16003,2022,(주)화승엔터프라이즈,241590,2021/12,559239.01748,284.1,156.48,3.8,2.1,346.19,190.68,276.85,152.49
16004,2022,케이카(주),381970,2021/12,555399.45615,12.33,5.95,2.45,1.18,84.0,40.54,0.3,0.15
16005,2022,진원생명과학(주),011000,2021/12,555146.41686,0.0,0.0,12.86,2.38,0.0,0.0,77.5,14.37
16006,2022,애경산업(주),018250,2021/12,551967.6415,52.59,31.64,2.4,1.45,17.4,10.47,1.41,0.85
16007,2022,(주)유니드,014830,2021/12,550882.64,13.52,4.06,1.99,0.6,58.35,17.52,2.09,0.63
16008,2022,(주)콘텐트리중앙,036420,2021/12,549938.8934,0.0,0.0,4.38,1.73,0.0,0.0,108.09,42.66
16009,2022,에이치디현대에너지솔루션(주),322000,2021/12,546560.0,0.0,0.0,1.64,0.65,13.74,5.47,0.92,0.37
16011,2022,한국단자공업(주),025540,2021/12,539497.0,22.11,12.09,1.56,0.85,47.45,25.95,1.27,0.7
16013,2022,(주)티와이홀딩스,363280,2021/12,532210.8506,213.6,141.88,1.68,1.12,128.01,85.03,81.63,54.22
16014,2022,에이치에스디엔진(주),082740,2021/12,530856.43548,0.0,0.0,2.79,1.44,0.0,0.0,0.96,0.49
16015,2022,동아에스티(주),170900,2021/12,513549.5104,71.26,48.12,1.39,0.94,17.61,11.89,1.45,0.98
16017,2022,(주)이수화학,005950,2021/12,508863.7008,13.23,7.57,1.03,0.59,7.49,4.28,0.39,0.22
16019,2022,(주)엠씨넥스,097520,2021/12,501578.7228,38.79,24.57,3.31,2.1,15.52,9.83,1.27,0.8
16020,2022,(주)경동나비엔,009450,2021/12,492418.4096,17.21,10.21,3.13,1.86,15.76,9.35,1.13,0.67
16021,2022,(주)나이스홀딩스,034310,2021/12,488681.67,29.9,23.22,2.46,1.91,35.46,27.53,17.43,13.53
16022,2022,(주)한국카본,017960,2021/12,485766.36485,43.48,26.83,1.64,1.01,22.33,13.78,1.79,1.11
16024,2022,코오롱글로벌(주),003070,2021/12,472695.7125,6.3,3.31,1.43,0.75,4.98,2.62,0.2,0.11
16025,2022,(주)엘에프,093050,2021/12,464916.0,4.62,2.86,0.5,0.31,6.59,4.09,0.58,0.36
16026,2022,삼아알미늄(주),006110,2021/12,455400.0,41.27,8.28,4.19,0.84,32.29,6.48,2.35,0.47
16027,2022,에스지씨에너지(주),005090,2021/12,454253.2738,20.64,12.76,1.53,0.94,7.72,4.77,1.79,1.1
16028,2022,동일산업(주),004890,2021/12,449877.3825,9.48,4.44,0.97,0.46,20.07,9.4,0.92,0.43
16029,2022,고려제강(주),002240,2021/12,448500.0,17.42,7.14,0.68,0.28,25.2,10.33,1.54,0.63
16030,2022,에스케이디앤디(주),210980,2021/12,444912.7882,9.9,5.42,2.01,1.1,0.0,0.0,1.87,1.03
16031,2022,프레스티지바이오파마,950210,2021/06,440504.81615,0.0,0.0,1.05,0.47,0.0,0.0,0.0,0.0
16033,2022,티와이엠(주),002900,2021/12,438778.79136,8.95,4.45,1.71,0.85,26.5,13.16,0.92,0.46
16034,2022,(주)에이프로젠,007460,2021/12,435295.756324,0.0,0.0,1.64,0.8,0.0,0.0,7.05,3.46
16035,2022,(주)세아홀딩스,058650,2021/12,432000.0,0.0,0.0,0.57,0.32,12.75,7.24,9.7,5.5
16036,2022,애경케미칼(주),161000,2021/12,431514.04883,9.05,4.37,0.89,0.43,0.0,0.0,0.5,0.24
16037,2022,자화전자(주),033240,2021/12,430332.56,40.97,20.37,1.79,0.89,26.68,13.27,1.72,0.85
16038,2022,(주)풀무원,017810,2021/12,426950.0704,59.32,36.07,2.15,1.31,32.92,20.02,9.05,5.5
16039,2022,남해화학(주),025860,2021/12,422766.95393,37.61,18.87,1.76,0.88,0.0,0.0,0.56,0.28
16040,2022,제이더블유중외제약(주),001060,2021/12,419165.7309,162.99,90.99,4.69,2.62,45.15,25.21,1.42,0.79
16041,2022,송원산업(주),004430,2021/12,412800.0,9.68,6.03,1.14,0.71,0.0,0.0,0.69,0.43
16042,2022,(주)비지에프,027410,2021/12,412060.785255,14.77,8.45,0.52,0.3,38.29,21.92,18.29,10.47
16043,2022,대원제약(주),003220,2021/12,411837.5625,76.8,46.21,2.8,1.68,23.01,13.84,1.52,0.92
