날짜,시가총액,거래량,거래대금,상장주식수,symbol
2021-09-30,1.02533E+13,27399565,2.99395E+12,88773116,329180
2021-10-31,1.03865E+13,9300996,1.00652E+12,88773116,329180
2021-11-30,9.45434E+12,4754488,5.33132E+11,88773116,329180
2021-12-31,8.4512E+12,7197714,7.04289E+11,88773116,329180
2022-01-31,8.81517E+12,6145623,6.44775E+11,88773116,329180
2022-02-28,9.72066E+12,3428615,3.546E+11,88773116,329180
2022-03-31,1.06084E+13,6197847,7.02217E+11,88773116,329180
2022-04-30,1.24282E+13,6111256,8.47887E+11,88773116,329180
2022-05-31,1.0564E+13,10962724,1.33653E+12,88773116,329180
2022-06-30,1.26946E+13,5411797,7.21049E+11,88773116,329180
2022-07-31,1.10966E+13,4718739,5.84883E+11,88773116,329180
2022-08-31,1.27389E+13,5344513,7.42195E+11,88773116,329180
2022-09-30,1.02089E+13,6012231,7.41797E+11,88773116,329180
2022-10-31,9.67627E+12,4877992,5.48058E+11,88773116,329180
2022-11-30,1.05196E+13,3820413,4.36569E+11,88773116,329180
2022-12-31,1.02977E+13,2822234,3.34893E+11,88773116,329180
2023-01-31,9.83606E+12,3786686,4.14098E+11,88773116,329180
2023-02-28,9.44546E+12,3454238,3.78027E+11,88773116,329180
2023-03-31,8.87731E+12,5189869,5.12443E+11,88773116,329180
2023-04-30,9.72953E+12,3975037,4.1826E+11,88773116,329180
2023-05-31,1.03066E+13,3593105,4.14203E+11,88773116,329180
2023-06-30,1.16914E+13,3674669,4.63317E+11,88773116,329180
2023-07-31,1.24016E+13,3319751,4.62571E+11,88773116,329180
2023-08-31,1.16115E+13,2391241,3.08975E+11,88773116,329180
2023-09-30,1.07593E+13,1325361,1.6718E+11,88773116,329180
2023-10-31,9.06374E+12,2133361,2.39347E+11,88773116,329180
2023-11-30,1.11144E+13,2192118,2.53495E+11,88773116,329180
2023-12-31,1.14517E+13,2182813,2.73659E+11,88773116,329180
2011-01-31,1.5985E+12,113451435,2.9438E+12,69500000,82740
2011-02-28,1.22668E+12,24835107,4.78282E+11,69500000,82740
2011-03-31,1.50815E+12,24807482,5.01204E+11,69500000,82740
2011-04-30,1.46298E+12,31484423,7.13354E+11,69500000,82740
2011-05-31,1.31355E+12,11094500,2.18964E+11,69500000,82740
2011-06-30,1.44908E+12,12227048,2.47732E+11,69500000,82740
2011-07-31,1.42823E+12,22127109,4.99913E+11,69500000,82740
2011-08-31,1.12938E+12,18270036,3.02342E+11,69500000,82740
2011-09-30,9.13925E+11,8876954,1.31092E+11,69500000,82740
2011-10-31,9.90375E+11,10051561,1.33871E+11,69500000,82740
2011-11-30,9.2435E+11,9468336,1.31622E+11,69500000,82740
2011-12-31,8.16625E+11,5062819,65097110250,69500000,82740
2012-01-31,9.174E+11,8606478,1.06877E+11,69500000,82740
2012-02-29,1.00428E+12,15773536,2.30171E+11,69500000,82740
2012-03-31,8.65275E+11,7401932,97491874450,69500000,82740
2012-04-30,8.6875E+11,4663898,58549764750,69500000,82740
2012-05-31,7.2975E+11,5663473,64380714450,69500000,82740
2012-06-30,7.367E+11,6895585,72491805930,69500000,82740
2012-07-31,7.05425E+11,4264692,43842294640,69500000,82740
2012-08-31,7.12375E+11,4188688,44782068050,69500000,82740
2012-09-30,7.089E+11,3968756,41851910800,69500000,82740
2012-10-31,5.977E+11,3928498,37216075060,69500000,82740
2012-11-30,5.6434E+11,3718962,29596487900,69500000,82740
2012-12-31,5.977E+11,2999377,25159063850,69500000,82740
2013-01-31,5.62255E+11,2953507,25062367140,69500000,82740
2013-02-28,5.56E+11,2522133,19624618840,69500000,82740
2013-03-31,6.2272E+11,6961357,61030666140,69500000,82740
2013-04-30,5.99785E+11,6518981,53406126120,69500000,82740
2013-05-31,5.92835E+11,3739639,32126167210,69500000,82740
2013-06-30,5.004E+11,3298777,25472678660,69500000,82740
2013-07-31,5.6295E+11,6204106,46457842890,69500000,82740
2013-08-31,5.56E+11,3380128,26925423450,69500000,82740
2013-09-30,6.60945E+11,12430933,1.16254E+11,69500000,82740
2013-10-31,6.5608E+11,12505953,1.25629E+11,69500000,82740
2013-11-30,6.6164E+11,7189288,68818649460,69500000,82740
2013-12-31,6.15075E+11,4750130,42361305200,69500000,82740
2014-01-31,5.62255E+11,4702636,38745596450,69500000,82740
2014-02-28,5.83105E+11,2834994,22817746050,69500000,82740
2014-03-31,6.59555E+11,5388785,48372638020,69500000,82740
2014-04-30,6.02565E+11,4442987,41960663000,69500000,82740
2014-05-31,6.45655E+11,4909728,41495581360,69500000,82740
2014-06-30,5.80325E+11,3471237,31140752090,69500000,82740
2014-07-31,5.7685E+11,4686057,38643640980,69500000,82740
2014-08-31,5.41405E+11,2442632,19196873100,69500000,82740
2014-09-30,5.1013E+11,1773263,13485709590,69500000,82740
2014-10-31,4.27425E+11,2983448,19582158460,69500000,82740
2014-11-30,4.66345E+11,3007919,19420664850,69500000,82740
2014-12-31,4.41325E+11,3833670,23281709320,69500000,82740
2015-01-31,5.45575E+11,5125095,35760597080,69500000,82740
2015-02-28,5.24725E+11,4033438,30117233980,69500000,82740
2015-03-31,4.77465E+11,4342216,31175171040,69500000,82740
2015-04-30,4.8372E+11,4247211,30221284260,69500000,82740
2015-05-31,4.031E+11,2940124,18565075620,69500000,82740
2015-06-30,3.9059E+11,2984619,16862706880,69500000,82740
2015-07-31,3.6001E+11,4255280,23005245690,69500000,82740
2015-08-31,3.17615E+11,2616436,12278929120,69500000,82740
2015-09-30,3.0997E+11,2711175,12459884710,69500000,82740
2015-10-31,2.6688E+11,16264331,65589728220,69500000,82740
2015-11-30,2.51243E+11,4759326,17512714435,69500000,82740
2015-12-31,2.22748E+11,3786609,12630710055,69500000,82740
2016-01-31,1.7792E+11,16770390,43053506845,69500000,82740
2016-02-29,2.22748E+11,10396695,30545262355,69500000,82740
2016-03-31,2.39775E+11,13484715,47108289000,69500000,82740
2016-04-30,2.99198E+11,27873097,1.20118E+11,69500000,82740
2016-05-31,2.40818E+11,35143981,1.33212E+11,69500000,82740
2016-06-30,2.50895E+11,20517624,74732504510,69500000,82740
2016-07-31,3.14488E+11,30063432,1.29269E+11,69500000,82740
2016-08-31,3.10318E+11,17205580,79791401505,69500000,82740
2016-09-30,2.94333E+11,11087324,49823031805,69500000,82740
2016-10-31,2.45335E+11,15744079,57853225880,69500000,82740
2016-11-30,2.1128E+11,21517921,78817176010,69500000,82740
2016-12-31,2.28308E+11,6430772,20713813185,69500000,82740
2017-01-31,2.25528E+11,7005066,24200823695,69500000,82740
2017-02-28,2.23095E+11,5503564,17711171845,69500000,82740
2017-03-31,2.40818E+11,15849314,55796023705,69500000,82740
2017-04-30,2.63753E+11,10801990,38134138370,69500000,82740
2017-05-31,2.77305E+11,16174103,64797745565,69500000,82740
2017-06-30,2.9468E+11,14946662,64744993285,69500000,82740
2017-07-31,2.86688E+11,10188605,42637266670,69500000,82740
2017-08-31,2.91205E+11,11241977,46506556075,69500000,82740
2017-09-30,2.77305E+11,8711202,35963721065,69500000,82740
2017-10-31,2.9329E+11,6037993,23819372735,69500000,82740
2017-11-30,3.4611E+11,22062892,1.0401E+11,69500000,82740
2017-12-31,2.56108E+11,12678161,54723983375,69500000,82740
2018-01-31,3.1136E+11,9542634,39990822860,69500000,82740
2018-02-28,2.99198E+11,8533827,35044236145,69500000,82740
2018-03-31,4.0032E+11,43908596,2.40731E+11,69500000,82740
2018-04-30,4.3646E+11,11398330,66576870060,69500000,82740
2018-05-31,4.96925E+11,11458755,78670203050,69500000,82740
2018-06-30,1.3706E+11,5764955,24187713500,32947142,82740
2018-07-31,1.2767E+11,2566920,9848387885,32947142,82740
2018-08-31,1.2454E+11,2692581,9799900560,32947142,82740
2018-09-30,1.50568E+11,1799505,7610389715,32947142,82740
2018-10-31,1.44473E+11,10621177,47875774650,32947142,82740
2018-11-30,1.51886E+11,12541240,56107659645,32947142,82740
2018-12-31,1.73961E+11,12335846,67223465170,32947142,82740
2019-01-31,1.83186E+11,11904897,68558240810,32947142,82740
2019-02-28,1.54687E+11,10051794,50863469635,32947142,82740
2019-03-31,1.57487E+11,3533532,17246082915,32947142,82740
2019-04-30,1.30965E+11,5105484,22336579235,32947142,82740
2019-05-31,1.24211E+11,5064944,20241637775,32947142,82740
2019-06-30,1.22728E+11,1876369,7275365110,32947142,82740
2019-07-31,1.0296E+11,2087794,7108108475,32947142,82740
2019-08-31,1.09385E+11,2403556,7348572445,32947142,82740
2019-09-30,1.13009E+11,1496135,5153000190,32947142,82740
2019-10-31,1.30965E+11,3763876,13866833275,32947142,82740
2019-11-30,1.36731E+11,20436741,91632015360,32947142,82740
2019-12-31,1.47274E+11,5267176,23186365270,32947142,82740
2020-01-31,1.33765E+11,5899404,26579980880,32947142,82740
2020-02-29,1.16633E+11,3780886,15321483235,32947142,82740
2020-03-31,83356269260,8184724,21049181195,32947142,82740
2020-04-30,1.1235E+11,13874556,42157677405,32947142,82740
2020-05-31,1.48756E+11,15412744,59939155365,32947142,82740
2020-06-30,1.61441E+11,30020495,1.52726E+11,32947142,82740
2020-07-31,1.54852E+11,13980641,68947506880,32947142,82740
2020-08-31,1.61935E+11,12759751,61367069225,32947142,82740
2020-09-30,1.61276E+11,21331982,1.15177E+11,32947142,82740
2020-10-31,1.50404E+11,5041083,24963515020,32947142,82740
2020-11-30,2.2437E+11,45306334,2.86726E+11,32947142,82740
2020-12-31,2.76756E+11,57699155,4.85639E+11,32947142,82740
2021-01-31,2.33595E+11,16935616,1.37984E+11,32947142,82740
2021-02-28,2.22064E+11,20810164,1.44789E+11,32947142,82740
2021-03-31,3.80011E+11,33648675,2.75779E+11,40599422,82740
2021-04-30,4.03964E+11,30776897,2.85788E+11,40599422,82740
2021-05-31,4.24264E+11,42150571,4.52829E+11,40599422,82740
2021-06-30,3.87724E+11,29536947,2.7892E+11,40599422,82740
2021-07-31,3.97131E+11,13228372,1.21258E+11,46721246,82740
2021-08-31,3.52278E+11,7449974,57846851760,46721246,82740
2021-09-30,3.72368E+11,7759198,61302810300,46721246,82740
2021-10-31,4.31237E+11,14379911,1.21996E+11,46721246,82740
2021-11-30,3.46672E+11,12130938,1.02544E+11,46721246,82740
2021-12-31,3.89655E+11,6782393,56160193460,46721246,82740
2022-01-31,3.96196E+11,24344528,2.29555E+11,46721246,82740
2022-02-28,4.58335E+11,10088223,91658405110,46721246,82740
2022-03-31,4.28901E+11,9396480,88587544970,46721246,82740
2022-04-30,4.99917E+11,14139267,1.44624E+11,46721246,82740
2022-05-31,4.07876E+11,11824669,1.08393E+11,46721246,82740
2022-06-30,4.53663E+11,14828234,1.38273E+11,46721246,82740
2022-07-31,4.1395E+11,7217292,63858216990,46721246,82740
2022-08-31,5.18109E+11,17494785,1.576E+11,59621246,82740
2022-09-30,5.10824E+11,16971845,1.35251E+11,71543994,82740
2022-10-31,4.67898E+11,6971884,47126011000,71543994,82740
2022-11-30,5.37295E+11,11548899,84526664510,71543994,82740
2022-12-31,5.30856E+11,8757630,65003428680,71543994,82740
2023-01-31,5.40157E+11,9032817,64353658790,71543994,82740
2023-02-28,5.58759E+11,29351743,2.39905E+11,71543994,82740
2023-03-31,5.33003E+11,10014085,72721116390,71543994,82740
2023-04-30,5.55897E+11,13324715,1.0344E+11,71543994,82740
2023-05-31,6.25295E+11,16117152,1.34426E+11,71543994,82740
2023-06-30,7.24025E+11,17326737,1.68782E+11,71543994,82740
2023-07-31,8.52089E+11,22532453,2.60194E+11,71543994,82740
2023-08-31,7.7196E+11,17471714,1.88419E+11,71543994,82740
2023-09-30,6.32449E+11,7597193,72661486230,71543994,82740
2023-10-31,5.48027E+11,6572248,54323977350,71543994,82740
2023-11-30,7.06855E+11,12307125,1.08503E+11,71543994,82740
2023-12-31,7.00416E+11,8339933,80433466290,71543994,82740
2000-01-31,37777259520,1392530,6004348900,9637056,14790
2000-02-29,27947462400,1134020,3649159850,9637056,14790
2000-03-31,29874873600,2172970,7075931350,9637056,14790
2000-04-30,24574492800,1568010,4597287250,9637056,14790
2000-05-31,42403046400,6177570,25330082000,9637056,14790
2000-06-30,45294163200,6183680,31763646400,9637056,14790
2000-07-31,34307919360,1592660,6781702850,9637056,14790
2000-08-31,45776016000,1690090,7083644350,9637056,14790
2000-09-30,30645838080,1014440,3781862750,9637056,14790
2000-10-31,38066371200,1082180,3894729350,9637056,14790
2000-11-30,30356726400,1127450,3955751750,9637056,14790
2000-12-31,34597031040,1433070,4777839000,9637056,14790
2001-01-31,29633947200,3664990,12651764050,9637056,14790
2001-02-28,27321053760,2033550,5902659450,9637056,14790
2001-03-31,27321053760,3331350,8624859750,9637056,14790
2001-04-30,34645216320,5730710,18272281150,9637056,14790
2001-05-31,42884899200,6460980,23601361900,9637056,14790
2001-06-30,58689671040,4564130,24800733350,9637056,14790
2001-07-31,35175254400,4052530,19490824450,9637056,14790
2001-08-31,36620812800,8772770,35364870150,9637056,14790
2001-09-30,43077640320,5232930,19949737400,9637056,14790
2001-10-31,40909302720,3736980,16773557850,9637056,14790
2001-11-30,44619569280,2795250,12856367100,9637056,14790
2001-12-31,45776016000,1195310,5356284900,9637056,14790
2002-01-31,42403046400,3145618,13407839050,9637056,14790
2002-02-28,50594544000,5925369,28543718070,9637056,14790
2002-03-31,59749747200,6296437,37961325850,9637056,14790
2002-04-30,44137716480,6891420,40246222650,9637056,14790
2002-05-31,44812310400,1354836,6298457670,9637056,14790
2002-06-30,44619569280,884275,4001864330,9637056,14790
2002-07-31,30404911680,3971440,14471028105,9637056,14790
2002-08-31,33922437120,3654297,12549363685,9637056,14790
2002-09-30,28911168000,1889576,6575388670,9637056,14790
2002-10-31,32476878720,1863500,5762493300,9637056,14790
2002-11-30,35608921920,1646904,5920936580,9637056,14790
2002-12-31,32187767040,2015321,7577423245,9637056,14790
2003-01-31,26983756800,1238112,3769364890,9637056,14790
2003-02-28,26309162880,906258,2377437255,9637056,14790
2003-03-31,24140825280,1117917,2872041450,9637056,14790
2003-04-30,26887386240,1733798,4928760650,9637056,14790
2003-05-31,28043832960,715848,2086692540,9637056,14790
2003-06-30,29585761920,1963456,5981737410,9637056,14790
2003-07-31,32187767040,2214504,6967192010,9637056,14790
2003-08-31,38018185920,1505943,5549589295,9637056,14790
2003-09-30,39222817920,1159299,4792994520,9637056,14790
2003-10-31,42788528640,1363992,6070573575,9637056,14790
2003-11-30,43944975360,913066,4141463010,9637056,14790
2003-12-31,39367373760,944010,4245819650,9637056,14790
2004-01-31,39511929600,684377,2682811440,9637056,14790
2004-02-29,38596409280,902039,3647023975,9637056,14790
2004-03-31,42354861120,640145,2654034850,9637056,14790
2004-04-30,46209683520,613863,2910685750,9637056,14790
2004-05-31,45197792640,568891,2586032170,9637056,14790
2004-06-30,44330457600,633350,2833486850,9637056,14790
2004-07-31,43077640320,122200,551572200,9637056,14790
2004-08-31,44812310400,972454,4347737910,9637056,14790
2004-09-30,47173389120,328520,1553997240,9637056,14790
2004-10-31,66592056960,6007158,36475025810,9637056,14790
2004-11-30,70832361600,4473656,31808922040,9637056,14790
2004-12-31,77096448000,3375366,26234095240,9637056,14790
2005-01-31,92515737600,2366282,20423629100,9637056,14790
2005-02-28,1.39737E+11,2447380,28286483900,9637056,14790
2005-03-31,1.248E+11,2798799,36810238900,9637056,14790
2005-04-30,1.40219E+11,1879004,27247617500,9637056,14790
2005-05-31,1.57084E+11,2019636,30416926550,9637056,14790
2005-06-30,1.85031E+11,3145271,49533140800,9637056,14790
2005-07-31,2.00451E+11,1926477,34921421250,9637056,14790
2005-08-31,2.7562E+11,3005852,74777139600,9637056,14790
2005-09-30,2.71765E+11,2513202,65893649700,9637056,14790
2005-10-31,2.69838E+11,1720536,51345073200,9637056,14790
2005-11-30,3.15132E+11,2037461,61772584750,9637056,14790
2005-12-31,2.78511E+11,1407909,43119613300,9637056,14790
2006-01-31,2.69838E+11,1786402,50870381350,9637056,14790
2006-02-28,2.52009E+11,475681,12924268100,9637056,14790
2006-03-31,2.49118E+11,916239,24301760200,9637056,14790
2006-04-30,3.0164E+11,1029894,29783527100,9637056,14790
2006-05-31,2.45745E+11,1291472,34988413100,9637056,14790
2006-06-30,1.87923E+11,566953,11828862050,9637056,14790
2006-07-31,1.8985E+11,441552,8594906550,9637056,14790
2006-08-31,2.11052E+11,509842,9979460200,9637056,14790
2006-09-30,2.13461E+11,460528,9810636900,9637056,14790
2006-10-31,2.10088E+11,529267,11325297650,9637056,14790
2006-11-30,2.59237E+11,1833588,45814495600,9637056,14790
2006-12-31,2.21652E+11,572520,14639493000,9637056,14790
2007-01-31,1.82622E+11,665819,13409071950,9637056,14790
2007-02-28,1.9515E+11,355092,7334640000,9637056,14790
2007-03-31,2.11533E+11,281508,5814545400,9637056,14790
2007-04-30,2.17316E+11,684271,15739365800,9637056,14790
2007-05-31,3.08386E+11,1772418,48122706300,9637056,14790
2007-06-30,2.44299E+11,1565569,41938617500,9637056,14790
2007-07-31,2.83329E+11,1379035,37946474500,9637056,14790
2007-08-31,2.48636E+11,616553,15984876000,9637056,14790
2007-09-30,2.35144E+11,277691,6833688500,9637056,14790
2007-10-31,2.46709E+11,657796,17307999950,9637056,14790
2007-11-30,2.7562E+11,598446,16102587500,9637056,14790
2007-12-31,2.76102E+11,215976,5930141650,9637056,14790
2008-01-31,2.76584E+11,666550,19868113050,9637056,14790
2008-02-29,3.37297E+11,615642,19539593450,9637056,14790
2008-03-31,3.26214E+11,512709,17651525050,9637056,14790
2008-04-30,3.04531E+11,572782,17810765600,9637056,14790
2008-05-31,3.27178E+11,406044,13325059500,9637056,14790
2008-06-30,2.89112E+11,307390,9800273150,9637056,14790
2008-07-31,2.52009E+11,438964,12031590550,9637056,14790
2008-08-31,1.9756E+11,774141,17413041150,9637056,14790
2008-09-30,1.49856E+11,1023385,16881752350,9637056,14790
2008-10-31,66688427520,2107361,20700991190,9637056,14790
2008-11-30,63990051840,6119683,39581545430,9637056,14790
2008-12-31,83360534400,6785017,57503359890,9637056,14790
2009-01-31,1.17572E+11,7295230,80985851020,9637056,14790
2009-02-28,1.22872E+11,4579181,61395820950,9637056,14790
2009-03-31,1.7154E+11,3811755,57306081000,9637056,14790
2009-04-30,2.38999E+11,4053250,95376284100,9637056,14790
2009-05-31,2.16834E+11,2160555,49081804600,9637056,14790
2009-06-30,2.24062E+11,1335629,30963520050,9637056,14790
2009-07-31,2.45745E+11,1876640,43496630250,9637056,14790
2009-08-31,2.96339E+11,2172434,58572202350,9637056,14790
2009-09-30,2.84293E+11,1671555,48053340400,9637056,14790
2009-10-31,2.65983E+11,1009998,29250050800,9637056,14790
2009-11-30,2.37072E+11,843202,21477311900,9637056,14790
2009-12-31,2.76584E+11,775522,20779255450,9637056,14790
2010-01-31,2.549E+11,1245316,32888406650,9637056,14790
2010-02-28,1.80695E+11,2273263,47690014050,9637056,14790
2010-03-31,1.65757E+11,2969970,50813630250,9637056,14790
2010-04-30,3.55E+11,4964913,83591561000,20000000,14790
2010-05-31,2.63E+11,7819961,1.23264E+11,20000000,14790
2010-06-30,2.58E+11,5186313,69425766100,20000000,14790
2010-07-31,2.58E+11,4731975,63993693350,20000000,14790
2010-08-31,2.6E+11,2472835,31618755900,20000000,14790
2010-09-30,3.36E+11,7313695,1.07331E+11,20000000,14790
2010-10-31,4.22E+11,7512732,1.47386E+11,20000000,14790
2010-11-30,3.49E+11,4569875,85065700850,20000000,14790
2010-12-31,3.93E+11,3616447,67077297700,20000000,14790
2011-01-31,4.3E+11,4800205,1.06516E+11,20000000,14790
2011-02-28,3.8E+11,2407637,46527502850,20000000,14790
2011-03-31,4.18E+11,2709932,54565331650,20000000,14790
2011-04-30,4.53E+11,7645267,1.61789E+11,20000000,14790
2011-05-31,3.74E+11,4074469,84852860280,20000000,14790
2011-06-30,4.24E+11,3634462,72797586000,20000000,14790
2011-07-31,4.83E+11,9078419,2.22304E+11,20000000,14790
2011-08-31,3.64E+11,9650025,1.76352E+11,20000000,14790
2011-09-30,2.73E+11,4573919,69864311950,20000000,14790
2011-10-31,2.93E+11,5627499,74239813500,20000000,14790
2011-11-30,2.36E+11,4248766,54938891600,20000000,14790
2011-12-31,2.32E+11,2539182,30967526350,20000000,14790
2012-01-31,2.84E+11,6526894,88462582300,20000000,14790
2012-02-29,3.76852E+11,5170787,75585176550,27407414,14790
2012-03-31,3.60407E+11,3396187,46738395600,27407414,14790
2012-04-30,3.19296E+11,2358485,29036654500,27407414,14790
2012-05-31,2.51052E+11,3527380,36021031420,27407414,14790
2012-06-30,2.75445E+11,2849786,26012037160,27407414,14790
2012-07-31,2.62015E+11,1878471,18271698590,27407414,14790
2012-08-31,2.82296E+11,2642904,26394398050,27407414,14790
2012-09-30,2.98741E+11,2209812,23891035500,27407414,14790
2012-10-31,2.34882E+11,2011841,19012339440,27407414,14790
2012-11-30,2.18985E+11,2638714,21021911050,27407414,14790
2012-12-31,2.18985E+11,1364158,10904946940,27407414,14790
2013-01-31,2.24193E+11,3880469,31853890820,27407414,14790
2013-02-28,2.05556E+11,1678445,12907346840,27407414,14790
2013-03-31,1.80615E+11,1783508,12530299400,27407414,14790
2013-04-30,1.61704E+11,3150206,18853523460,27407414,14790
2013-05-31,2.04903E+11,2883882,19184616990,31767884,14790
2013-06-30,1.64558E+11,1404755,8095137195,31767884,14790
2013-07-31,1.86795E+11,1189160,6672548400,31767884,14790
2013-08-31,1.64558E+11,1349944,7524643910,31767884,14790
2013-09-30,1.74088E+11,1803401,10485875140,31767884,14790
2013-10-31,1.69323E+11,1147058,6236588550,31767884,14790
2013-11-30,1.58522E+11,1268519,6407196605,31767884,14790
2013-12-31,1.64875E+11,1441974,6900990320,31767884,14790
2014-01-31,1.55027E+11,1245801,6124232645,31767884,14790
2014-02-28,1.9029E+11,3589895,20781577945,31767884,14790
2014-03-31,2.09668E+11,4835064,31788208710,31767884,14790
2014-04-30,2.29682E+11,5816884,40751780390,31767884,14790
2014-05-31,2.0395E+11,2129046,14491923850,31767884,14790
2014-06-30,1.92196E+11,1291256,7877797250,31767884,14790
2014-07-31,2.53825E+11,4953440,37389582560,31767884,14790
2014-08-31,2.27776E+11,2604370,19456850930,31767884,14790
2014-09-30,2.45566E+11,1724240,12487119820,31767884,14790
2014-10-31,2.31588E+11,1799776,13648036500,31767884,14790
2014-11-30,1.91572E+11,2940451,19290419790,32414942,14790
2014-12-31,2.10697E+11,1570583,9555824620,32414942,14790
2015-01-31,2.01297E+11,1421859,8644721790,32414942,14790
2015-02-28,2.03566E+11,1821076,11241445470,32414942,14790
2015-03-31,1.95786E+11,2692593,16929182440,32414942,14790
2015-04-30,2.07456E+11,4093531,27667086600,32414942,14790
2015-05-31,1.78863E+11,5006944,28252317570,33494942,14790
2015-06-30,1.6446E+11,2754854,14326421670,33494942,14790
2015-07-31,1.58096E+11,1875578,9195187375,33494942,14790
2015-08-31,1.29625E+11,1639065,6507613260,33494942,14790
2015-09-30,1.32305E+11,999776,3909575800,33494942,14790
2015-10-31,1.29458E+11,611874,2495289315,33494942,14790
2015-11-30,1.1271E+11,870392,3104614110,33494942,14790
2015-12-31,1.43023E+11,3788126,13570367825,33494942,14790
2016-01-31,1.3398E+11,990330,3887863970,33494942,14790
2016-02-29,1.3398E+11,450745,1736807920,33494942,14790
2016-03-31,1.42019E+11,1425002,6307132595,33494942,14790
2016-04-30,1.66805E+11,1697956,8084312525,33494942,14790
2016-05-31,1.48718E+11,940106,4371279150,33494942,14790
2016-06-30,1.97438E+11,3036207,15089540790,36494942,14790
2016-07-31,1.85394E+11,1600472,8306149925,36494942,14790
2016-08-31,1.77365E+11,1206175,6110613470,36494942,14790
2016-09-30,1.75358E+11,538843,2572094965,36494942,14790
2016-10-31,1.67877E+11,376404,1765754015,36494942,14790
2016-11-30,1.54739E+11,401266,1775782000,36494942,14790
2016-12-31,1.55651E+11,432308,1835148870,36494942,14790
2017-01-31,1.52914E+11,520462,2212784310,36494942,14790
2017-02-28,1.56381E+11,634492,2672394685,36494942,14790
2017-03-31,1.63132E+11,520427,2265095120,36494942,14790
2017-04-30,1.65322E+11,650785,2884184775,36494942,14790
2017-05-31,1.7846E+11,1316886,6277117365,36494942,14790
2017-06-30,1.75906E+11,2289619,11134036210,36494942,14790
2017-07-31,1.81015E+11,3736595,18865956755,36494942,14790
2017-08-31,1.66052E+11,2267158,10899200605,36494942,14790
2017-09-30,1.47805E+11,732263,3023971020,36494942,14790
2017-10-31,1.50724E+11,727330,2871368225,36494942,14790
2017-11-30,1.49994E+11,2048694,8834774730,36494942,14790
2017-12-31,1.48717E+11,845126,3389825945,36494942,14790
2018-01-31,1.49812E+11,1299616,5223153730,36494942,14790
2018-02-28,1.42513E+11,1294911,5067841785,36494942,14790
2018-03-31,1.48169E+11,1558448,6107058655,36494942,14790
2018-04-30,2.96704E+11,38895334,2.50162E+11,36494942,14790
2018-05-31,3.33929E+11,38760552,3.42955E+11,36494942,14790
2018-06-30,2.17027E+11,13938808,1.0038E+11,38074942,14790
2018-07-31,2.01797E+11,10880659,55934499290,38074942,14790
2018-08-31,1.97609E+11,9516344,51556996290,38074942,14790
2018-09-30,2.11697E+11,9743680,55800533810,38074942,14790
2018-10-31,1.47336E+11,5298561,24280609620,38874942,14790
2018-11-30,1.6794E+11,3977201,16229405570,38874942,14790
2018-12-31,1.67551E+11,3088579,13399714770,38874942,14790
2019-01-31,1.99428E+11,9778805,49208934230,38874942,14790
2019-02-28,1.74937E+11,4804033,24814572285,38874942,14790
2019-03-31,1.57832E+11,3336253,13850452855,38874942,14790
2019-04-30,1.58027E+11,2168205,8863571825,38874942,14790
2019-05-31,1.38006E+11,1892447,7099343935,38874942,14790
2019-06-30,1.45004E+11,2418110,9207852525,38874942,14790
2019-07-31,1.2265E+11,1786192,6197959755,38874942,14790
2019-08-31,1.15653E+11,1483339,4234956170,38874942,14790
2019-09-30,1.29648E+11,10061007,36449787970,38874942,14790
2019-10-31,1.22845E+11,2511061,7979926060,38874942,14790
2019-11-30,1.17791E+11,1307752,4102213595,38874942,14790
2019-12-31,1.16625E+11,797119,2347367795,38874942,14790
2020-01-31,1.04574E+11,1101112,3168940635,38874942,14790
2020-02-29,97187355000,1090447,2944396420,38874942,14790
2020-03-31,88246118340,2066318,4448349930,38874942,14790
2020-04-30,1.22262E+11,11667853,36549027560,38874942,14790
2020-05-31,1.20901E+11,2416924,7617172005,38874942,14790
2020-06-30,1.10016E+11,4188693,12897000930,38874942,14790
2020-07-31,1.35285E+11,6331325,20803409985,38874942,14790
2020-08-31,1.34896E+11,6111926,22748923085,38874942,14790
2020-09-30,1.28093E+11,2598394,8910218800,38874942,14790
2020-10-31,1.30425E+11,1840973,6194558205,38874942,14790
2020-11-30,1.66774E+11,7008170,27090970930,38874942,14790
2020-12-31,1.90487E+11,16415393,82912228260,38874942,14790
2021-01-31,2.0215E+11,8458274,44400751325,38874942,14790
2021-02-28,1.89321E+11,12789977,71087739805,38874942,14790
2021-03-31,2.04093E+11,3563564,17574392410,38874942,14790
2021-04-30,2.31695E+11,10078650,56701110850,38874942,14790
2021-05-31,2.17311E+11,8535533,50273335840,38874942,14790
2021-06-30,2.18866E+11,5657856,32706720560,38874942,14790
2021-07-31,2.177E+11,6432324,37533133430,38874942,14790
2021-08-31,2.04093E+11,2460616,12836483760,38874942,14790
2021-09-30,2.4258E+11,49093110,3.26551E+11,38874942,14790
2021-10-31,2.13523E+11,7867872,45707344130,37858601,14790
2021-11-30,1.89672E+11,3803617,20438409825,37858601,14790
2021-12-31,2.04436E+11,2255573,12150871620,37858601,14790
2022-01-31,1.93836E+11,4690834,26692895295,37858601,14790
2022-02-28,2.03679E+11,1799544,9605459970,37858601,14790
2022-03-31,2.21851E+11,6151942,36137053260,37858601,14790
2022-04-30,2.08222E+11,9128706,51332032020,37858601,14790
